Player,Team,Position,RkOv_gw1,RkOv_gw2,RkOv_gw3,RkOv_gw4,RkOv_gw5,RkOv_gw6,RkOv_gw7,RkOv_gw8,RkOv_gw9,RkOv_gw10,RkOv_gw11,RkOv_gw12,RkOv_gw13
Pau Torres,AVL,D,615.0,65.0,215.5,214.0,232.0,41.0,415.0,34.5,418.5,74.5,632.5,140.0,24.0
Brennan Johnson,TOT,F,619.0,206.0,111.0,416.0,164.0,116.5,415.0,413.0,418.5,58.0,162.0,48.5,92.5
Leon Bailey,AVL,F,619.0,10.0,418.5,121.0,36.0,182.0,415.0,152.0,41.5,58.0,105.5,42.0,105.5
Lisandro Martinez,MUN,D,619.0,631.0,190.5,607.0,134.5,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Raul Jimenez,FUL,F,619.0,413.5,95.0,76.0,426.0,127.5,195.0,413.0,124.0,616.0,620.5,22.5,215.0
Tom Lockyer,LUT,D,619.0,413.5,614.5,416.0,128.0,88.5,53.5,146.5,49.5,646.0,66.5,110.5,79.5
Ameen Al Dakhil,BUR,D,619.0,413.5,629.5,636.0,225.5,105.0,223.5,639.5,630.0,637.0,419.0,423.5,421.0
William Osula,SHU,F,619.0,181.5,633.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,121.5
Trent Alexander-Arnold,LIV,D,624.0,33.5,168.0,7.5,426.0,420.5,218.0,211.5,61.0,79.0,38.0,35.0,29.5
Lewis Dunk,BHA,D,624.0,181.5,124.5,156.5,164.0,138.5,642.0,27.0,212.0,120.5,126.5,423.5,654.0
Dara O'Shea,BUR,D,624.0,413.5,102.5,214.0,426.0,420.5,415.0,631.0,154.5,18.0,80.0,423.5,112.0
Ben White,ARS,D,627.5,51.5,138.0,95.0,25.0,65.0,5.5,32.0,154.5,50.5,110.5,423.5,421.0
Aaron Hickey,BRF,D,627.5,99.5,215.5,149.5,195.0,634.0,636.0,641.0,418.5,67.5,419.0,423.5,421.0
Ola Aina,NOT,D,627.5,413.5,629.5,103.5,147.5,167.5,415.0,413.0,625.0,621.5,6.0,63.0,641.0
Anis Ben Slimane,SHU,M,627.5,413.5,418.5,416.0,426.0,624.0,195.0,413.0,418.5,176.0,419.0,630.5,421.0
Lucas Digne,AVL,D,631.0,13.5,46.0,63.0,17.0,57.0,223.5,75.5,154.5,67.5,15.0,168.0,72.5
Mads Andersen,LUT,D,631.0,413.5,207.5,17.5,134.5,420.5,108.0,142.0,418.5,419.0,419.0,423.5,421.0
Oliver Skipp,TOT,M,631.0,413.5,207.5,416.0,426.0,420.5,415.0,612.0,178.5,419.0,149.0,423.5,146.5
Joel Veltman,BHA,D,633.5,163.5,56.5,611.5,87.0,116.5,625.0,633.5,193.0,104.0,186.0,642.0,116.5
Vitinho,BUR,D,633.5,413.5,418.5,416.0,426.0,420.5,210.0,633.5,418.5,213.5,218.0,639.0,633.0
Carney Chukwuemeka,CHE,M,635.5,42.0,418.5,416.0,426.0,420.5,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Amari'i Bell,LUT,D,635.5,413.5,418.5,225.0,169.0,74.5,415.0,413.0,418.5,419.0,419.0,423.5,59.0
Connor Roberts,BUR,D,637.0,413.5,625.0,637.5,630.0,620.0,612.5,152.0,643.0,419.0,419.0,423.5,421.0
Ezri Konsa,AVL,D,638.0,75.0,142.5,205.0,134.5,33.5,612.5,120.5,34.0,205.5,202.5,642.0,633.0
Anass Zaroury,BUR,F,639.0,413.5,418.5,416.0,426.0,420.5,179.0,413.0,418.5,176.0,419.0,423.5,421.0
Matty Cash,AVL,D,640.0,29.0,4.0,640.0,232.0,52.0,41.5,134.5,139.0,62.0,419.0,119.0,629.5
Jadan Raymond,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,415.0,413.0,418.5,419.0,419.0,423.5,421.0
Andros Townsend,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,415.0,1000.0,94.0,94.5,149.0,69.0,421.0
Callum Scanlon,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,418.5,419.0,419.0,423.5,421.0
Ryan One,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,418.5,419.0,419.0,423.5,421.0
Joshua Duffus,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,419.0,419.0,423.5,421.0
Devan Tanton,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,419.0,419.0,423.5,421.0
Leo Castledine,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,419.0,423.5,421.0
Zack Nelson,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,419.0,423.5,421.0
Kaide Gordon,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,423.5,421.0
Bradley Ibrahim,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,423.5,421.0
Benicio Baker-Boaitey,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,423.5,421.0
Lucas De Bolle,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,423.5,421.0
Alfie Dorrington,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,423.5,421.0
Treymaurice Nyoni,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,423.5,421.0
Mark O'Mahony,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,423.5,421.0
Ben Jackson,1000,1000,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,421.0
