Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ros,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ROS %,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts,GPR
Maxwel Cornet,WHU,M,465.0,WHU 1<br/>@BOU 1 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0,0,1,0,0.0,0.0,
James Ward-Prowse,WHU,M,13.0,CHE 1<br/>@WHU 3 F,18.0,18.0,,1,80,0,2,2,0,0,1,0,0,0,1,3,0,1,1,0,0,0,1,0,2,85%,1,2,0,0,0,6.5,-0.5,0.64
Lucas Paqueta,WHU,M,40.0,CHE 1<br/>@WHU 3 F,16.0,16.0,,1,90,1,2,0,1,2,6,1,0,0,2,1,1,0,2,0,0,0,1,0,2,100%,1,1,4,0,1,12.0,-5.0,0.25
Tomas Soucek,WHU,M,39.0,CHE 1<br/>@WHU 3 F,15.0,15.0,,1,90,0,3,0,0,1,0,0,0,0,5,4,0,2,2,0,0,0,1,0,2,85%,1,0,2,0,0,15.0,0.0,0.0
Emerson,WHU,D,119.0,CHE 1<br/>@WHU 3 F,15.0,15.0,,1,90,0,1,1,0,2,0,1,0,0,3,4,1,1,0,0,1,0,1,0,2,52%,1,0,5,0,0,10.0,-4.0,0.33
Michail Antonio,WHU,F,88.0,CHE 1<br/>@WHU 3 F,11.0,11.0,,1,75,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,79%,1,1,1,0,0,2.5,-0.5,0.77
Nayef Aguerd,WHU,D,105.0,CHE 1<br/>@WHU 3 F,6.25,6.25,,1,66,1,0,0,1,0,1,0,1,0,3,3,0,0,0,0,0,0,1,0,2,32%,1,1,8,0,0,3.75,-9.5,0.4
Pablo Fornals,WHU,M,252.0,CHE 1<br/>@WHU 3 F,6.0,6.0,,1,13,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2%,0,0,1,0,0,6.0,0.0,0.0
Jarrod Bowen,WHU,M,11.0,CHE 1<br/>@WHU 3 F,4.5,4.5,,1,90,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,100%,1,0,1,2,0,5.5,-1.0,-0.22
Said Benrahma,WHU,M,135.0,CHE 1<br/>@WHU 3 F,2.5,2.5,,1,68,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,2,70%,1,0,1,1,0,3.0,-0.5,-0.2
Vladimir Coufal,WHU,D,32.0,CHE 1<br/>@WHU 3 F,1.5,1.5,,1,90,0,0,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,1,0,2,74%,1,0,1,0,0,2.0,-2.5,-0.33
Edson Alvarez,WHU,M,240.0,CHE 1<br/>@WHU 3 F,1.5,1.5,,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,16%,0,0,0,0,0,1.5,0.0,0.0
Kurt Zouma,WHU,D,89.0,CHE 1<br/>@WHU 3 F,0.75,0.75,,1,90,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,2,65%,1,0,0,0,0,0.75,-2.0,0.0
Angelo Ogbonna,WHU,D,331.0,CHE 1<br/>@WHU 3 F,0.5,0.5,,1,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0%,0,0,0,0,0,0.5,0.0,0.0
Jarrod Bowen,WHU,M,11.0,WHU 3<br/>@BHA 1 F,26.5,26.5,,1,90,1,1,1,2,2,1,0,0,0,2,1,1,0,2,0,0,0,1,0,3,100%,1,2,0,0,0,12.0,-0.5,0.55
Michail Antonio,WHU,F,88.0,WHU 3<br/>@BHA 1 F,18.5,18.5,,1,78,1,1,0,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,3,79%,1,1,0,1,0,10.0,-0.5,0.46
Said Benrahma,WHU,M,135.0,WHU 3<br/>@BHA 1 F,17.5,17.5,,1,50,0,4,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,1,0,3,70%,0,1,0,0,0,12.0,-0.5,0.31
James Ward-Prowse,WHU,M,13.0,WHU 3<br/>@BHA 1 F,16.5,16.5,,1,90,1,0,0,2,0,0,1,0,0,4,0,0,1,1,0,0,0,1,0,3,85%,1,1,4,0,0,9.5,-2.0,0.42
Lucas Paqueta,WHU,M,40.0,WHU 3<br/>@BHA 1 F,11.0,11.0,,1,84,0,2,0,1,2,1,0,0,0,3,3,0,0,1,0,0,0,1,0,3,100%,1,0,3,0,0,11.5,-0.5,-0.05
Kurt Zouma,WHU,D,89.0,WHU 3<br/>@BHA 1 F,10.0,10.0,,1,90,0,0,0,0,2,0,0,0,0,2,12,0,1,4,0,0,0,1,0,3,65%,1,0,0,0,0,10.0,-2.0,0.0
Emerson,WHU,D,119.0,WHU 3<br/>@BHA 1 F,5.25,5.25,,1,90,0,1,0,0,1,0,0,0,0,2,5,1,0,0,0,0,0,1,0,3,52%,1,0,1,0,0,5.25,-2.0,0.0
Angelo Ogbonna,WHU,D,331.0,WHU 3<br/>@BHA 1 F,4.25,4.25,,1,90,0,0,0,0,0,0,0,0,0,1,5,0,3,1,0,0,0,1,0,3,0%,1,0,0,0,0,4.25,-2.0,0.0
Vladimir Coufal,WHU,D,32.0,WHU 3<br/>@BHA 1 F,3.5,3.5,,1,90,0,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,0,1,0,3,74%,1,0,0,0,0,3.5,-2.0,0.0
Tomas Soucek,WHU,M,39.0,WHU 3<br/>@BHA 1 F,3.0,3.0,,1,38,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,85%,1,0,0,1,0,3.0,0.0,0.0
Edson Alvarez,WHU,M,240.0,WHU 3<br/>@BHA 1 F,3.0,3.0,,1,83,0,0,0,0,0,0,1,0,0,2,7,1,1,2,0,0,0,1,0,3,16%,1,0,6,0,0,5.0,-2.0,-0.67
Danny Ings,WHU,F,378.0,WHU 3<br/>@BHA 1 F,1.0,1.0,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8%,0,0,0,0,0,1.0,0.0,0.0
Pablo Fornals,WHU,M,252.0,WHU 3<br/>@BHA 1 F,1.0,1.0,,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2%,0,0,0,0,0,1.0,0.0,0.0
Thilo Kehrer,WHU,D,716.0,WHU 3<br/>@BHA 1 F,-2.0,-2.0,,1,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,3,0%,0,0,4,0,0,0.0,-4.0,1.0
Kurt Zouma,WHU,D,89.0,WHU 2<br/>@LUT 1 F,24.75,24.75,,1,90,1,0,0,1,1,0,0,0,0,3,11,0,1,7,0,0,0,1,0,4,65%,1,1,1,0,0,14.75,-2.0,0.4
Jarrod Bowen,WHU,M,11.0,WHU 2<br/>@LUT 1 F,14.5,14.5,,1,90,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,4,100%,1,1,0,4,0,5.5,0.0,0.62
Lucas Paqueta,WHU,M,40.0,WHU 2<br/>@LUT 1 F,13.5,13.5,,1,88,0,1,1,0,4,3,0,0,0,1,1,0,0,2,0,0,0,0,1,4,100%,1,1,4,0,0,8.0,-1.5,0.41
James Ward-Prowse,WHU,M,13.0,WHU 2<br/>@LUT 1 F,13.0,13.0,,1,90,0,1,1,0,1,0,0,0,0,1,2,2,0,2,0,0,0,1,0,4,85%,1,1,1,0,0,7.0,0.0,0.46
Vladimir Coufal,WHU,D,32.0,WHU 2<br/>@LUT 1 F,7.5,7.5,,1,90,0,1,0,0,4,0,0,0,0,1,2,0,1,1,0,0,0,1,0,4,74%,1,0,0,0,0,7.5,-2.0,0.0
Edson Alvarez,WHU,M,240.0,WHU 2<br/>@LUT 1 F,7.5,7.5,,1,90,0,1,0,0,1,0,0,0,0,1,5,0,2,3,0,0,0,1,0,4,16%,1,0,1,0,0,7.5,0.0,0.0
Nayef Aguerd,WHU,D,105.0,WHU 2<br/>@LUT 1 F,5.25,5.25,,1,90,0,1,0,0,1,0,0,0,0,0,5,0,1,2,0,0,0,1,0,4,32%,1,0,0,0,0,5.25,-2.0,0.0
Said Benrahma,WHU,M,135.0,WHU 2<br/>@LUT 1 F,4.5,4.5,,1,71,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,70%,1,0,1,0,0,4.0,-0.5,0.11
Michail Antonio,WHU,F,88.0,WHU 2<br/>@LUT 1 F,2.5,2.5,,1,79,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,4,79%,1,0,3,2,0,3.0,-0.5,-0.2
Mohammed Kudus,WHU,M,281.0,WHU 2<br/>@LUT 1 F,1.0,1.0,,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,67%,0,0,0,0,0,1.0,0.0,0.0
Pablo Fornals,WHU,M,252.0,WHU 2<br/>@LUT 1 F,0.0,0.0,,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2%,0,0,0,0,0,0.0,0.0,
Danny Ings,WHU,F,378.0,WHU 2<br/>@LUT 1 F,-0.5,-0.5,,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8%,0,0,1,0,0,0.0,-0.5,1.0
Emerson,WHU,D,119.0,WHU 2<br/>@LUT 1 F,-1.5,-1.5,,1,90,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,4,52%,1,0,4,0,0,0.5,-4.0,1.33
James Ward-Prowse,WHU,M,13.0,MCI 3<br/>@WHU 1 F,19.5,19.5,,1,90,1,2,0,2,0,1,0,0,0,2,2,0,1,0,0,0,0,3,0,5,85%,1,1,1,0,0,11.0,-0.5,0.44
Vladimir Coufal,WHU,D,32.0,MCI 3<br/>@WHU 1 F,13.25,13.25,,1,86,0,1,1,0,4,0,0,0,1,2,1,0,1,2,0,0,0,3,0,5,74%,1,1,1,1,0,6.25,-6.0,0.53
Tomas Soucek,WHU,M,39.0,MCI 3<br/>@WHU 1 F,6.0,6.0,,1,86,0,1,0,0,0,0,1,0,0,0,4,0,3,6,0,0,0,3,0,5,85%,1,0,3,0,0,8.0,-2.0,-0.33
Nayef Aguerd,WHU,D,105.0,MCI 3<br/>@WHU 1 F,5.0,5.0,,1,90,0,0,0,0,0,0,0,0,0,3,8,0,4,2,0,0,0,3,0,5,32%,1,0,0,0,0,5.0,-6.0,0.0
Michail Antonio,WHU,F,88.0,MCI 3<br/>@WHU 1 F,3.0,3.0,,1,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,79%,1,0,0,0,0,3.0,0.0,0.0
Mohammed Kudus,WHU,M,281.0,MCI 3<br/>@WHU 1 F,3.0,3.0,,1,22,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,67%,0,0,1,0,0,3.0,0.0,0.0
Jarrod Bowen,WHU,M,11.0,MCI 3<br/>@WHU 1 F,2.5,2.5,,1,90,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,3,0,5,100%,1,0,1,0,0,3.5,-1.0,-0.4
Kurt Zouma,WHU,D,89.0,MCI 3<br/>@WHU 1 F,2.0,2.0,,1,90,0,0,0,1,0,0,0,0,0,2,4,0,2,1,0,0,0,3,0,5,65%,1,0,0,0,0,2.0,-6.0,0.0
Lucas Paqueta,WHU,M,40.0,MCI 3<br/>@WHU 1 F,1.5,1.5,,1,90,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,3,0,5,100%,1,0,4,0,0,4.0,-2.5,-1.67
Said Benrahma,WHU,M,135.0,MCI 3<br/>@WHU 1 F,1.0,1.0,,1,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5,70%,0,0,0,0,0,1.0,0.0,0.0
Danny Ings,WHU,F,378.0,MCI 3<br/>@WHU 1 F,0.0,0.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0,0,0,0,0.0,0.0,
Thilo Kehrer,WHU,D,716.0,MCI 3<br/>@WHU 1 F,0.0,0.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0%,0,0,0,0,0,0.0,0.0,
Emerson,WHU,D,119.0,MCI 3<br/>@WHU 1 F,-1.75,-1.75,,1,90,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,5,52%,1,0,1,0,0,-1.75,-6.0,-0.0
Edson Alvarez,WHU,M,240.0,MCI 3<br/>@WHU 1 F,-3.0,-3.0,,1,67,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,1,0,5,16%,1,0,4,0,0,0.0,-3.0,1.0
Jarrod Bowen,WHU,M,11.0,WHU 1<br/>@LIV 3 F,16.0,16.0,,1,90,1,0,0,2,2,3,0,0,0,1,2,1,0,1,0,0,0,3,0,6,100%,1,1,0,0,0,8.5,-1.5,0.47
James Ward-Prowse,WHU,M,13.0,WHU 1<br/>@LIV 3 F,11.5,11.5,,1,90,0,3,0,0,2,1,0,0,2,2,2,0,0,0,0,0,0,3,0,6,85%,1,0,1,0,0,12.0,-0.5,-0.04
Lucas Paqueta,WHU,M,40.0,WHU 1<br/>@LIV 3 F,10.5,10.5,,1,86,0,1,0,0,2,2,0,0,0,1,1,6,0,1,0,0,0,3,0,6,100%,1,0,1,0,0,11.5,-1.0,-0.1
Vladimir Coufal,WHU,D,32.0,WHU 1<br/>@LIV 3 F,10.25,10.25,,1,90,0,2,1,0,2,1,0,0,1,1,3,0,0,1,0,0,0,3,0,6,74%,1,1,1,0,0,3.75,-6.5,0.63
Tomas Soucek,WHU,M,39.0,WHU 1<br/>@LIV 3 F,10.0,10.0,,1,73,0,1,0,1,1,0,0,0,1,0,3,0,3,2,0,0,0,2,0,6,85%,1,0,2,0,0,10.0,0.0,0.0
Edson Alvarez,WHU,M,240.0,WHU 1<br/>@LIV 3 F,5.0,5.0,,1,90,0,0,0,0,4,0,1,0,0,0,4,2,0,2,0,0,0,3,0,6,16%,1,0,6,0,0,7.0,-2.0,-0.4
Pablo Fornals,WHU,M,252.0,WHU 1<br/>@LIV 3 F,3.0,3.0,,1,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2%,0,0,0,0,0,3.0,0.0,0.0
Michail Antonio,WHU,F,88.0,WHU 1<br/>@LIV 3 F,2.5,2.5,,1,73,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,2,0,6,79%,1,0,1,1,0,4.0,-1.5,-0.6
Mohammed Kudus,WHU,M,281.0,WHU 1<br/>@LIV 3 F,2.0,2.0,,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,67%,0,0,0,0,0,2.0,0.0,0.0
Nayef Aguerd,WHU,D,105.0,WHU 1<br/>@LIV 3 F,0.25,0.25,,1,90,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,3,0,6,32%,1,0,2,0,0,0.25,-6.0,0.0
Danny Ings,WHU,F,378.0,WHU 1<br/>@LIV 3 F,0.0,0.0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0,0,0,0,0.0,0.0,
Emerson,WHU,D,119.0,WHU 1<br/>@LIV 3 F,-0.5,-0.5,,1,90,0,0,0,0,1,1,0,0,0,3,4,1,0,0,0,0,0,3,0,6,52%,1,0,1,0,0,0.0,-6.5,1.0
Kurt Zouma,WHU,D,89.0,WHU 1<br/>@LIV 3 F,-5.5,-5.5,,1,90,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,6,65%,1,0,4,0,0,-3.5,-8.0,0.36
Nayef Aguerd,WHU,D,137.0,@AVL Sun 8:30AM,20.75,20.75,36%,1,90,0,0,0,1,0,0,0,0,0,2,3,0,5,5,0,0,0,0,1,7,,1,0,1,0,0,14.75,0.0,0.29
Edson Alvarez,WHU,M,244.0,@AVL Sun 8:30AM,2.5,2.5,14%,1,71,0,0,0,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,1,7,,1,0,5,0,0,4.5,-3.0,-0.8
Michail Antonio,WHU,F,105.0,@AVL Sun 8:30AM,9.0,9.0,74%,1,71,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,,1,1,0,0,0,4.0,-1.0,0.56
Said Benrahma,WHU,M,163.0,@AVL Sun 8:30AM,3.0,3.0,65%,1,17,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,4.0,-1.0,-0.33
Jarrod Bowen,WHU,M,12.0,@AVL Sun 8:30AM,18.5,18.5,100%,1,88,1,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,,1,1,0,0,0,8.5,0.0,0.54
Vladimir Coufal,WHU,D,40.0,@AVL Sun 8:30AM,27.5,27.5,80%,1,90,0,4,1,0,2,1,0,0,2,1,0,1,1,0,0,0,0,0,1,7,,1,1,1,0,0,15.0,-0.5,0.45
Pablo Fornals,WHU,M,274.0,@AVL Sun 8:30AM,0.0,0.0,2%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,0.0,0.0,
Mohammed Kudus,WHU,M,226.0,@AVL Sun 8:30AM,5.0,5.0,64%,1,17,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,,0,0,0,0,0,5.0,0.0,0.0
Konstantinos Mavropanos,WHU,D,590.0,@AVL Sun 8:30AM,0.0,0.0,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,0.0,0.0,
Emerson,WHU,D,115.0,@AVL Sun 8:30AM,15.0,15.0,50%,1,90,0,1,0,0,2,0,0,0,1,2,4,1,0,0,0,0,0,0,1,7,,1,0,0,0,0,9.0,0.0,0.4
Tomas Soucek,WHU,M,34.0,@AVL Sun 8:30AM,17.0,17.0,87%,1,90,1,0,0,2,1,2,0,0,0,0,3,0,0,6,0,0,0,0,1,7,,1,1,0,1,0,8.0,-1.0,0.53
Lucas Paqueta,WHU,M,52.0,@AVL Sun 8:30AM,3.0,3.0,100%,1,88,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,7,,1,0,1,1,0,4.0,-2.0,-0.33
James Ward-Prowse,WHU,M,13.0,@AVL Sun 8:30AM,23.5,23.5,85%,1,90,0,6,0,2,2,0,0,0,2,1,1,0,1,1,0,0,0,0,1,7,,1,0,0,0,0,22.5,0.0,0.04
Kurt Zouma,WHU,D,98.0,@AVL Sun 8:30AM,13.5,13.5,62%,1,90,0,1,0,0,0,0,0,0,0,1,6,0,1,2,0,0,0,0,1,7,,1,0,1,0,0,7.5,0.0,0.44
Tomas Soucek,WHU,M,33.0,NEW 2<br/>@WHU 2 F,13.5,13.5,,1,75,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,8,87%,1,1,2,0,0,4.5,0.0,0.67
Mohammed Kudus,WHU,M,226.0,NEW 2<br/>@WHU 2 F,13.5,13.5,,1,13,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,64%,0,1,0,0,0,5.0,-0.5,0.63
Vladimir Coufal,WHU,D,39.0,NEW 2<br/>@WHU 2 F,7.25,7.25,,1,90,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,8,80%,1,1,0,0,0,0.25,-4.0,0.97
Emerson,WHU,D,114.0,NEW 2<br/>@WHU 2 F,6.75,6.75,,1,90,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,2,0,8,50%,1,1,4,0,0,2.25,-6.5,0.67
James Ward-Prowse,WHU,M,13.0,NEW 2<br/>@WHU 2 F,5.0,5.0,,1,90,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,8,85%,1,0,0,0,0,5.0,0.0,0.0
Jarrod Bowen,WHU,M,12.0,NEW 2<br/>@WHU 2 F,4.0,4.0,,1,90,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,100%,1,0,0,1,0,4.0,0.0,0.0
Kurt Zouma,WHU,D,95.0,NEW 2<br/>@WHU 2 F,4.0,4.0,,1,90,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,2,0,8,62%,1,0,0,0,0,4.0,-4.0,0.0
Edson Alvarez,WHU,M,244.0,NEW 2<br/>@WHU 2 F,3.5,3.5,,1,90,0,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,2,0,8,14%,1,0,2,0,0,3.5,0.0,0.0
Lucas Paqueta,WHU,M,52.0,NEW 2<br/>@WHU 2 F,2.5,2.5,,1,90,0,0,0,0,2,3,1,0,0,1,1,0,0,6,0,0,0,2,0,8,100%,1,0,6,0,0,6.0,-3.5,-1.4
Michail Antonio,WHU,F,103.0,NEW 2<br/>@WHU 2 F,0.5,0.5,,1,74,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,2,0,8,74%,1,0,6,1,0,2.5,-2.0,-4.0
Said Benrahma,WHU,M,159.0,NEW 2<br/>@WHU 2 F,0.0,0.0,,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,65%,0,0,0,0,0,0.0,0.0,
Nayef Aguerd,WHU,D,134.0,NEW 2<br/>@WHU 2 F,-3.0,-3.0,,1,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,36%,1,0,0,0,0,-3.0,-4.0,-0.0
Jarrod Bowen,WHU,M,11.0,WHU 1<br/>@AVL 4 F,18.5,18.5,100%,1,90,1,0,0,2,0,2,0,0,0,1,0,4,1,1,0,0,0,4,0,9,,1,1,1,0,0,10.5,-1.0,0.43
James Ward-Prowse,WHU,M,14.0,WHU 1<br/>@AVL 4 F,11.0,11.0,85%,1,90,0,4,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,4,0,9,,1,0,2,0,0,11.0,0.0,0.0
Edson Alvarez,WHU,M,211.0,WHU 1<br/>@AVL 4 F,10.5,10.5,13%,1,90,0,1,1,0,0,1,0,0,0,1,1,1,0,2,0,0,0,4,0,9,,1,1,2,0,0,5.0,-0.5,0.52
Lucas Paqueta,WHU,M,55.0,WHU 1<br/>@AVL 4 F,5.5,5.5,100%,1,85,0,1,0,0,1,3,0,0,0,0,0,3,0,2,0,0,0,3,0,9,,1,0,2,2,0,7.0,-1.5,-0.27
Michail Antonio,WHU,F,113.0,WHU 1<br/>@AVL 4 F,4.5,4.5,72%,1,88,0,0,0,1,1,2,0,0,0,0,0,2,0,1,0,0,0,4,0,9,,1,0,3,0,0,5.5,-1.0,-0.22
Pablo Fornals,WHU,M,274.0,WHU 1<br/>@AVL 4 F,2.0,2.0,2%,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,2.0,0.0,0.0
Mohammed Kudus,WHU,M,234.0,WHU 1<br/>@AVL 4 F,1.5,1.5,67%,1,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,9,,0,0,0,0,0,2.0,-0.5,-0.33
Tomas Soucek,WHU,M,47.0,WHU 1<br/>@AVL 4 F,0.0,0.0,89%,1,66,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,9,,1,0,0,1,0,0.5,-0.5,-inf
Danny Ings,WHU,F,394.0,WHU 1<br/>@AVL 4 F,0.0,0.0,7%,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,,0,0,0,0,0,0.0,0.0,
Vladimir Coufal,WHU,D,52.0,WHU 1<br/>@AVL 4 F,-1.5,-1.5,83%,1,90,0,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,4,0,9,,1,0,3,0,0,-1.5,-8.0,-0.0
Kurt Zouma,WHU,D,123.0,WHU 1<br/>@AVL 4 F,-3.25,-3.25,62%,1,90,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,4,0,9,,1,0,0,0,0,-3.25,-8.0,-0.0
Nayef Aguerd,WHU,D,191.0,WHU 1<br/>@AVL 4 F,-6.0,-6.0,34%,1,90,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,0,9,,1,0,1,0,0,-6.0,-8.0,-0.0
Emerson,WHU,D,167.0,WHU 1<br/>@AVL 4 F,-7.5,-7.5,54%,1,90,0,0,0,0,1,2,1,0,1,0,2,1,0,0,0,0,0,4,0,9,,1,0,4,0,0,-4.5,-11.0,0.4
Nayef Aguerd,WHU,D,196.0,EVE 1<br/>@WHU 0 F,9.0,9.0,34%,1,90,0,0,0,0,3,0,0,0,0,3,4,0,0,4,0,0,0,1,0,10,,1,0,0,0,0,9.0,-2.0,0.0
Jarrod Bowen,WHU,M,13.0,EVE 1<br/>@WHU 0 F,8.0,8.0,100%,1,90,0,1,0,0,0,4,0,0,0,3,0,4,1,0,0,0,0,1,0,10,,1,0,0,0,0,10.0,-2.0,-0.25
James Ward-Prowse,WHU,M,14.0,EVE 1<br/>@WHU 0 F,6.5,6.5,85%,1,72,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,10,,1,0,2,0,0,7.0,-0.5,-0.08
Vladimir Coufal,WHU,D,60.0,EVE 1<br/>@WHU 0 F,6.0,6.0,81%,1,90,0,1,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0,1,0,10,,1,0,0,0,0,6.0,-2.0,0.0
Lucas Paqueta,WHU,M,62.0,EVE 1<br/>@WHU 0 F,5.5,5.5,100%,1,90,0,2,0,0,0,4,1,0,1,0,0,4,0,1,0,0,0,1,0,10,,1,0,3,0,0,9.5,-4.0,-0.73
Said Benrahma,WHU,M,187.0,EVE 1<br/>@WHU 0 F,5.5,5.5,53%,1,32,0,2,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10,,0,0,4,0,0,8.0,-2.5,-0.45
Kurt Zouma,WHU,D,134.0,EVE 1<br/>@WHU 0 F,5.0,5.0,64%,1,90,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,10,,1,0,0,0,0,5.0,-2.0,0.0
Michail Antonio,WHU,F,115.0,EVE 1<br/>@WHU 0 F,4.0,4.0,71%,1,56,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,10,,1,0,0,0,0,4.5,-0.5,-0.12
Aaron Cresswell,WHU,D,488.0,EVE 1<br/>@WHU 0 F,3.5,3.5,17%,1,84,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,10,,1,0,0,0,0,3.5,-2.0,0.0
Edson Alvarez,WHU,M,217.0,EVE 1<br/>@WHU 0 F,0.5,0.5,15%,1,90,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,10,,1,0,4,0,0,3.0,-2.5,-5.0
Tomas Soucek,WHU,M,53.0,EVE 1<br/>@WHU 0 F,0.0,0.0,88%,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,0,0,1,0,0,0.0,0.0,
Danny Ings,WHU,F,398.0,EVE 1<br/>@WHU 0 F,0.0,0.0,7%,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,0,0,0,0,0,0.0,0.0,
