Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ros,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ROS %,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts,GPR
Giovani Lo Celso,TOT,M,373.0,TOT 2<br/>@BOU 0 F,2.0,2.0,,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6%,0,0,0,0,0,2.0,0.0,0.0
Richarlison,TOT,F,93.0,TOT 2<br/>@BOU 0 F,1.0,1.0,,1,59,0,0,0,1,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,3,86%,1,0,4,0,0,4.0,-3.0,-3.0
Pierre-Emile Hojbjerg,TOT,M,385.0,TOT 2<br/>@BOU 0 F,1.0,1.0,,1,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,16%,0,0,0,0,0,1.0,0.0,0.0
Oliver Skipp,TOT,M,713.0,TOT 2<br/>@BOU 0 F,1.0,1.0,,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1%,0,0,0,0,0,1.0,0.0,0.0
Ben Davies,TOT,D,286.0,TOT 2<br/>@BOU 0 F,0.0,0.0,,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8%,0,0,0,0,0,0.0,0.0,
Son Heung-Min,TOT,F,10.0,TOT 5<br/>@BUR 2 F,36.0,36.0,,1,71,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,100%,1,3,0,0,0,9.0,0.0,0.75
Manor Solomon,TOT,F,81.0,TOT 5<br/>@BUR 2 F,28.0,28.0,,1,67,0,5,2,0,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0,4,62%,1,2,0,0,0,16.0,0.0,0.43
James Maddison,TOT,M,4.0,TOT 5<br/>@BUR 2 F,25.5,25.5,,1,85,1,1,0,5,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,4,100%,1,1,2,0,0,17.0,-0.5,0.33
Cristian Romero,TOT,D,45.0,TOT 5<br/>@BUR 2 F,14.75,14.75,,1,90,1,0,0,1,0,0,0,0,0,0,3,0,2,4,0,0,0,2,0,4,90%,1,1,0,0,0,4.75,-4.0,0.68
Iyenoma Destiny Udogie,TOT,D,73.0,TOT 5<br/>@BUR 2 F,12.25,12.25,,1,90,0,1,1,0,4,1,0,0,0,2,3,1,0,0,0,0,0,2,0,4,98%,1,1,0,0,0,5.75,-4.5,0.53
Pedro Porro,TOT,D,50.0,TOT 5<br/>@BUR 2 F,10.5,10.5,,1,90,0,2,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,4,99%,1,1,1,0,0,3.5,-4.0,0.67
Dejan Kulusevski,TOT,M,19.0,TOT 5<br/>@BUR 2 F,8.5,8.5,,1,85,0,3,0,0,2,5,1,0,0,2,0,3,0,0,0,0,0,1,0,4,100%,1,0,4,0,0,13.0,-4.5,-0.53
Yves Bissouma,TOT,M,74.0,TOT 5<br/>@BUR 2 F,7.5,7.5,,1,90,0,0,0,1,3,5,0,0,0,3,2,2,0,0,0,0,0,2,0,4,81%,1,0,1,0,0,10.0,-2.5,-0.33
Ivan Perisic,TOT,M,194.0,TOT 5<br/>@BUR 2 F,5.5,5.5,,1,21,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,4,23%,0,0,0,0,0,5.5,0.0,0.0
Pape Sarr,TOT,M,65.0,TOT 5<br/>@BUR 2 F,4.0,4.0,,1,67,0,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,4,76%,1,0,5,0,0,6.0,-2.0,-0.5
Richarlison,TOT,F,93.0,TOT 5<br/>@BUR 2 F,1.0,1.0,,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,86%,0,0,0,1,0,1.0,0.0,0.0
Micky van de Ven,TOT,D,160.0,TOT 5<br/>@BUR 2 F,1.0,1.0,,1,90,0,0,0,0,0,1,0,0,0,0,2,1,2,2,0,0,0,2,0,4,61%,1,0,0,0,0,1.5,-4.5,-0.5
Oliver Skipp,TOT,M,713.0,TOT 5<br/>@BUR 2 F,0.0,0.0,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1%,0,0,0,0,0,0.0,0.0,
Emerson Royal,TOT,D,299.0,TOT 5<br/>@BUR 2 F,-0.75,-0.75,,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,18%,0,0,1,0,0,-0.75,-2.0,-0.0
Pierre-Emile Hojbjerg,TOT,M,385.0,TOT 5<br/>@BUR 2 F,-2.0,-2.0,,1,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,16%,0,0,4,0,0,0.0,-2.0,1.0
Dejan Kulusevski,TOT,M,19.0,SHU 1<br/>@TOT 2 F,25.5,25.5,,1,90,1,5,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,5,100%,1,1,2,0,0,16.5,0.0,0.35
Richarlison,TOT,F,93.0,SHU 1<br/>@TOT 2 F,18.0,18.0,,1,9,1,1,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,5,86%,0,2,5,0,0,5.5,-2.5,0.69
James Maddison,TOT,M,4.0,SHU 1<br/>@TOT 2 F,14.5,14.5,,1,90,0,4,0,2,2,1,1,0,0,0,0,3,0,0,0,0,0,1,0,5,100%,1,0,3,0,0,17.0,-2.5,-0.17
Manor Solomon,TOT,F,81.0,SHU 1<br/>@TOT 2 F,12.5,12.5,,1,79,0,4,0,1,0,1,1,0,1,0,0,4,0,0,0,0,0,1,0,5,62%,1,0,5,0,0,15.0,-2.5,-0.2
Yves Bissouma,TOT,M,74.0,SHU 1<br/>@TOT 2 F,10.0,10.0,,1,90,0,3,0,1,1,5,1,0,0,1,0,4,0,1,0,0,0,1,0,5,81%,1,0,3,0,0,14.5,-4.5,-0.45
Pape Sarr,TOT,M,65.0,SHU 1<br/>@TOT 2 F,9.5,9.5,,1,79,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5,76%,1,0,1,0,0,10.0,-0.5,-0.05
Pedro Porro,TOT,D,50.0,SHU 1<br/>@TOT 2 F,8.0,8.0,,1,88,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,99%,1,0,0,0,0,8.0,-2.0,0.0
Ivan Perisic,TOT,M,194.0,SHU 1<br/>@TOT 2 F,7.0,7.0,,1,9,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,23%,0,1,3,0,0,3.0,-2.0,0.57
Cristian Romero,TOT,D,45.0,SHU 1<br/>@TOT 2 F,5.5,5.5,,1,90,0,1,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,1,0,5,90%,1,0,1,0,0,5.5,-2.0,0.0
Brennan Johnson,TOT,F,259.0,SHU 1<br/>@TOT 2 F,3.0,3.0,,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,72%,0,0,2,1,0,3.0,0.0,0.0
Iyenoma Destiny Udogie,TOT,D,73.0,SHU 1<br/>@TOT 2 F,2.75,2.75,,1,90,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,1,0,5,98%,1,0,0,0,0,3.25,-2.5,-0.18
Son Heung-Min,TOT,F,10.0,SHU 1<br/>@TOT 2 F,2.5,2.5,,1,79,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,100%,1,0,1,1,0,2.5,0.0,0.0
Micky van de Ven,TOT,D,160.0,SHU 1<br/>@TOT 2 F,2.25,2.25,,1,88,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,0,1,0,5,61%,1,0,5,0,0,4.25,-4.0,-0.89
Emerson Royal,TOT,D,299.0,SHU 1<br/>@TOT 2 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18%,0,0,0,0,0,0.0,0.0,
Pierre-Emile Hojbjerg,TOT,M,385.0,SHU 1<br/>@TOT 2 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16%,0,0,0,0,0,0.0,0.0,
Son Heung-Min,TOT,F,10.0,TOT 2<br/>@ARS 2 F,26.0,26.0,,1,78,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,100%,1,2,1,2,0,8.0,0.0,0.69
James Maddison,TOT,M,4.0,TOT 2<br/>@ARS 2 F,20.5,20.5,,1,77,0,3,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,6,100%,1,2,1,0,0,9.0,-0.5,0.56
Dejan Kulusevski,TOT,M,19.0,TOT 2<br/>@ARS 2 F,7.0,7.0,,1,90,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,6,100%,1,0,3,0,0,8.0,-1.0,-0.14
Brennan Johnson,TOT,F,259.0,TOT 2<br/>@ARS 2 F,5.0,5.0,,1,62,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,6,72%,1,0,0,0,0,5.5,-0.5,-0.1
Richarlison,TOT,F,93.0,TOT 2<br/>@ARS 2 F,2.0,2.0,,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86%,0,0,1,1,0,2.0,0.0,0.0
Yves Bissouma,TOT,M,74.0,TOT 2<br/>@ARS 2 F,1.5,1.5,,1,90,0,0,0,0,2,2,1,0,0,0,1,1,1,1,0,0,0,2,0,6,81%,1,0,4,0,0,4.5,-3.0,-2.0
Manor Solomon,TOT,F,81.0,TOT 2<br/>@ARS 2 F,1.5,1.5,,1,26,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,62%,0,0,0,0,0,2.0,-0.5,-0.33
Pape Sarr,TOT,M,65.0,TOT 2<br/>@ARS 2 F,1.0,1.0,,1,90,0,0,0,0,1,1,1,0,0,0,2,1,1,1,0,0,0,2,0,6,76%,1,0,7,0,0,3.5,-2.5,-2.5
Micky van de Ven,TOT,D,160.0,TOT 2<br/>@ARS 2 F,0.0,0.0,,1,90,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,2,0,6,61%,1,0,0,0,0,0.0,-4.0,
Pierre-Emile Hojbjerg,TOT,M,385.0,TOT 2<br/>@ARS 2 F,0.0,0.0,,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16%,0,0,0,0,0,0.0,0.0,
Pedro Porro,TOT,D,50.0,TOT 2<br/>@ARS 2 F,-0.5,-0.5,,1,90,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,2,0,6,99%,1,0,0,0,0,0.5,-5.0,2.0
Iyenoma Destiny Udogie,TOT,D,73.0,TOT 2<br/>@ARS 2 F,-1.5,-1.5,,1,90,0,0,0,0,4,3,1,0,0,0,4,0,1,0,0,0,0,2,0,6,98%,1,0,7,0,0,2.0,-7.5,2.33
Cristian Romero,TOT,D,45.0,TOT 2<br/>@ARS 2 F,-2.5,-2.5,,1,90,0,0,0,0,3,0,1,0,0,1,6,0,0,3,0,0,1,2,0,6,90%,1,0,7,0,0,4.5,-11.0,2.8
Yves Bissouma,TOT,M,110.0,FUL Mon 12:00PM,1.5,1.5,81%,1,88,0,0,0,0,3,1,1,0,0,1,2,0,0,0,0,0,0,1,0,7,,1,0,5,0,0,4.0,-2.5,-1.67
Ben Davies,TOT,D,292.0,FUL Mon 12:00PM,1.0,1.0,8%,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,1.0,0.0,0.0
Richarlison,TOT,F,96.0,FUL Mon 12:00PM,17.5,17.5,96%,1,90,0,2,1,2,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,7,,1,1,3,1,0,11.5,0.0,0.34
Pierre-Emile Hojbjerg,TOT,M,384.0,FUL Mon 12:00PM,0.0,0.0,15%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,0.0,0.0,
Dejan Kulusevski,TOT,M,20.0,FUL Mon 12:00PM,13.5,13.5,100%,1,90,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,7,,1,0,0,1,0,14.0,-0.5,-0.04
James Maddison,TOT,M,2.0,FUL Mon 12:00PM,12.0,12.0,100%,1,88,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,,1,0,0,0,0,12.0,0.0,0.0
Pedro Porro,TOT,D,42.0,FUL Mon 12:00PM,22.25,22.25,100%,1,90,0,3,1,0,6,0,1,0,1,1,5,1,2,1,0,0,0,1,0,7,,1,0,3,0,0,17.25,-4.0,0.22
Cristian Romero,TOT,D,29.0,FUL Mon 12:00PM,9.25,9.25,91%,1,90,0,1,0,0,3,0,1,0,0,3,1,0,0,5,0,0,0,1,0,7,,1,0,4,0,0,11.25,-4.0,-0.22
Pape Sarr,TOT,M,48.0,FUL Mon 12:00PM,7.0,7.0,78%,1,82,0,0,0,1,2,2,0,0,0,1,1,1,1,2,0,0,0,1,0,7,,1,0,0,0,0,8.0,-1.0,-0.14
Oliver Skipp,TOT,M,720.0,FUL Mon 12:00PM,0.0,0.0,1%,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,2,0,0,0.0,0.0,
Manor Solomon,TOT,F,102.0,FUL Mon 12:00PM,9.0,9.0,33%,1,20,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,,0,0,0,1,0,9.0,0.0,0.0
Son Heung-Min,TOT,F,11.0,FUL Mon 12:00PM,14.5,14.5,100%,1,68,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,,1,1,0,0,0,6.0,-0.5,0.59
Iyenoma Destiny Udogie,TOT,D,61.0,FUL Mon 12:00PM,6.75,6.75,98%,1,82,0,3,0,0,1,0,1,0,0,2,3,1,0,0,0,0,0,1,0,7,,1,0,6,1,0,8.75,-4.0,-0.3
Micky van de Ven,TOT,D,99.0,FUL Mon 12:00PM,0.25,0.25,67%,1,90,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,,1,0,0,0,0,0.25,-2.0,0.0
Alejo Veliz,TOT,F,725.0,FUL Mon 12:00PM,-2.0,-2.0,1%,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0,3,0,0,0.0,-2.0,1.0
Micky van de Ven,TOT,D,96.0,TOT 1<br/>@LUT 0 F,22.25,22.25,,1,90,1,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,8,67%,1,1,0,0,0,6.25,0.0,0.72
Cristian Romero,TOT,D,28.0,TOT 1<br/>@LUT 0 F,21.0,21.0,,1,90,0,1,0,0,2,0,0,0,0,3,12,0,0,5,0,0,0,0,1,8,91%,1,0,0,0,0,15.0,0.0,0.29
James Maddison,TOT,M,2.0,TOT 1<br/>@LUT 0 F,16.5,16.5,,1,75,0,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,8,100%,1,1,1,0,0,10.0,-0.5,0.39
Pape Sarr,TOT,M,47.0,TOT 1<br/>@LUT 0 F,15.0,15.0,,1,90,0,3,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,1,8,78%,1,0,0,0,0,14.0,0.0,0.07
Pedro Porro,TOT,D,42.0,TOT 1<br/>@LUT 0 F,13.0,13.0,,1,90,0,0,0,0,2,0,0,0,0,1,4,0,1,2,0,0,0,0,1,8,100%,1,0,1,0,0,7.0,0.0,0.46
Iyenoma Destiny Udogie,TOT,D,61.0,TOT 1<br/>@LUT 0 F,12.0,12.0,,1,81,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,0,0,0,1,8,98%,1,0,1,0,0,6.0,0.0,0.5
Dejan Kulusevski,TOT,M,20.0,TOT 1<br/>@LUT 0 F,7.5,7.5,,1,88,0,1,0,1,0,5,0,0,2,0,0,3,0,0,0,0,0,0,1,8,100%,1,0,1,2,0,9.0,-2.5,-0.2
Richarlison,TOT,F,93.0,TOT 1<br/>@LUT 0 F,6.0,6.0,,1,45,0,0,0,1,2,3,0,0,1,1,0,0,0,3,0,0,0,0,0,8,96%,1,0,0,0,0,7.5,-1.5,-0.25
Son Heung-Min,TOT,F,11.0,TOT 1<br/>@LUT 0 F,5.5,5.5,,1,75,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,100%,1,0,0,0,0,6.0,-0.5,-0.09
Emerson Royal,TOT,D,299.0,TOT 1<br/>@LUT 0 F,1.75,1.75,,1,13,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,8,17%,0,0,0,0,0,1.75,0.0,0.0
Ben Davies,TOT,D,291.0,TOT 1<br/>@LUT 0 F,1.25,1.25,,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8%,0,0,0,0,0,1.25,0.0,0.0
Pierre-Emile Hojbjerg,TOT,M,384.0,TOT 1<br/>@LUT 0 F,1.0,1.0,,1,45,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,8,15%,0,0,4,0,0,3.0,-2.0,-2.0
Alejo Veliz,TOT,F,724.0,TOT 1<br/>@LUT 0 F,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1%,0,0,0,2,0,0.0,0.0,
Oliver Skipp,TOT,M,720.0,TOT 1<br/>@LUT 0 F,-0.5,-0.5,,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1%,0,0,0,0,0,0.0,-0.5,1.0
Yves Bissouma,TOT,M,109.0,TOT 1<br/>@LUT 0 F,-5.0,-5.0,,1,45,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,81%,1,0,8,0,0,2.0,-7.0,1.4
Son Heung-Min,TOT,F,7.0,FUL 0<br/>@TOT 2 F,29.5,29.5,100%,1,81,1,4,1,2,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,9,,1,2,0,1,0,16.0,-1.5,0.46
James Maddison,TOT,M,1.0,FUL 0<br/>@TOT 2 F,26.5,26.5,100%,1,81,1,4,0,2,2,1,0,0,1,0,0,2,0,0,0,0,0,0,1,9,,1,1,0,0,0,17.0,-0.5,0.36
Pedro Porro,TOT,D,35.0,FUL 0<br/>@TOT 2 F,13.0,13.0,100%,1,90,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,9,,1,0,2,0,0,7.0,0.0,0.46
Cristian Romero,TOT,D,28.0,FUL 0<br/>@TOT 2 F,12.5,12.5,91%,1,90,0,1,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,1,9,,1,0,0,0,0,6.5,0.0,0.48
Richarlison,TOT,F,89.0,FUL 0<br/>@TOT 2 F,8.0,8.0,96%,1,80,0,1,1,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,1,9,,1,1,0,0,0,4.0,-2.0,0.5
Micky van de Ven,TOT,D,90.0,FUL 0<br/>@TOT 2 F,7.75,7.75,75%,1,90,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,9,,1,0,0,0,0,2.25,-0.5,0.71
Dejan Kulusevski,TOT,M,27.0,FUL 0<br/>@TOT 2 F,4.5,4.5,100%,1,90,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,9,,1,0,3,2,0,4.0,-0.5,0.11
Pape Sarr,TOT,M,54.0,FUL 0<br/>@TOT 2 F,4.0,4.0,80%,1,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,,1,0,1,0,0,3.0,0.0,0.25
Pierre-Emile Hojbjerg,TOT,M,351.0,FUL 0<br/>@TOT 2 F,3.5,3.5,21%,1,90,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,9,,1,0,5,0,0,4.5,-2.0,-0.29
Emerson Royal,TOT,D,288.0,FUL 0<br/>@TOT 2 F,3.5,3.5,17%,1,33,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,9,,0,0,0,0,0,3.5,0.0,0.0
Oliver Skipp,TOT,M,401.0,FUL 0<br/>@TOT 2 F,2.0,2.0,1%,1,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,2.0,0.0,0.0
Giovani Lo Celso,TOT,M,378.0,FUL 0<br/>@TOT 2 F,1.0,1.0,5%,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,,0,0,0,0,0,1.0,0.0,0.0
Iyenoma Destiny Udogie,TOT,D,75.0,FUL 0<br/>@TOT 2 F,0.75,0.75,98%,1,55,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,9,,1,0,2,0,0,1.25,-0.5,-0.67
Brennan Johnson,TOT,F,298.0,FUL 0<br/>@TOT 2 F,0.0,0.0,70%,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0.0,0.0,
Alejo Veliz,TOT,F,726.0,FUL 0<br/>@TOT 2 F,-0.5,-0.5,1%,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,0,0,1,0,0.0,-0.5,1.0
Son Heung-Min,TOT,F,6.0,TOT 2<br/>@CRY 1 F,14.0,14.0,100%,1,90,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,,1,1,2,1,0,5.0,0.0,0.64
James Maddison,TOT,M,1.0,TOT 2<br/>@CRY 1 F,12.0,12.0,100%,1,88,0,2,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,10,,1,0,1,1,0,6.0,-1.0,0.5
Brennan Johnson,TOT,F,247.0,TOT 2<br/>@CRY 1 F,10.0,10.0,68%,1,25,0,2,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10,,0,1,3,0,0,6.0,-2.0,0.4
Dejan Kulusevski,TOT,M,25.0,TOT 2<br/>@CRY 1 F,4.0,4.0,100%,1,88,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,10,,1,0,1,0,0,3.0,0.0,0.25
Richarlison,TOT,F,85.0,TOT 2<br/>@CRY 1 F,4.0,4.0,96%,1,63,0,1,0,0,1,4,0,0,0,1,2,0,1,2,0,0,0,0,1,10,,1,0,2,0,0,6.0,-2.0,-0.5
Pape Sarr,TOT,M,55.0,TOT 2<br/>@CRY 1 F,4.0,4.0,79%,1,90,0,0,0,0,0,1,0,0,0,2,2,1,1,1,0,0,0,1,0,10,,1,0,2,0,0,4.5,-0.5,-0.12
Emerson Royal,TOT,D,275.0,TOT 2<br/>@CRY 1 F,3.75,3.75,16%,1,45,0,0,0,0,3,0,0,0,0,0,3,1,0,1,0,0,0,1,0,10,,0,0,2,0,0,3.75,-2.0,0.0
Yves Bissouma,TOT,M,122.0,TOT 2<br/>@CRY 1 F,3.5,3.5,70%,1,63,0,0,0,0,1,3,0,0,0,2,1,1,0,0,0,0,0,0,1,10,,1,0,0,0,0,4.0,-1.5,-0.14
Cristian Romero,TOT,D,28.0,TOT 2<br/>@CRY 1 F,3.0,3.0,91%,1,90,0,0,0,0,1,0,0,0,0,1,4,0,1,1,0,0,0,1,0,10,,1,0,0,0,0,3.0,-2.0,0.0
Ben Davies,TOT,D,297.0,TOT 2<br/>@CRY 1 F,2.5,2.5,29%,1,45,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,,1,0,0,0,0,2.5,0.0,0.0
Pedro Porro,TOT,D,40.0,TOT 2<br/>@CRY 1 F,2.25,2.25,100%,1,90,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,,1,0,1,0,0,2.25,-2.0,0.0
Pierre-Emile Hojbjerg,TOT,M,345.0,TOT 2<br/>@CRY 1 F,1.5,1.5,17%,1,25,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,10,,0,0,0,0,0,2.0,-0.5,-0.33
Micky van de Ven,TOT,D,95.0,TOT 2<br/>@CRY 1 F,1.0,1.0,77%,1,90,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,10,,1,0,0,0,0,1.0,-2.0,0.0
Rodrigo Bentancur,TOT,M,446.0,TOT 2<br/>@CRY 1 F,0.0,0.0,27%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,,0,0,0,0,0,0.0,0.0,
Bryan Gil,TOT,F,529.0,TOT 2<br/>@CRY 1 F,0.0,0.0,1%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,,0,0,0,1,0,0.0,0.0,
Jarrod Bowen,WHU,M,11.0,WHU 1<br/>@BOU 1 F,22.5,22.5,,1,90,1,3,0,1,2,2,1,0,0,0,0,4,0,5,0,0,0,1,0,1,100%,1,1,5,0,0,16.5,-3.0,0.27
Tomas Soucek,WHU,M,39.0,WHU 1<br/>@BOU 1 F,16.0,16.0,,1,90,0,1,1,0,5,0,0,0,0,0,7,0,0,6,0,0,0,1,0,1,85%,1,1,1,0,0,10.0,0.0,0.38
Lucas Paqueta,WHU,M,40.0,WHU 1<br/>@BOU 1 F,11.5,11.5,,1,88,0,2,0,1,7,1,1,0,0,0,1,0,0,2,0,0,0,1,0,1,100%,1,0,7,0,0,14.0,-2.5,-0.22
Emerson,WHU,D,119.0,WHU 1<br/>@BOU 1 F,8.25,8.25,,1,90,0,2,0,0,2,0,1,0,1,1,1,0,1,3,0,0,0,1,0,1,52%,1,0,5,0,0,10.25,-4.0,-0.24
Vladimir Coufal,WHU,D,32.0,WHU 1<br/>@BOU 1 F,7.5,7.5,,1,90,0,2,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,1,0,1,74%,1,0,0,0,0,7.5,-2.0,0.0
Said Benrahma,WHU,M,135.0,WHU 1<br/>@BOU 1 F,7.0,7.0,,1,90,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,70%,1,0,1,0,0,7.0,0.0,0.0
Nayef Aguerd,WHU,D,105.0,WHU 1<br/>@BOU 1 F,6.25,6.25,,1,90,0,0,0,0,0,0,0,0,0,2,5,0,0,5,0,0,0,1,0,1,32%,1,0,1,0,0,6.25,-2.0,0.0
Pablo Fornals,WHU,M,252.0,WHU 1<br/>@BOU 1 F,5.0,5.0,,1,85,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2%,1,0,0,0,0,6.0,-1.0,-0.2
Kurt Zouma,WHU,D,89.0,WHU 1<br/>@BOU 1 F,3.5,3.5,,1,90,0,0,0,0,0,0,0,0,0,0,10,0,1,2,0,0,0,1,0,1,65%,1,0,1,0,0,3.5,-2.0,0.0
Michail Antonio,WHU,F,88.0,WHU 1<br/>@BOU 1 F,2.5,2.5,,1,77,0,0,0,0,0,3,1,0,0,0,1,3,1,4,0,0,0,0,1,1,79%,1,0,4,0,0,6.0,-3.5,-1.4
Danny Ings,WHU,F,378.0,WHU 1<br/>@BOU 1 F,1.0,1.0,,1,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,8%,0,0,1,1,0,1.0,0.0,0.0
Thilo Kehrer,WHU,D,716.0,WHU 1<br/>@BOU 1 F,1.0,1.0,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0%,0,0,0,0,0,1.0,0.0,0.0
