,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),dis (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),cos (mean),bs (mean),aer (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean)
130,West Ham Player Stats,LB,1,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,-2.0,1.0,1.0,
58,EVE,RB,2,3.47,0.0,0.59,0.12,0.0,1.53,0.35,0.47,0.0,0.41,0.94,1.41,0.35,0.29,0.47,0.0,0.0,0.0,1.41,0.18,0.12,2.35,0.0,0.0,5.53,-3.94,0.59,1.0,7.69
34,Brentford Player Stats,WB,2,3.44,0.0,0.25,0.0,0.0,0.5,0.75,0.25,0.0,0.5,0.25,3.25,0.0,0.5,0.25,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,3.31,-2.88,0.0,1.0,1.06
62,FUL,CB,3,3.31,0.05,0.0,0.0,0.11,0.87,0.42,0.16,0.11,0.0,1.05,3.76,0.16,0.47,1.5,0.0,0.0,0.0,1.53,0.32,0.05,1.87,0.0,0.0,5.2,-4.32,0.42,1.0,10.79
134,Wolves Player Stats,RB,1,3.28,0.0,0.38,0.0,0.0,1.62,0.75,0.38,0.0,0.5,1.25,2.62,1.75,0.5,0.62,0.0,0.0,0.0,2.0,0.12,0.0,2.88,0.0,0.0,7.66,-5.12,0.38,1.0,10.83
61,Everton Player Stats,RB,2,3.28,0.0,0.5,0.1,0.0,1.5,0.3,0.4,0.0,0.5,0.9,1.7,0.3,0.3,0.5,0.0,0.0,0.1,1.3,0.2,0.1,2.1,0.0,0.0,5.42,-4.05,0.6,1.0,7.38
100,NOT,RB,3,2.95,0.0,0.55,0.0,0.0,1.55,0.36,0.36,0.0,0.36,0.91,1.27,0.18,0.27,1.55,0.0,0.0,0.0,1.18,0.0,0.0,1.91,0.18,0.0,6.23,-3.27,0.55,1.0,9.75
18,BOU,CB,4,2.87,0.0,0.26,0.05,0.08,0.92,0.11,0.16,0.0,0.0,0.92,3.68,0.63,0.95,1.53,0.0,0.0,0.0,2.16,0.11,0.05,1.29,0.0,0.0,6.55,-4.68,0.58,1.0,8.79
35,Brighton Player Stats,CB,4,2.77,0.04,0.26,0.0,0.22,0.7,0.04,0.26,0.0,0.04,0.91,2.83,0.17,0.96,2.0,0.0,0.0,0.0,1.78,0.0,0.04,1.43,0.04,0.0,6.45,-4.11,0.57,1.0,8.07
14,BHA,CB,4,2.53,0.05,0.28,0.0,0.18,0.74,0.05,0.26,0.0,0.05,0.85,2.92,0.15,1.0,1.95,0.0,0.0,0.0,1.92,0.0,0.05,1.36,0.0,0.0,6.4,-4.38,0.59,1.0,7.91
116,Sheffield Utd Player Stats,WB,5,2.33,0.0,0.38,0.08,0.08,0.69,1.23,0.15,0.0,0.54,0.62,2.54,0.69,0.46,0.77,0.0,0.0,0.0,1.62,0.08,0.0,1.38,0.23,0.0,5.17,-3.85,0.46,1.0,0.61
112,SHU,WB,5,2.3,0.0,0.36,0.09,0.09,0.45,1.27,0.18,0.0,0.55,0.64,2.64,0.82,0.55,0.82,0.0,0.0,0.0,1.73,0.09,0.0,1.64,0.27,0.0,5.2,-4.09,0.36,1.0,1.71
39,Burnley Player Stats,CB,4,2.12,0.0,0.26,0.04,0.13,0.78,0.26,0.17,0.0,0.09,1.3,3.96,0.17,0.91,1.96,0.0,0.0,0.0,2.35,0.0,0.04,1.26,0.0,0.0,6.99,-5.17,0.57,1.0,2.89
28,Bournemouth Player Stats,CB,4,1.89,0.0,0.23,0.05,0.09,0.86,0.09,0.14,0.0,0.0,0.86,3.55,0.55,1.05,1.41,0.0,0.0,0.0,2.45,0.09,0.05,1.32,0.0,0.0,6.25,-5.23,0.55,1.0,7.0
16,BHA,RB,2,1.88,0.0,0.25,0.0,0.0,2.25,0.38,0.25,0.0,0.0,1.0,2.25,0.12,0.38,0.62,0.0,0.0,0.0,1.75,0.12,0.0,2.0,0.0,0.0,5.19,-3.44,0.62,1.0,10.04
37,Brighton Player Stats,RB,2,1.86,0.0,0.22,0.0,0.0,2.11,0.33,0.22,0.0,0.0,0.89,2.33,0.11,0.33,0.78,0.0,0.0,0.0,1.67,0.11,0.0,1.89,0.0,0.0,5.03,-3.28,0.56,1.0,9.96
25,BUR,CB,4,1.67,0.0,0.17,0.02,0.08,1.06,0.31,0.13,0.0,0.04,1.44,3.75,0.15,1.02,1.81,0.0,0.0,0.0,2.5,0.0,0.02,1.13,0.0,0.0,6.96,-5.42,0.65,1.0,1.16
24,BRF,WB,2,1.62,0.0,0.33,0.0,0.0,0.67,0.83,0.33,0.0,0.5,0.17,2.83,0.0,0.33,0.33,0.0,0.0,0.0,1.33,0.33,0.0,1.33,0.0,0.0,3.38,-3.75,0.0,1.0,-0.5
19,BOU,LB,2,1.59,0.0,0.21,0.0,0.0,1.26,0.79,0.11,0.0,0.63,0.89,2.47,0.74,0.21,1.21,0.0,0.0,0.11,1.95,0.11,0.0,1.89,0.0,0.0,5.99,-5.03,0.58,1.0,3.42
113,Sheffield Utd Player Stats,CB,6,1.24,0.0,0.13,0.06,0.06,1.1,0.29,0.32,0.0,0.03,1.29,4.52,0.23,1.0,1.71,0.0,0.03,0.0,2.68,0.0,0.03,1.87,0.06,0.0,6.94,-6.15,0.55,1.0,2.73
109,SHU,CB,5,1.07,0.0,0.15,0.04,0.07,1.13,0.3,0.33,0.0,0.0,1.35,4.8,0.26,1.04,1.76,0.0,0.0,0.0,2.78,0.0,0.04,1.85,0.07,0.0,7.18,-6.37,0.52,1.0,2.7
30,Bournemouth Player Stats,RB,2,0.98,0.0,0.64,0.09,0.0,1.09,0.64,0.09,0.0,0.45,0.36,1.55,0.73,0.55,0.36,0.0,0.0,0.0,2.45,0.09,0.09,1.18,0.18,0.0,5.2,-5.41,0.55,1.0,4.34
20,BOU,RB,2,0.91,0.0,0.53,0.0,0.0,1.21,0.74,0.11,0.0,0.53,0.37,1.32,0.74,0.63,0.32,0.0,0.0,0.0,2.16,0.11,0.0,1.37,0.21,0.0,5.17,-4.89,0.58,1.0,4.94
29,Bournemouth Player Stats,LB,2,0.73,0.0,0.18,0.0,0.0,1.27,0.73,0.09,0.0,0.55,0.91,2.91,0.64,0.18,1.09,0.0,0.0,0.09,2.27,0.09,0.0,1.73,0.0,0.0,5.73,-5.55,0.55,1.0,2.25
40,Burnley Player Stats,LB,3,0.5,0.1,0.5,0.0,0.1,0.5,0.4,0.3,0.0,0.3,0.5,2.0,0.4,0.5,1.2,0.0,0.0,0.0,2.4,0.0,0.1,2.0,0.0,0.0,5.1,-5.6,0.5,1.0,2.39
111,SHU,RB,1,0.25,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.67,2.33,0.0,0.67,3.33,0.0,0.0,0.0,2.33,0.0,0.0,3.33,0.0,0.0,5.58,-5.33,0.67,1.0,5.42
26,BUR,LB,3,-0.43,0.05,0.48,0.0,0.05,0.38,0.14,0.24,0.0,0.19,0.67,2.0,0.29,0.67,1.05,0.0,0.0,0.0,2.57,0.0,0.05,1.81,0.0,0.0,4.79,-5.69,0.57,1.0,1.57
41,Burnley Player Stats,RB,3,-1.23,0.0,0.36,0.09,0.0,0.55,0.73,0.18,0.09,0.09,0.73,2.36,0.09,0.45,0.64,0.0,0.0,0.0,2.18,0.0,0.09,1.64,0.0,0.0,3.86,-5.73,0.55,1.0,-4.14
115,Sheffield Utd Player Stats,RB,1,-1.38,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,2.5,0.0,0.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,4.5,0.0,0.0,4.62,-6.0,0.5,1.0,4.75
27,BUR,RB,3,-1.87,0.0,0.26,0.09,0.0,0.52,0.43,0.17,0.09,0.09,0.7,2.26,0.0,0.43,0.57,0.0,0.0,0.0,2.35,0.0,0.09,1.65,0.0,0.0,3.39,-5.87,0.61,1.0,-4.57
110,SHU,LB,1,-5.9,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,2.0,2.8,1.2,0.0,0.8,0.0,0.0,0.0,5.0,0.0,0.0,2.8,0.0,0.0,4.9,-10.8,0.8,1.0,-3.4
114,Sheffield Utd Player Stats,LB,1,-6.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,2.0,2.67,1.0,0.0,0.67,0.0,0.0,0.0,5.0,0.0,0.0,2.67,0.0,0.0,4.67,-10.67,0.67,1.0,-4.33
