minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1.1,SCA 2,SCA 2.1,game_id,home_team,away_team
10,Rayan Ait Nouri,Wolves,0.03,,Blocked,14.0,Left Foot,,Matheus Cunha,Pass (Live),Rayan Ait Nouri,Pass (Live),1634f066,Wolves,Tottenham
11,Nelson Semedo,Wolves,0.02,,Blocked,23.0,Left Foot,,Nelson Semedo,Take-On,Jean-Ricner Bellegarde,Take-On,1634f066,Wolves,Tottenham
19,Matheus Cunha,Wolves,0.06,,Blocked,23.0,Right Foot,,Rayan Ait Nouri,Pass (Live),Rayan Ait Nouri,Take-On,1634f066,Wolves,Tottenham
33,Mario Lemina,Wolves,0.03,0.37,Saved,14.0,Right Foot,,Matheus Cunha,Pass (Live),Rayan Ait Nouri,Pass (Live),1634f066,Wolves,Tottenham
34,Toti Gomes,Wolves,0.06,,Off Target,10.0,Head,,Rayan Ait Nouri,Pass (Dead),Mario Lemina,Shot,1634f066,Wolves,Tottenham
45+1,Rayan Ait Nouri,Wolves,0.06,,Blocked,25.0,Right Foot,,Jean-Ricner Bellegarde,Pass (Dead),Nelson Semedo,Fouled,1634f066,Wolves,Tottenham
45+2,Mario Lemina,Wolves,0.14,,Blocked,5.0,Head,,Rayan Ait Nouri,Shot,,,1634f066,Wolves,Tottenham
45+3,Toti Gomes,Wolves,0.09,0.66,Saved,9.0,Head,,Rayan Ait Nouri,Pass (Dead),Jean-Ricner Bellegarde,Fouled,1634f066,Wolves,Tottenham
45+6,Ben Davies,Tottenham,0.06,,Off Target,8.0,Head,,Pedro Porro,Pass (Dead),Eric Dier,Pass (Live),1634f066,Wolves,Tottenham
46,Jean-Ricner Bellegarde,Wolves,0.06,,Off Target,29.0,Right Foot,,Jean-Ricner Bellegarde,Take-On,,,1634f066,Wolves,Tottenham
53,Matheus Cunha,Wolves,0.14,,Off Target,16.0,Right Foot,,Rayan Ait Nouri,Pass (Live),Matheus Cunha,Pass (Live),1634f066,Wolves,Tottenham
55,Joao Gomes,Wolves,0.05,,Blocked,22.0,Right Foot,Deflected,Joao Gomes,Pass (Live),,,1634f066,Wolves,Tottenham
55,Hwang Hee-chan,Wolves,0.26,,Off Target,8.0,Right Foot,,Joao Gomes,Shot,,,1634f066,Wolves,Tottenham
56,Dejan Kulusevski,Tottenham,0.03,,Blocked,20.0,Left Foot,,Son Heung-min,Pass (Live),Eric Dier,Pass (Live),1634f066,Wolves,Tottenham
68,Matheus Cunha,Wolves,0.04,,Off Target,63.0,Right Foot,,,,,,1634f066,Wolves,Tottenham
72,Brennan Johnson,Tottenham,0.04,,Off Target,30.0,Right Foot,,Pierre Hojbjerg,Pass (Live),Son Heung-min,Pass (Live),1634f066,Wolves,Tottenham
85,Sasa Kalajdzic,Wolves,0.15,,Off Target,10.0,Head,,Joao Gomes,Pass (Live),Rayan Ait Nouri,Pass (Dead),1634f066,Wolves,Tottenham
88,Son Heung-min,Tottenham,0.12,,Blocked,22.0,Right Foot,,Rodrigo Bentancur,Pass (Live),Rodrigo Bentancur,Take-On,1634f066,Wolves,Tottenham
88,Giovani Lo Celso,Tottenham,0.08,0.48,Saved,21.0,Left Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Shot,1634f066,Wolves,Tottenham
90+1,Pablo Sarabia,Wolves,0.27,0.65,Goal,9.0,Left Foot,Volley,Matheus Cunha,Pass (Live),Hwang Hee-chan,Pass (Live),1634f066,Wolves,Tottenham
90+7,Mario Lemina,Wolves,0.62,0.94,Goal,9.0,Right Foot,,Pablo Sarabia,Pass (Live),Tommy Doyle,Pass (Dead),1634f066,Wolves,Tottenham
3,Manuel Akanji,Manchester City,0.21,,Off Target,4.0,Head,,Julian Alvarez,Pass (Dead),Manuel Akanji,Pass (Live),0e39f016,Manchester City,Tottenham
6,Jeremy Doku,Manchester City,0.06,0.09,Saved,15.0,Left Foot,,Phil Foden,Pass (Live),,,0e39f016,Manchester City,Tottenham
6,Son Heung-min,Tottenham,0.13,0.17,Goal,12.0,Right Foot,,Son Heung-min,Take-On,Dejan Kulusevski,Pass (Live),0e39f016,Manchester City,Tottenham
9,Erling Haaland,Manchester City,0.02,,Off Target,12.0,Head,,Julian Alvarez,Pass (Dead),Bernardo Silva,Fouled,0e39f016,Manchester City,Tottenham
12,Phil Foden,Manchester City,0.06,,Blocked,20.0,Left Foot,,Julian Alvarez,Pass (Live),Josko Gvardiol,Pass (Live),0e39f016,Manchester City,Tottenham
13,Erling Haaland,Manchester City,0.38,,Off Target,9.0,Left Foot,,Bernardo Silva,Pass (Live),,,0e39f016,Manchester City,Tottenham
16,Erling Haaland,Manchester City,0.02,,Blocked,14.0,Left Foot,Volley,Bernardo Silva,Pass (Live),Jeremy Doku,Pass (Live),0e39f016,Manchester City,Tottenham
29,Jeremy Doku,Manchester City,0.12,,Woodwork,13.0,Right Foot,,Julian Alvarez,Pass (Live),Phil Foden,Pass (Live),0e39f016,Manchester City,Tottenham
31,Phil Foden,Manchester City,0.56,0.92,Goal,8.0,Left Foot,,Julian Alvarez,Pass (Live),Erling Haaland,Pass (Live),0e39f016,Manchester City,Tottenham
35,Julian Alvarez,Manchester City,0.04,,Woodwork,17.0,Right Foot,,Bernardo Silva,Pass (Live),Erling Haaland,Pass (Live),0e39f016,Manchester City,Tottenham
36,Erling Haaland,Manchester City,0.14,,Off Target,15.0,Left Foot,,Julian Alvarez,Pass (Live),Julian Alvarez,Take-On,0e39f016,Manchester City,Tottenham
39,Pedro Porro,Tottenham,0.05,,Off Target,16.0,Right Foot,,Brennan Johnson,Pass (Live),Son Heung-min,Pass (Live),0e39f016,Manchester City,Tottenham
40,Jeremy Doku,Manchester City,0.02,,Blocked,15.0,Right Foot,,Ruben Dias,Pass (Live),Rodri,Pass (Live),0e39f016,Manchester City,Tottenham
46,Bernardo Silva,Manchester City,0.06,0.43,Saved,23.0,Left Foot,,Erling Haaland,Pass (Live),Julian Alvarez,Pass (Live),0e39f016,Manchester City,Tottenham
47,Rodri,Manchester City,0.04,,Blocked,11.0,Head,,Julian Alvarez,Pass (Dead),Bernardo Silva,Shot,0e39f016,Manchester City,Tottenham
53,Brennan Johnson,Tottenham,0.02,0.05,Saved,27.0,Right Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),0e39f016,Manchester City,Tottenham
54,Erling Haaland,Manchester City,0.19,,Off Target,8.0,Head,,Jack Grealish,Pass (Live),Josko Gvardiol,Pass (Live),0e39f016,Manchester City,Tottenham
56,Brennan Johnson,Tottenham,0.03,,Blocked,31.0,Right Foot,,Son Heung-min,Pass (Live),Son Heung-min,Take-On,0e39f016,Manchester City,Tottenham
69,Giovani Lo Celso,Tottenham,0.08,0.37,Goal,21.0,Left Foot,,Son Heung-min,Pass (Live),Ben Davies,Pass (Live),0e39f016,Manchester City,Tottenham
71,Giovani Lo Celso,Tottenham,0.02,,Blocked,23.0,Left Foot,,Pedro Porro,Pass (Dead),,,0e39f016,Manchester City,Tottenham
72,Pierre Hojbjerg,Tottenham,0.02,,Blocked,27.0,Right Foot,Volley,Giovani Lo Celso,Shot,,,0e39f016,Manchester City,Tottenham
75,Rodri,Manchester City,0.17,,Off Target,10.0,Right Foot,,Rico Lewis,Pass (Live),Rodri,Pass (Live),0e39f016,Manchester City,Tottenham
78,Josko Gvardiol,Manchester City,0.02,,Off Target,21.0,Right Foot,Volley,Bernardo Silva,Pass (Live),Julian Alvarez,Pass (Live),0e39f016,Manchester City,Tottenham
81,Jack Grealish,Manchester City,0.45,0.81,Goal,12.0,Right Foot,,Erling Haaland,Pass (Live),Rodri,Pass (Live),0e39f016,Manchester City,Tottenham
90,Dejan Kulusevski,Tottenham,0.11,0.59,Goal,9.0,Head,,Brennan Johnson,Pass (Live),Son Heung-min,Pass (Live),0e39f016,Manchester City,Tottenham
3,Rasmus Hojlund,Manchester Utd,0.06,0.33,Goal,12.0,Left Foot,,Bruno Fernandes,Pass (Live),Alejandro Garnacho,Pass (Live),904ed2f9,Manchester Utd,Tottenham
8,Marcus Rashford,Manchester Utd,0.04,,Off Target,15.0,Right Foot,Volley,Christian Eriksen,Pass (Dead),Alejandro Garnacho,Pass (Live),904ed2f9,Manchester Utd,Tottenham
9,Pedro Porro,Tottenham,0.04,0.11,Saved,23.0,Right Foot,Deflected,Pierre Hojbjerg,Pass (Live),Destiny Udogie,Pass (Live),904ed2f9,Manchester Utd,Tottenham
11,Timo Werner,Tottenham,0.04,,Blocked,9.0,Head,,Brennan Johnson,Pass (Live),Rodrigo Bentancur,Pass (Live),904ed2f9,Manchester Utd,Tottenham
11,Rodrigo Bentancur,Tottenham,0.1,,Blocked,6.0,Head,,Pedro Porro,Pass (Dead),Timo Werner,Shot,904ed2f9,Manchester Utd,Tottenham
19,Richarlison,Tottenham,0.19,0.72,Goal,4.0,Head,Deflected,Pedro Porro,Pass (Dead),Timo Werner,Pass (Live),904ed2f9,Manchester Utd,Tottenham
22,Timo Werner,Tottenham,0.03,,Off Target,27.0,Right Foot,,Destiny Udogie,Pass (Live),,,904ed2f9,Manchester Utd,Tottenham
24,Timo Werner,Tottenham,0.03,,Blocked,19.0,Right Foot,,Pedro Porro,Pass (Live),Pierre Hojbjerg,Pass (Live),904ed2f9,Manchester Utd,Tottenham
30,Brennan Johnson,Tottenham,0.05,0.08,Saved,17.0,Right Foot,Deflected,Richarlison,Pass (Live),Cristian Romero,Pass (Live),904ed2f9,Manchester Utd,Tottenham
31,Diogo Dalot,Manchester Utd,0.02,,Blocked,8.0,Head,,Bruno Fernandes,Pass (Dead),Bruno Fernandes,Pass (Live),904ed2f9,Manchester Utd,Tottenham
40,Marcus Rashford,Manchester Utd,0.06,0.54,Goal,14.0,Right Foot,,Marcus Rashford,Pass (Live),Rasmus Hojlund,Pass (Live),904ed2f9,Manchester Utd,Tottenham
45,Timo Werner,Tottenham,0.09,,Off Target,15.0,Left Foot,,Oliver Skipp,Pass (Live),,,904ed2f9,Manchester Utd,Tottenham
45+1,Raphael Varane,Manchester Utd,0.09,,Blocked,4.0,Head,,Christian Eriksen,Pass (Dead),,,904ed2f9,Manchester Utd,Tottenham
45+1,Bruno Fernandes,Manchester Utd,0.01,,Off Target,23.0,Right Foot,,Alejandro Garnacho,Pass (Live),Raphael Varane,Shot,904ed2f9,Manchester Utd,Tottenham
45+2,Cristian Romero,Tottenham,0.21,,Woodwork,4.0,Head,,Pedro Porro,Pass (Dead),Brennan Johnson,Pass (Live),904ed2f9,Manchester Utd,Tottenham
45+3,Pierre Hojbjerg,Tottenham,0.05,,Off Target,21.0,Right Foot,,Pierre Hojbjerg,Pass (Live),Cristian Romero,Shot,904ed2f9,Manchester Utd,Tottenham
46,Rodrigo Bentancur,Tottenham,0.11,0.1,Goal,6.0,Left Foot,,Timo Werner,Pass (Live),Oliver Skipp,Pass (Live),904ed2f9,Manchester Utd,Tottenham
52,Richarlison,Tottenham,0.06,0.11,Saved,16.0,Right Foot,,Oliver Skipp,Pass (Live),Pedro Porro,Pass (Live),904ed2f9,Manchester Utd,Tottenham
58,Timo Werner,Tottenham,0.09,,Off Target,12.0,Right Foot,Volley,Pedro Porro,Pass (Dead),Pedro Porro,Pass (Dead),904ed2f9,Manchester Utd,Tottenham
62,Scott McTominay,Manchester Utd,0.08,,Off Target,23.0,Right Foot,,Aaron Wan-Bissaka,Pass (Live),Raphael Varane,Pass (Live),904ed2f9,Manchester Utd,Tottenham
69,Oliver Skipp,Tottenham,0.02,,Blocked,22.0,Right Foot,Volley,Pedro Porro,Pass (Live),Micky van de Ven,Pass (Live),904ed2f9,Manchester Utd,Tottenham
70,Rodrigo Bentancur,Tottenham,0.09,,Off Target,9.0,Head,,Oliver Skipp,Shot,,,904ed2f9,Manchester Utd,Tottenham
82,Brennan Johnson,Tottenham,0.04,,Blocked,19.0,Left Foot,,Oliver Skipp,Pass (Live),Rodrigo Bentancur,Pass (Live),904ed2f9,Manchester Utd,Tottenham
86,Bruno Fernandes,Manchester Utd,0.04,,Blocked,21.0,Right Foot,Free kick,Marcus Rashford,Fouled,Marcus Rashford,Take-On,904ed2f9,Manchester Utd,Tottenham
90+5,Scott McTominay,Manchester Utd,0.34,,Off Target,9.0,Head,,Alejandro Garnacho,Pass (Live),Aaron Wan-Bissaka,Pass (Live),904ed2f9,Manchester Utd,Tottenham
10,James Maddison,Tottenham,0.14,,Blocked,15.0,Left Foot,,Yves Bissouma,Pass (Live),Dejan Kulusevski,Pass (Live),f49c4ad2,Bournemouth,Tottenham
15,James Maddison,Tottenham,0.24,0.58,Saved,12.0,Right Foot,,Son Heung-min,Pass (Live),James Maddison,Interception,f49c4ad2,Bournemouth,Tottenham
15,Richarlison,Tottenham,0.21,0.15,Saved,9.0,Head,,James Maddison,Shot,,,f49c4ad2,Bournemouth,Tottenham
17,James Maddison,Tottenham,0.6,0.92,Goal,9.0,Right Foot,,Pape Matar Sarr,Pass (Live),Yves Bissouma,Pass (Live),f49c4ad2,Bournemouth,Tottenham
19,Philip Billing,Bournemouth,0.02,,Blocked,12.0,Head,,Illia Zabarnyi,Pass (Live),Joe Rothwell,Pass (Dead),f49c4ad2,Bournemouth,Tottenham
22,Pape Matar Sarr,Tottenham,0.07,0.15,Saved,16.0,Left Foot,,Son Heung-min,Pass (Live),James Maddison,Pass (Live),f49c4ad2,Bournemouth,Tottenham
23,Dejan Kulusevski,Tottenham,0.02,,Blocked,19.0,Left Foot,,Pape Matar Sarr,Pass (Live),Son Heung-min,Pass (Live),f49c4ad2,Bournemouth,Tottenham
26,Son Heung-min,Tottenham,0.02,,Off Target,24.0,Left Foot,Volley,Dejan Kulusevski,Take-On,Richarlison,Pass (Live),f49c4ad2,Bournemouth,Tottenham
29,Antoine Semenyo,Bournemouth,0.13,,Blocked,11.0,Left Foot,,Philip Billing,Pass (Live),Justin Kluivert,Pass (Live),f49c4ad2,Bournemouth,Tottenham
35,Philip Billing,Bournemouth,0.1,0.08,Saved,7.0,Head,,Ryan Christie,Pass (Dead),Max Aarons,Fouled,f49c4ad2,Bournemouth,Tottenham
40,Richarlison,Tottenham,0.05,,Off Target,4.0,Head,,James Maddison,Pass (Dead),James Maddison,Fouled,f49c4ad2,Bournemouth,Tottenham
41,Ryan Christie,Bournemouth,0.02,0.16,Saved,23.0,Left Foot,,Philip Billing,Pass (Live),,,f49c4ad2,Bournemouth,Tottenham
45+2,Yves Bissouma,Tottenham,0.05,0.09,Saved,17.0,Right Foot,Volley,Richarlison,Fouled,Yves Bissouma,Pass (Live),f49c4ad2,Bournemouth,Tottenham
45+5,Justin Kluivert,Bournemouth,0.03,,Blocked,18.0,Right Foot,,Philip Billing,Pass (Live),Dominic Solanke,Interception,f49c4ad2,Bournemouth,Tottenham
45+5,Philip Billing,Bournemouth,0.16,,Off Target,15.0,Left Foot,,Justin Kluivert,Shot,,,f49c4ad2,Bournemouth,Tottenham
57,Antoine Semenyo,Bournemouth,0.04,,Off Target,25.0,Left Foot,,Philip Billing,Pass (Live),Milos Kerkez,Pass (Live),f49c4ad2,Bournemouth,Tottenham
63,Dejan Kulusevski,Tottenham,0.33,0.97,Goal,4.0,Left Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),f49c4ad2,Bournemouth,Tottenham
67,Jaidon Anthony,Bournemouth,0.04,0.03,Saved,21.0,Right Foot,,Jaidon Anthony,Take-On,Hamed Junior Traore,Pass (Live),f49c4ad2,Bournemouth,Tottenham
70,James Maddison,Tottenham,0.11,,Off Target,16.0,Right Foot,,Dejan Kulusevski,Pass (Live),Pedro Porro,Pass (Live),f49c4ad2,Bournemouth,Tottenham
84,Pedro Porro,Tottenham,0.02,,Blocked,22.0,Right Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live),f49c4ad2,Bournemouth,Tottenham
85,Lewis Cook,Bournemouth,0.03,,Off Target,23.0,Right Foot,Volley,Jaidon Anthony,Pass (Live),Milos Kerkez,Pass (Live),f49c4ad2,Bournemouth,Tottenham
86,Son Heung-min,Tottenham,0.03,,Off Target,24.0,Left Foot,,Giovani Lo Celso,Pass (Live),Dejan Kulusevski,Pass (Live),f49c4ad2,Bournemouth,Tottenham
87,Dominic Solanke,Bournemouth,0.07,,Off Target,12.0,Head,,Max Aarons,Pass (Live),Jaidon Anthony,Pass (Live),f49c4ad2,Bournemouth,Tottenham
90+1,Pedro Porro,Tottenham,0.05,,Blocked,30.0,Right Foot,Free kick,Son Heung-min,Fouled,Ben Davies,Pass (Live),f49c4ad2,Bournemouth,Tottenham
90+1,Pedro Porro,Tottenham,0.01,,Off Target,30.0,Right Foot,,Pedro Porro,Shot,,,f49c4ad2,Bournemouth,Tottenham
90+5,Ben Davies,Tottenham,0.13,,Off Target,17.0,Left Foot,,Son Heung-min,Pass (Live),Dejan Kulusevski,Pass (Live),f49c4ad2,Bournemouth,Tottenham
90+6,Ivan Perisic,Tottenham,0.04,,Off Target,14.0,Left Foot,,Ivan Perisic,Take-On,Son Heung-min,Pass (Live),f49c4ad2,Bournemouth,Tottenham
90+7,Jaidon Anthony,Bournemouth,0.03,,Off Target,28.0,Right Foot,,Dominic Solanke,Pass (Live),Kieffer Moore,Pass (Live),f49c4ad2,Bournemouth,Tottenham
2,Enzo Fernandez,Chelsea,0.04,0.11,Saved,28.0,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Take-On,be0cbf88,Bournemouth,Chelsea
11,Raheem Sterling,Chelsea,0.14,,Off Target,11.0,Right Foot,,Conor Gallagher,Pass (Live),Enzo Fernandez,Pass (Live),be0cbf88,Bournemouth,Chelsea
13,Nicolas Jackson,Chelsea,0.03,,Woodwork,28.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Nicolas Jackson,Pass (Live),be0cbf88,Bournemouth,Chelsea
18,Dango Ouattara,Bournemouth,0.12,0.5,Saved,4.0,Left Foot,,Ryan Christie,Pass (Live),Max Aarons,Pass (Dead),be0cbf88,Bournemouth,Chelsea
18,Marcus Tavernier,Bournemouth,0.01,0.02,Saved,20.0,Left Foot,Deflected,Marcus Tavernier,Take-On,Dango Ouattara,Shot,be0cbf88,Bournemouth,Chelsea
22,Raheem Sterling,Chelsea,0.14,,Blocked,9.0,Right Foot,,Conor Gallagher,Pass (Live),Malo Gusto,Pass (Live),be0cbf88,Bournemouth,Chelsea
26,Philip Billing,Bournemouth,0.11,,Blocked,12.0,Left Foot,,Ryan Christie,Pass (Live),Max Aarons,Pass (Live),be0cbf88,Bournemouth,Chelsea
30,Ryan Christie,Bournemouth,0.03,,Blocked,26.0,Left Foot,,Marcus Tavernier,Pass (Live),Philip Billing,Pass (Live),be0cbf88,Bournemouth,Chelsea
31,Dango Ouattara,Bournemouth,0.04,,Off Target,24.0,Right Foot,,Lloyd Kelly,Pass (Live),Lewis Cook,Pass (Live),be0cbf88,Bournemouth,Chelsea
33,Conor Gallagher,Chelsea,0.21,0.09,Saved,12.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live),be0cbf88,Bournemouth,Chelsea
50,Raheem Sterling,Chelsea,0.09,,Woodwork,21.0,Right Foot,Free kick,Mykhailo Mudryk,Fouled,Enzo Fernandez,Pass (Live),be0cbf88,Bournemouth,Chelsea
52,Marcus Tavernier,Bournemouth,0.04,,Off Target,23.0,Left Foot,,Ryan Christie,Pass (Live),Marcus Tavernier,Pass (Live),be0cbf88,Bournemouth,Chelsea
53,Nicolas Jackson,Chelsea,0.05,,Off Target,13.0,Left Foot,,Lesley Ugochukwu,Pass (Live),Robert Sanchez,Pass (Dead),be0cbf88,Bournemouth,Chelsea
57,Lewis Cook,Bournemouth,0.04,0.04,Saved,18.0,Right Foot,,,,,,be0cbf88,Bournemouth,Chelsea
65,Levi Colwill,Chelsea,0.18,0.53,Saved,4.0,Right Foot,,Raheem Sterling,Pass (Live),Conor Gallagher,Pass (Live),be0cbf88,Bournemouth,Chelsea
65,Levi Colwill,Chelsea,0.42,0.84,Saved,3.0,Right Foot,Deflected,Levi Colwill,Shot,,,be0cbf88,Bournemouth,Chelsea
68,Malo Gusto,Chelsea,0.02,,Off Target,31.0,Right Foot,,Raheem Sterling,Pass (Live),Enzo Fernandez,Pass (Dead),be0cbf88,Bournemouth,Chelsea
74,Raheem Sterling,Chelsea,0.02,,Off Target,25.0,Right Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Pass (Live),be0cbf88,Bournemouth,Chelsea
78,Philip Billing,Bournemouth,0.18,,Blocked,21.0,Left Foot,Free kick,Justin Kluivert,Fouled,Dominic Solanke,Pass (Live),be0cbf88,Bournemouth,Chelsea
80,Dominic Solanke,Bournemouth,0.24,0.35,Saved,12.0,Right Foot,,Dominic Solanke,Take-On,Philip Billing,Pass (Live),be0cbf88,Bournemouth,Chelsea
80,Justin Kluivert,Bournemouth,0.05,,Blocked,16.0,Right Foot,,Lewis Cook,Pass (Live),Ryan Christie,Pass (Live),be0cbf88,Bournemouth,Chelsea
80,Dominic Solanke,Bournemouth,0.08,,Off Target,9.0,Head,,Justin Kluivert,Pass (Live),Max Aarons,Pass (Live),be0cbf88,Bournemouth,Chelsea
83,Nicolas Jackson,Chelsea,0.2,0.26,Saved,9.0,Head,,Ian Maatsen,Pass (Live),Ben Chilwell,Pass (Dead),be0cbf88,Bournemouth,Chelsea
85,Cole Palmer,Chelsea,0.25,0.15,Saved,9.0,Left Foot,Volley,Raheem Sterling,Pass (Live),Cole Palmer,Pass (Live),be0cbf88,Bournemouth,Chelsea
85,Ian Maatsen,Chelsea,0.2,,Blocked,9.0,Left Foot,Volley,Cole Palmer,Shot,,,be0cbf88,Bournemouth,Chelsea
88,Dominic Solanke,Bournemouth,0.04,,Blocked,15.0,Head,,Max Aarons,Pass (Live),Philip Billing,Pass (Live),be0cbf88,Bournemouth,Chelsea
90,Dominic Solanke,Bournemouth,0.06,,Blocked,18.0,Left Foot,,David Brooks,Pass (Live),Justin Kluivert,Pass (Live),be0cbf88,Bournemouth,Chelsea
5,Aaron Hickey,Brentford,0.02,,Off Target,28.0,Left Foot,,Vitaly Janelt,Pass (Live),Mathias Jensen,Pass (Live),5006142a,Manchester Utd,Brentford
6,Marcus Rashford,Manchester Utd,0.06,,Off Target,9.0,Head,,Casemiro,Pass (Live),Bruno Fernandes,Pass (Live),5006142a,Manchester Utd,Brentford
7,Bryan Mbeumo,Brentford,0.09,,Off Target,10.0,Right Foot,Volley,Mads Roerslev,Pass (Live),Mathias Jensen,Pass (Live),5006142a,Manchester Utd,Brentford
12,Rasmus Hojlund,Manchester Utd,0.05,,Off Target,15.0,Head,,Diogo Dalot,Pass (Live),Harry Maguire,Pass (Live),5006142a,Manchester Utd,Brentford
16,Yoane Wissa,Brentford,0.03,,Blocked,16.0,Right Foot,,Bryan Mbeumo,Pass (Live),Mads Roerslev,Pass (Live),5006142a,Manchester Utd,Brentford
16,Aaron Hickey,Brentford,0.02,,Off Target,28.0,Left Foot,,Vitaly Janelt,Pass (Live),Bryan Mbeumo,Pass (Dead),5006142a,Manchester Utd,Brentford
22,Mason Mount,Manchester Utd,0.09,,Blocked,14.0,Right Foot,,Bruno Fernandes,Pass (Live),Andre Onana,Pass (Live),5006142a,Manchester Utd,Brentford
26,Mathias Jensen,Brentford,0.12,0.1,Goal,12.0,Left Foot,Deflected,,,,,5006142a,Manchester Utd,Brentford
28,Bruno Fernandes,Manchester Utd,0.07,,Blocked,13.0,Right Foot,,Diogo Dalot,Pass (Live),Mason Mount,Pass (Live),5006142a,Manchester Utd,Brentford
37,Marcus Rashford,Manchester Utd,0.04,0.16,Saved,14.0,Right Foot,,Marcus Rashford,Take-On,Marcus Rashford,Take-On,5006142a,Manchester Utd,Brentford
38,Bryan Mbeumo,Brentford,0.03,,Off Target,23.0,Left Foot,,Mathias Jensen,Pass (Live),Bryan Mbeumo,Pass (Live),5006142a,Manchester Utd,Brentford
44,Christian Norgaard,Brentford,0.2,,Off Target,4.0,Other,,Bryan Mbeumo,Pass (Dead),Yoane Wissa,Pass (Live),5006142a,Manchester Utd,Brentford
45,Yoane Wissa,Brentford,0.03,,Off Target,29.0,Right Foot,,Yoane Wissa,Take-On,Mathias Jensen,Pass (Live),5006142a,Manchester Utd,Brentford
45+1,Casemiro,Manchester Utd,0.08,,Off Target,8.0,Head,,Diogo Dalot,Pass (Live),Harry Maguire,Pass (Live),5006142a,Manchester Utd,Brentford
53,Christian Eriksen,Manchester Utd,0.02,0.02,Saved,32.0,Right Foot,,Jonny Evans,Pass (Live),Marcus Rashford,Pass (Live),5006142a,Manchester Utd,Brentford
55,Nathan Collins,Brentford,0.17,,Off Target,8.0,Head,,Kristoffer Ajer,Pass (Live),Mathias Jensen,Pass (Dead),5006142a,Manchester Utd,Brentford
55,Marcus Rashford,Manchester Utd,0.02,,Off Target,28.0,Right Foot,,Sofyan Amrabat,Pass (Live),Mason Mount,Pass (Live),5006142a,Manchester Utd,Brentford
62,Diogo Dalot,Manchester Utd,0.05,,Off Target,17.0,Right Foot,,Mason Mount,Pass (Live),Bruno Fernandes,Pass (Live),5006142a,Manchester Utd,Brentford
64,Rasmus Hojlund,Manchester Utd,0.04,,Off Target,18.0,Left Foot,,Sofyan Amrabat,Pass (Live),Victor Lindelof,Pass (Live),5006142a,Manchester Utd,Brentford
71,Bruno Fernandes,Manchester Utd,0.02,0.16,Saved,32.0,Right Foot,,Bruno Fernandes,Take-On,Christian Eriksen,Pass (Live),5006142a,Manchester Utd,Brentford
72,Antony,Manchester Utd,0.02,,Blocked,27.0,Left Foot,Deflected,Diogo Dalot,Pass (Live),Bruno Fernandes,Pass (Live),5006142a,Manchester Utd,Brentford
76,Alejandro Garnacho,Manchester Utd,0.05,,Off Target,16.0,Right Foot,,Sofyan Amrabat,Pass (Live),Diogo Dalot,Pass (Live),5006142a,Manchester Utd,Brentford
78,Bruno Fernandes,Manchester Utd,0.05,,Off Target,25.0,Right Foot,,Alejandro Garnacho,Pass (Live),Rasmus Hojlund,Pass (Live),5006142a,Manchester Utd,Brentford
83,Neal Maupay,Brentford,0.04,0.14,Saved,26.0,Right Foot,,,,,,5006142a,Manchester Utd,Brentford
84,Christian Norgaard,Brentford,0.21,0.1,Saved,6.0,Head,,Saman Ghoddos,Pass (Dead),Neal Maupay,Shot,5006142a,Manchester Utd,Brentford
86,Antony,Manchester Utd,0.03,,Blocked,21.0,Left Foot,,Rasmus Hojlund,Pass (Live),Christian Eriksen,Pass (Live),5006142a,Manchester Utd,Brentford
89,Bruno Fernandes,Manchester Utd,0.03,0.15,Saved,31.0,Right Foot,Free kick,Alejandro Garnacho,Fouled,Alejandro Garnacho,Take-On,5006142a,Manchester Utd,Brentford
90+1,Antony,Manchester Utd,0.05,,Off Target,17.0,Left Foot,,Alejandro Garnacho,Pass (Live),Harry Maguire,Pass (Live),5006142a,Manchester Utd,Brentford
90+3,Diogo Dalot,Manchester Utd,0.14,0.06,Saved,17.0,Left Foot,,Alejandro Garnacho,Pass (Live),Christian Eriksen,Pass (Live),5006142a,Manchester Utd,Brentford
90+3,Scott McTominay,Manchester Utd,0.1,0.38,Goal,12.0,Right Foot,,Diogo Dalot,Shot,,,5006142a,Manchester Utd,Brentford
90+6,Anthony Martial,Manchester Utd,0.16,0.1,Saved,13.0,Right Foot,,Bruno Fernandes,Pass (Live),Antony,Pass (Live),5006142a,Manchester Utd,Brentford
90+7,Scott McTominay,Manchester Utd,0.28,0.53,Goal,7.0,Head,,Harry Maguire,Pass (Live),Bruno Fernandes,Pass (Dead),5006142a,Manchester Utd,Brentford
1,James Ward-Prowse,West Ham,0.02,,Off Target,26.0,Right Foot,Volley,,,,,ba570015,Arsenal,West Ham
