minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1.1,SCA 2,SCA 2.1,game_id,home_team,away_team
3,Bukayo Saka,Arsenal,0.03,0.02,Saved,15.0,Left Foot,,Martin Odegaard,Pass (Live),Ben White,Pass (Live),ba570015,Arsenal,West Ham
11,Leandro Trossard,Arsenal,0.05,,Off Target,21.0,Right Foot,,Gabriel Martinelli,Pass (Live),Martin Odegaard,Pass (Live),ba570015,Arsenal,West Ham
13,Tomas Soucek,West Ham,0.37,0.81,Goal,6.0,Right Foot,Volley,Jarrod Bowen,Pass (Live),Lucas Paqueta,Pass (Live),ba570015,Arsenal,West Ham
28,Bukayo Saka,Arsenal,0.02,,Blocked,23.0,Left Foot,,Declan Rice,Pass (Live),Ben White,Pass (Live),ba570015,Arsenal,West Ham
30,Bukayo Saka,Arsenal,0.1,0.39,Saved,8.0,Head,,Gabriel Jesus,Pass (Live),Leandro Trossard,Pass (Live),ba570015,Arsenal,West Ham
35,Ben White,Arsenal,0.1,,Off Target,10.0,Head,,Oleksandr Zinchenko,Pass (Live),Martin Odegaard,Pass (Live),ba570015,Arsenal,West Ham
37,Gabriel Martinelli,Arsenal,0.08,,Off Target,15.0,Right Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),ba570015,Arsenal,West Ham
42,Bukayo Saka,Arsenal,0.21,,Woodwork,7.0,Right Foot,,Martin Odegaard,Pass (Live),William Saliba,Pass (Live),ba570015,Arsenal,West Ham
42,Leandro Trossard,Arsenal,0.62,,Off Target,10.0,Left Foot,,Bukayo Saka,Shot,,,ba570015,Arsenal,West Ham
43,Kudus Mohammed,West Ham,0.04,,Blocked,28.0,Left Foot,,,,,,ba570015,Arsenal,West Ham
45+5,Leandro Trossard,Arsenal,0.04,,Blocked,29.0,Left Foot,,Declan Rice,Pass (Live),Ben White,Pass (Live),ba570015,Arsenal,West Ham
49,Leandro Trossard,Arsenal,0.02,,Off Target,21.0,Right Foot,,Ben White,Pass (Live),William Saliba,Pass (Live),ba570015,Arsenal,West Ham
53,Declan Rice,Arsenal,0.03,,Off Target,28.0,Right Foot,,Leandro Trossard,Pass (Live),Oleksandr Zinchenko,Pass (Live),ba570015,Arsenal,West Ham
55,Konstantinos Mavropanos,West Ham,0.11,0.51,Goal,6.0,Head,,James Ward-Prowse,Pass (Dead),Jarrod Bowen,Pass (Live),ba570015,Arsenal,West Ham
58,Gabriel Jesus,Arsenal,0.03,,Off Target,19.0,Right Foot,,Oleksandr Zinchenko,Pass (Live),Gabriel Martinelli,Pass (Live),ba570015,Arsenal,West Ham
62,Bukayo Saka,Arsenal,0.06,,Blocked,24.0,Left Foot,,Gabriel Jesus,Pass (Live),Declan Rice,Pass (Live),ba570015,Arsenal,West Ham
64,Bukayo Saka,Arsenal,0.02,,Blocked,18.0,Left Foot,,Martin Odegaard,Pass (Live),Oleksandr Zinchenko,Pass (Live),ba570015,Arsenal,West Ham
65,Gabriel Jesus,Arsenal,0.18,0.29,Saved,7.0,Head,,Bukayo Saka,Pass (Live),Declan Rice,Pass (Live),ba570015,Arsenal,West Ham
66,Gabriel Jesus,Arsenal,0.25,,Off Target,5.0,Head,,Ben White,Pass (Live),Martin Odegaard,Pass (Live),ba570015,Arsenal,West Ham
72,Declan Rice,Arsenal,0.04,,Blocked,28.0,Right Foot,,Bukayo Saka,Pass (Live),William Saliba,Pass (Live),ba570015,Arsenal,West Ham
73,Said Benrahma,West Ham,0.1,,Blocked,6.0,Left Foot,,Said Benrahma,Take-On,Tomas Soucek,Pass (Dead),ba570015,Arsenal,West Ham
74,Bukayo Saka,Arsenal,0.03,,Blocked,23.0,Left Foot,Volley,Reiss Nelson,Pass (Live),Bukayo Saka,Pass (Live),ba570015,Arsenal,West Ham
74,Leandro Trossard,Arsenal,0.12,0.12,Saved,11.0,Right Foot,,Martin Odegaard,Pass (Live),Bukayo Saka,Shot,ba570015,Arsenal,West Ham
75,Gabriel Dos Santos,Arsenal,0.19,,Off Target,2.0,Head,,Martin Odegaard,Pass (Dead),Leandro Trossard,Shot,ba570015,Arsenal,West Ham
75,Martin Odegaard,Arsenal,0.02,,Off Target,31.0,Left Foot,,William Saliba,Pass (Live),Bukayo Saka,Pass (Live),ba570015,Arsenal,West Ham
78,Bukayo Saka,Arsenal,0.05,0.06,Saved,18.0,Left Foot,,William Saliba,Pass (Live),Leandro Trossard,Pass (Live),ba570015,Arsenal,West Ham
86,Emile Smith Rowe,Arsenal,0.08,0.11,Saved,21.0,Right Foot,,Martin Odegaard,Pass (Live),Ben White,Pass (Live),ba570015,Arsenal,West Ham
87,Martin Odegaard,Arsenal,0.03,,Blocked,18.0,Left Foot,,Gabriel Jesus,Pass (Live),Martin Odegaard,Pass (Live),ba570015,Arsenal,West Ham
89,Eddie Nketiah,Arsenal,0.1,0.05,Saved,10.0,Right Foot,Volley,Bukayo Saka,Pass (Live),Ben White,Pass (Live),ba570015,Arsenal,West Ham
90,Martin Odegaard,Arsenal,0.04,0.17,Saved,26.0,Left Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),ba570015,Arsenal,West Ham
90+1,Reiss Nelson,Arsenal,0.05,,Off Target,22.0,Left Foot,,Martin Odegaard,Shot,,,ba570015,Arsenal,West Ham
90+2,Bukayo Saka,Arsenal,0.07,,Blocked,15.0,Left Foot,,Bukayo Saka,Pass (Live),Martin Odegaard,Pass (Live),ba570015,Arsenal,West Ham
90+2,William Saliba,Arsenal,0.1,,Blocked,4.0,Head,,Martin Odegaard,Pass (Dead),Bukayo Saka,Shot,ba570015,Arsenal,West Ham
90+3,Eddie Nketiah,Arsenal,0.14,,Blocked,15.0,Right Foot,,Bukayo Saka,Pass (Live),Gabriel Dos Santos,Pass (Live),ba570015,Arsenal,West Ham
90+6,Said Benrahma (pen),West Ham,0.79,0.97,Saved,13.0,Right Foot,,Emerson Palmieri,Fouled,Said Benrahma,Pass (Live),ba570015,Arsenal,West Ham
4,Lyle Foster,Burnley,0.36,0.6,Goal,9.0,Left Foot,,Luca Koleosho,Pass (Live),Connor Roberts,Pass (Live),f1786fb8,Burnley,Tottenham
8,Manor Solomon,Tottenham,0.07,,Blocked,11.0,Right Foot,,Son Heung-min,Pass (Live),Pedro Porro,Pass (Live),f1786fb8,Burnley,Tottenham
14,Manor Solomon,Tottenham,0.05,,Blocked,10.0,Right Foot,,,,,,f1786fb8,Burnley,Tottenham
16,Son Heung-min,Tottenham,0.2,0.33,Goal,8.0,Right Foot,,Manor Solomon,Pass (Live),Son Heung-min,Pass (Live),f1786fb8,Burnley,Tottenham
18,James Maddison,Tottenham,0.01,0.39,Saved,61.0,Right Foot,,,,,,f1786fb8,Burnley,Tottenham
19,Luca Koleosho,Burnley,0.04,,Off Target,12.0,Head,,Johann Berg Gudmundsson,Pass (Live),Lyle Foster,Pass (Live),f1786fb8,Burnley,Tottenham
21,Zeki Amdouni,Burnley,0.03,,Off Target,28.0,Right Foot,,Sander Berge,Pass (Live),Connor Roberts,Pass (Live),f1786fb8,Burnley,Tottenham
24,Luca Koleosho,Burnley,0.04,,Blocked,21.0,Right Foot,,Luca Koleosho,Take-On,Sander Berge,Pass (Live),f1786fb8,Burnley,Tottenham
30,Pape Matar Sarr,Tottenham,0.05,,Blocked,20.0,Right Foot,,Son Heung-min,Pass (Live),Manor Solomon,Pass (Live),f1786fb8,Burnley,Tottenham
30,James Maddison,Tottenham,0.14,0.05,Saved,15.0,Left Foot,Deflected,Pape Matar Sarr,Shot,,,f1786fb8,Burnley,Tottenham
35,James Maddison,Tottenham,0.06,0.23,Saved,20.0,Right Foot,,Pape Matar Sarr,Pass (Live),James Maddison,Pass (Live),f1786fb8,Burnley,Tottenham
35,Pedro Porro,Tottenham,0.02,,Blocked,25.0,Right Foot,,Dejan Kulusevski,Pass (Live),James Maddison,Shot,f1786fb8,Burnley,Tottenham
35,Pape Matar Sarr,Tottenham,0.32,0.8,Saved,8.0,Right Foot,,Pedro Porro,Shot,,,f1786fb8,Burnley,Tottenham
36,Pedro Porro,Tottenham,0.03,,Off Target,26.0,Right Foot,,Manor Solomon,Pass (Live),Manor Solomon,Take-On,f1786fb8,Burnley,Tottenham
45+1,Son Heung-min,Tottenham,0.04,,Blocked,28.0,Left Foot,,Pape Matar Sarr,Pass (Live),Manor Solomon,Pass (Live),f1786fb8,Burnley,Tottenham
45+2,Pape Matar Sarr,Tottenham,0.05,,Blocked,15.0,Right Foot,,James Maddison,Pass (Live),Yves Bissouma,Pass (Live),f1786fb8,Burnley,Tottenham
45+2,Cristian Romero,Tottenham,0.03,0.6,Goal,21.0,Right Foot,,Pape Matar Sarr,Shot,,,f1786fb8,Burnley,Tottenham
48,Son Heung-min,Tottenham,0.14,,Blocked,15.0,Right Foot,,Dejan Kulusevski,Pass (Live),,,f1786fb8,Burnley,Tottenham
49,James Maddison,Tottenham,0.06,0.17,Saved,13.0,Right Foot,,James Maddison,Take-On,Manor Solomon,Pass (Live),f1786fb8,Burnley,Tottenham
51,Josh Brownhill,Burnley,0.02,,Off Target,31.0,Right Foot,,Luca Koleosho,Take-On,Connor Roberts,Pass (Live),f1786fb8,Burnley,Tottenham
54,James Maddison,Tottenham,0.09,0.37,Goal,23.0,Right Foot,,Destiny Udogie,Pass (Live),,,f1786fb8,Burnley,Tottenham
56,Lyle Foster,Burnley,0.19,0.83,Saved,15.0,Right Foot,Deflected,Zeki Amdouni,Pass (Live),Connor Roberts,Pass (Live),f1786fb8,Burnley,Tottenham
57,Hannes Delcroix,Burnley,0.06,,Off Target,8.0,Head,,Josh Brownhill,Pass (Dead),Lyle Foster,Shot,f1786fb8,Burnley,Tottenham
61,Yves Bissouma,Tottenham,0.03,0.49,Saved,24.0,Right Foot,,Son Heung-min,Pass (Live),Yves Bissouma,Pass (Live),f1786fb8,Burnley,Tottenham
62,Yves Bissouma,Tottenham,0.02,,Off Target,25.0,Right Foot,,Manor Solomon,Pass (Live),James Maddison,Pass (Live),f1786fb8,Burnley,Tottenham
63,Son Heung-min,Tottenham,0.19,0.43,Goal,15.0,Right Foot,,Manor Solomon,Pass (Live),Destiny Udogie,Pass (Live),f1786fb8,Burnley,Tottenham
66,Son Heung-min,Tottenham,0.55,0.8,Goal,10.0,Left Foot,,Pedro Porro,Pass (Live),James Maddison,Pass (Live),f1786fb8,Burnley,Tottenham
76,Pedro Porro,Tottenham,0.13,,Off Target,13.0,Right Foot,,Ivan Perisic,Pass (Live),Yves Bissouma,Pass (Live),f1786fb8,Burnley,Tottenham
77,Josh Cullen,Burnley,0.03,,Blocked,27.0,Right Foot,,Lyle Foster,Pass (Live),Jack Cork,Pass (Live),f1786fb8,Burnley,Tottenham
78,Ameen Al-Dakhil,Burnley,0.02,,Blocked,21.0,Right Foot,Volley,Josh Brownhill,Pass (Dead),Connor Roberts,Pass (Live),f1786fb8,Burnley,Tottenham
78,Ameen Al-Dakhil,Burnley,0.05,,Blocked,17.0,Right Foot,Volley,Ameen Al-Dakhil,Shot,,,f1786fb8,Burnley,Tottenham
79,Ameen Al-Dakhil,Burnley,0.02,,Off Target,25.0,Left Foot,Volley,Josh Brownhill,Pass (Live),Josh Cullen,Pass (Live),f1786fb8,Burnley,Tottenham
80,Josh Brownhill,Burnley,0.06,,Blocked,22.0,Left Foot,,Jacob Bruun Larsen,Pass (Live),Josh Cullen,Pass (Live),f1786fb8,Burnley,Tottenham
80,Dara O'Shea,Burnley,0.04,,Off Target,6.0,Head,,Connor Roberts,Pass (Live),Josh Brownhill,Pass (Dead),f1786fb8,Burnley,Tottenham
82,Jacob Bruun Larsen,Burnley,0.06,,Blocked,24.0,Right Foot,Free kick,Nathan Redmond,Fouled,Josh Cullen,Pass (Live),f1786fb8,Burnley,Tottenham
82,Hannes Delcroix,Burnley,0.23,0.06,Saved,9.0,Head,,Nathan Redmond,Pass (Live),Jacob Bruun Larsen,Pass (Live),f1786fb8,Burnley,Tottenham
90+4,Josh Brownhill,Burnley,0.12,0.79,Goal,11.0,Left Foot,Deflected,Josh Cullen,Pass (Live),Josh Brownhill,Pass (Live),f1786fb8,Burnley,Tottenham
1,Matty Cash,Aston Villa,0.12,,Off Target,10.0,Other,Volley,John McGinn,Pass (Live),John McGinn,Take-On,83db7754,Tottenham,Aston Villa
3,Destiny Udogie,Tottenham,0.34,,Off Target,18.0,Right Foot,,Pedro Porro,Pass (Live),Dejan Kulusevski,Pass (Live),83db7754,Tottenham,Aston Villa
3,Dejan Kulusevski,Tottenham,0.56,,Woodwork,9.0,Left Foot,,Dejan Kulusevski,Take-On,Son Heung-min,Pass (Live),83db7754,Tottenham,Aston Villa
3,Brennan Johnson,Tottenham,0.18,,Blocked,11.0,Right Foot,,Dejan Kulusevski,Shot,,,83db7754,Tottenham,Aston Villa
5,Pau Torres,Aston Villa,0.22,,Off Target,9.0,Head,,Lucas Digne,Pass (Dead),Douglas Luiz,Fouled,83db7754,Tottenham,Aston Villa
7,Bryan Gil,Tottenham,0.09,0.04,Saved,13.0,Left Foot,,Dejan Kulusevski,Pass (Live),Giovani Lo Celso,Pass (Live),83db7754,Tottenham,Aston Villa
7,Pedro Porro,Tottenham,0.06,,Off Target,12.0,Head,,Bryan Gil,Shot,,,83db7754,Tottenham,Aston Villa
22,Giovani Lo Celso,Tottenham,0.05,0.05,Goal,18.0,Left Foot,Deflected,Pedro Porro,Pass (Dead),Giovani Lo Celso,Pass (Live),83db7754,Tottenham,Aston Villa
35,Dejan Kulusevski,Tottenham,0.02,,Off Target,18.0,Left Foot,,Brennan Johnson,Pass (Live),Dejan Kulusevski,Pass (Live),83db7754,Tottenham,Aston Villa
45+1,Diego Carlos,Aston Villa,0.11,,Off Target,11.0,Left Foot,,Moussa Diaby,Pass (Live),Boubacar Kamara,Pass (Live),83db7754,Tottenham,Aston Villa
45+5,Moussa Diaby,Aston Villa,0.06,,Off Target,11.0,Left Foot,Volley,Boubacar Kamara,Pass (Live),John McGinn,Pass (Live),83db7754,Tottenham,Aston Villa
45+7,Pau Torres,Aston Villa,0.16,0.39,Goal,11.0,Head,,Douglas Luiz,Pass (Dead),Matty Cash,Fouled,83db7754,Tottenham,Aston Villa
49,Giovani Lo Celso,Tottenham,0.03,,Blocked,25.0,Left Foot,,Bryan Gil,Pass (Live),Pedro Porro,Fouled,83db7754,Tottenham,Aston Villa
50,Son Heung-min,Tottenham,0.08,,Off Target,9.0,Head,,Dejan Kulusevski,Pass (Live),Pedro Porro,Pass (Dead),83db7754,Tottenham,Aston Villa
52,Leon Bailey,Aston Villa,0.06,0.28,Saved,22.0,Left Foot,,Leon Bailey,Take-On,John McGinn,Pass (Live),83db7754,Tottenham,Aston Villa
55,Son Heung-min,Tottenham,0.06,0.05,Saved,13.0,Left Foot,,Giovani Lo Celso,Pass (Live),Bryan Gil,Pass (Live),83db7754,Tottenham,Aston Villa
60,John McGinn,Aston Villa,0.08,,Off Target,35.0,Left Foot,,Douglas Luiz,Pass (Live),Pau Torres,Pass (Dead),83db7754,Tottenham,Aston Villa
61,Ollie Watkins,Aston Villa,0.09,0.17,Goal,17.0,Right Foot,,Youri Tielemans,Pass (Live),Ollie Watkins,Pass (Live),83db7754,Tottenham,Aston Villa
67,Pedro Porro,Tottenham,0.05,0.39,Saved,17.0,Right Foot,Volley,Son Heung-min,Pass (Live),Pierre Hojbjerg,Pass (Live),83db7754,Tottenham,Aston Villa
68,Ben Davies,Tottenham,0.24,,Off Target,4.0,Head,,Pedro Porro,Pass (Dead),Pedro Porro,Shot,83db7754,Tottenham,Aston Villa
70,Lucas Digne,Aston Villa,0.06,0.48,Saved,27.0,Left Foot,Free kick,Boubacar Kamara,Fouled,Leon Bailey,Pass (Live),83db7754,Tottenham,Aston Villa
71,Ollie Watkins,Aston Villa,0.17,,Off Target,4.0,Head,,Lucas Digne,Pass (Dead),Lucas Digne,Shot,83db7754,Tottenham,Aston Villa
72,Leon Bailey,Aston Villa,0.16,,Blocked,12.0,Left Foot,,Youri Tielemans,Pass (Live),John McGinn,Pass (Live),83db7754,Tottenham,Aston Villa
73,Brennan Johnson,Tottenham,0.43,0.57,Saved,11.0,Right Foot,,Brennan Johnson,Take-On,Son Heung-min,Pass (Live),83db7754,Tottenham,Aston Villa
73,Pierre Hojbjerg,Tottenham,0.03,0.56,Saved,29.0,Right Foot,,Dejan Kulusevski,Pass (Live),Brennan Johnson,Shot,83db7754,Tottenham,Aston Villa
74,Dejan Kulusevski,Tottenham,0.09,0.23,Saved,8.0,Right Foot,,Oliver Skipp,Pass (Live),Dejan Kulusevski,Tackle,83db7754,Tottenham,Aston Villa
80,Leon Bailey,Aston Villa,0.02,,Blocked,26.0,Left Foot,,Ollie Watkins,Pass (Live),Douglas Luiz,Pass (Live),83db7754,Tottenham,Aston Villa
80,Brennan Johnson,Tottenham,0.02,,Off Target,15.0,Left Foot,,Giovani Lo Celso,Pass (Live),Destiny Udogie,Pass (Live),83db7754,Tottenham,Aston Villa
81,Boubacar Kamara,Aston Villa,0.03,0.17,Saved,25.0,Right Foot,,Douglas Luiz,Pass (Live),Douglas Luiz,Take-On,83db7754,Tottenham,Aston Villa
81,Ollie Watkins,Aston Villa,0.41,,Off Target,2.0,Head,,John McGinn,Pass (Live),Boubacar Kamara,Shot,83db7754,Tottenham,Aston Villa
85,Pedro Porro,Tottenham,0.09,,Woodwork,16.0,Right Foot,,Giovani Lo Celso,Pass (Live),Dejan Kulusevski,Pass (Live),83db7754,Tottenham,Aston Villa
90+5,Emerson,Tottenham,0.04,,Off Target,6.0,Head,,Pedro Porro,Pass (Dead),Brennan Johnson,Fouled,83db7754,Tottenham,Aston Villa
90+7,Jhon Duran,Aston Villa,0.01,,Off Target,29.0,Left Foot,,Leon Bailey,Pass (Live),,,83db7754,Tottenham,Aston Villa
4,John McGinn,Aston Villa,0.06,,Blocked,11.0,Right Foot,Volley,Ezri Konsa,Pass (Live),Leon Bailey,Pass (Live),83709fdf,Manchester Utd,Aston Villa
11,Christian Eriksen,Manchester Utd,0.02,0.05,Saved,25.0,Right Foot,Deflected,Bruno Fernandes,Pass (Live),Diogo Dalot,Pass (Dead),83709fdf,Manchester Utd,Aston Villa
16,Leon Bailey,Aston Villa,0.03,,Blocked,24.0,Left Foot,,Douglas Luiz,Pass (Live),Jacob Ramsey,Pass (Live),83709fdf,Manchester Utd,Aston Villa
22,John McGinn,Aston Villa,0.03,0.64,Goal,36.0,Left Foot,Free kick,Leander Dendoncker,Fouled,Ezri Konsa,Pass (Dead),83709fdf,Manchester Utd,Aston Villa
26,Leander Dendoncker,Aston Villa,0.7,0.97,Goal,2.0,Right Foot,Volley,Clement Lenglet,Pass (Live),John McGinn,Pass (Dead),83709fdf,Manchester Utd,Aston Villa
31,Bruno Fernandes,Manchester Utd,0.11,,Off Target,22.0,Right Foot,Volley,Christian Eriksen,Pass (Live),Jonny Evans,Pass (Live),83709fdf,Manchester Utd,Aston Villa
31,Marcus Rashford,Manchester Utd,0.05,0.12,Saved,18.0,Right Foot,,Bruno Fernandes,Pass (Live),Christian Eriksen,Pass (Live),83709fdf,Manchester Utd,Aston Villa
34,Christian Eriksen,Manchester Utd,0.04,,Blocked,30.0,Right Foot,Free kick,Alejandro Garnacho,Fouled,Bruno Fernandes,Pass (Live),83709fdf,Manchester Utd,Aston Villa
35,Marcus Rashford,Manchester Utd,0.05,0.03,Saved,17.0,Right Foot,,Rasmus Hojlund,Pass (Live),Bruno Fernandes,Pass (Live),83709fdf,Manchester Utd,Aston Villa
36,Diogo Dalot,Manchester Utd,0.06,,Blocked,9.0,Left Foot,,Andre Onana,Pass (Live),Christian Eriksen,Pass (Live),83709fdf,Manchester Utd,Aston Villa
42,Douglas Luiz,Aston Villa,0.04,,Off Target,16.0,Head,,Lucas Digne,Pass (Live),Jacob Ramsey,Pass (Live),83709fdf,Manchester Utd,Aston Villa
43,Ezri Konsa,Aston Villa,0.08,,Blocked,21.0,Left Foot,,Ezri Konsa,Take-On,John McGinn,Pass (Live),83709fdf,Manchester Utd,Aston Villa
44,Marcus Rashford,Manchester Utd,0.07,,Off Target,14.0,Left Foot,,Bruno Fernandes,Pass (Live),Alejandro Garnacho,Pass (Live),83709fdf,Manchester Utd,Aston Villa
57,Bruno Fernandes,Manchester Utd,0.02,0.3,Saved,24.0,Right Foot,,Bruno Fernandes,Take-On,Alejandro Garnacho,Pass (Live),83709fdf,Manchester Utd,Aston Villa
59,Alejandro Garnacho,Manchester Utd,0.33,0.87,Goal,8.0,Right Foot,,Marcus Rashford,Pass (Live),Bruno Fernandes,Pass (Live),83709fdf,Manchester Utd,Aston Villa
60,Leon Bailey,Aston Villa,0.07,0.05,Saved,11.0,Left Foot,Volley,Alex Moreno,Pass (Live),Jacob Ramsey,Pass (Live),83709fdf,Manchester Utd,Aston Villa
60,Jacob Ramsey,Aston Villa,0.1,,Blocked,6.0,Right Foot,,Leon Bailey,Pass (Live),Alex Moreno,Pass (Live),83709fdf,Manchester Utd,Aston Villa
62,Diego Carlos,Aston Villa,0.1,,Off Target,8.0,Head,,Douglas Luiz,Pass (Dead),Leander Dendoncker,Pass (Live),83709fdf,Manchester Utd,Aston Villa
63,Alejandro Garnacho,Manchester Utd,0.04,,Off Target,18.0,Right Foot,,Andre Onana,Pass (Live),Diogo Dalot,Pass (Live),83709fdf,Manchester Utd,Aston Villa
71,Alejandro Garnacho,Manchester Utd,0.15,0.03,Goal,17.0,Left Foot,Deflected,Alejandro Garnacho,Pass (Live),Kobbie Mainoo,Pass (Live),83709fdf,Manchester Utd,Aston Villa
72,John McGinn,Aston Villa,0.45,,Blocked,10.0,Left Foot,,Alex Moreno,Pass (Live),John McGinn,Pass (Live),83709fdf,Manchester Utd,Aston Villa
82,Rasmus Hojlund,Manchester Utd,0.1,0.54,Goal,11.0,Left Foot,Volley,Antony,Tackle,,,83709fdf,Manchester Utd,Aston Villa
90+2,Alejandro Garnacho,Manchester Utd,0.09,,Blocked,21.0,Right Foot,,Bruno Fernandes,Pass (Live),,,83709fdf,Manchester Utd,Aston Villa
6,Bruno Guimaraes,Newcastle Utd,0.07,0.25,Saved,26.0,Right Foot,,Kieran Trippier,Pass (Live),Kieran Trippier,Take-On,8ff2f8fe,Newcastle Utd,Aston Villa
6,Sandro Tonali,Newcastle Utd,0.22,0.9,Goal,7.0,Right Foot,Volley,Anthony Gordon,Pass (Live),Joelinton,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
8,Sandro Tonali,Newcastle Utd,0.42,0.68,Saved,12.0,Left Foot,,Anthony Gordon,Pass (Live),Alexander Isak,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
9,Moussa Diaby,Aston Villa,0.02,0.17,Saved,17.0,Left Foot,,Tyrone Mings,Pass (Live),Tyrone Mings,Interception,8ff2f8fe,Newcastle Utd,Aston Villa
11,Moussa Diaby,Aston Villa,0.13,0.13,Goal,14.0,Right Foot,Volley,Ollie Watkins,Pass (Live),Douglas Luiz,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
16,Alexander Isak,Newcastle Utd,0.44,0.32,Goal,10.0,Right Foot,,Sven Botman,Pass (Live),Sandro Tonali,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
21,Tyrone Mings,Aston Villa,0.01,,Blocked,18.0,Head,,John McGinn,Pass (Dead),Ezri Konsa,Fouled,8ff2f8fe,Newcastle Utd,Aston Villa
24,Ollie Watkins,Aston Villa,0.16,,Off Target,12.0,Right Foot,,Moussa Diaby,Pass (Live),Leon Bailey,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
35,Douglas Luiz,Aston Villa,0.11,,Off Target,8.0,Head,,Lucas Digne,Pass (Dead),Moussa Diaby,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
42,Moussa Diaby,Aston Villa,0.12,,Off Target,10.0,Right Foot,,Douglas Luiz,Pass (Live),Moussa Diaby,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
45+7,Douglas Luiz,Aston Villa,0.02,,Blocked,23.0,Right Foot,,Matty Cash,Pass (Live),,,8ff2f8fe,Newcastle Utd,Aston Villa
45+10,Dan Burn,Newcastle Utd,0.16,,Off Target,5.0,Head,,Kieran Trippier,Pass (Dead),Miguel Almiron,Fouled,8ff2f8fe,Newcastle Utd,Aston Villa
48,Bruno Guimaraes,Newcastle Utd,0.03,,Blocked,18.0,Right Foot,,Miguel Almiron,Pass (Live),Kieran Trippier,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
51,Anthony Gordon,Newcastle Utd,0.07,,Blocked,14.0,Right Foot,Volley,Sandro Tonali,Pass (Live),Miguel Almiron,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
52,Sven Botman,Newcastle Utd,0.07,,Off Target,10.0,Head,,Kieran Trippier,Pass (Dead),Anthony Gordon,Shot,8ff2f8fe,Newcastle Utd,Aston Villa
55,Boubacar Kamara,Aston Villa,0.03,,Off Target,7.0,Head,,Lucas Digne,Pass (Dead),Douglas Luiz,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
58,Alexander Isak,Newcastle Utd,0.08,0.54,Goal,10.0,Right Foot,,Bruno Guimaraes,Pass (Live),Bruno Guimaraes,Take-On,8ff2f8fe,Newcastle Utd,Aston Villa
60,Douglas Luiz,Aston Villa,0.02,,Blocked,32.0,Right Foot,,Boubacar Kamara,Pass (Live),Douglas Luiz,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
60,Alexander Isak,Newcastle Utd,0.25,0.3,Saved,14.0,Right Foot,,Miguel Almiron,Pass (Live),Joelinton,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
62,Miguel Almiron,Newcastle Utd,0.05,0.02,Saved,21.0,Left Foot,,,,,,8ff2f8fe,Newcastle Utd,Aston Villa
64,Ollie Watkins,Aston Villa,0.16,0.39,Saved,14.0,Right Foot,,Ollie Watkins,Take-On,Moussa Diaby,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
64,Matty Cash,Aston Villa,0.7,,Off Target,9.0,Right Foot,,Ollie Watkins,Shot,,,8ff2f8fe,Newcastle Utd,Aston Villa
74,Matty Cash,Aston Villa,0.02,0.57,Saved,22.0,Right Foot,,Pau Torres,Pass (Live),Boubacar Kamara,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
75,Diego Carlos,Aston Villa,0.06,,Off Target,10.0,Head,,Lucas Digne,Pass (Dead),Matty Cash,Shot,8ff2f8fe,Newcastle Utd,Aston Villa
77,Callum Wilson,Newcastle Utd,0.47,0.78,Goal,10.0,Right Foot,,Harvey Barnes,Pass (Live),Sandro Tonali,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
80,Callum Wilson,Newcastle Utd,0.02,0.04,Saved,11.0,Right Foot,,Dan Burn,Pass (Live),Joelinton,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
81,Callum Wilson,Newcastle Utd,0.39,0.81,Saved,9.0,Right Foot,,Harvey Barnes,Pass (Live),Joelinton,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
82,Joelinton,Newcastle Utd,0.12,,Blocked,4.0,Head,Deflected,Kieran Trippier,Pass (Dead),Callum Wilson,Shot,8ff2f8fe,Newcastle Utd,Aston Villa
90,Philippe Coutinho,Aston Villa,0.08,,Off Target,11.0,Right Foot,,Youri Tielemans,Pass (Live),Lucas Digne,Pass (Live),8ff2f8fe,Newcastle Utd,Aston Villa
90+1,Harvey Barnes,Newcastle Utd,0.53,0.95,Goal,10.0,Right Foot,,Jacob Murphy,Pass (Live),Jacob Murphy,Take-On,8ff2f8fe,Newcastle Utd,Aston Villa
