Player,Team,Position,GW,FPts,started,Opponent,Home,FP/G,ROS Rank,RkOv,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,Team_long,Ros %,GP,Min
Eddie Nketiah,ARS,F,6,3.0,,,,3.0,200,55,0,0,0,2,2,-0.5,-2,0,0,1,0.0,0,0,0.5,0,0,0,0,0,,84%,1,90
Danny Welbeck,BHA,F,6,3.0,,,,3.0,200,186,0,2,0,0,0,-0.0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,,37%,1,62
Luca Koleosho,BUR,F,6,3.0,,MUN,True,3.0,200,136,0,0,0,0,0,-1.0,0,0,0,0,0.0,4,0,0.0,0,0,0,0,0,BUR,26%,1,72
Mario Lemina,WOL,M,6,3.0,,LUT,False,3.0,200,147,0,0,0,2,0,-1.0,-2,0,0,3,0.0,0,0,1.0,0,0,0,0,0,WOL,12%,1,90
Jean-Philippe Mateta,CRY,F,6,3.0,,FUL,True,3.0,200,179,0,0,0,2,0,-0.0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,CRY,8%,1,19
Pablo Fornals,WHU,M,6,3.0,,,,3.0,200,252,0,0,0,2,0,-0.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,,2%,1,15
Enzo Fernandez,CHE,M,6,2.5,,,,2.5,94,134,0,0,0,0,1,-0.5,0,0,0,0,0.0,0,1,0.0,0,0,0,0,1,,96%,1,67
Taiwo Awoniyi,NOT,F,6,2.5,,MCI,False,2.5,60,31,0,2,0,0,0,-0.5,-2,0,0,0,0.0,2,0,1.0,0,0,0,0,0,NOT,95%,1,74
Michail Antonio,WHU,F,6,2.5,,,,2.5,129,88,0,0,0,0,1,-1.5,0,0,0,0,0.0,2,1,0.0,0,0,0,0,0,,79%,1,73
Gustavo Hamer,SHU,M,6,2.5,,,,2.5,81,60,0,2,0,0,0,-0.5,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,,55%,1,65
Justin Kluivert,BOU,M,6,2.5,,,,2.5,200,229,0,0,0,0,0,-0.5,0,0,0,1,0.0,2,0,0.0,0,0,0,0,0,,25%,1,63
Bobby De Cordova-Reid,FUL,F,6,2.5,,,,2.5,200,170,0,0,0,0,1,-0.0,0,0,0,0,0.0,1,0,0.5,0,0,0,0,0,,17%,1,78
Cameron Archer,SHU,F,6,2.5,,,,2.5,145,219,0,2,0,0,0,-1.0,0,0,0,0,0.0,1,0,0.5,0,0,0,0,0,,12%,1,90
Facundo Buonanotte,BHA,M,6,2.5,,,,2.5,200,358,0,0,0,2,0,-1.5,0,0,0,2,0.0,0,0,0.0,0,0,0,0,0,,9%,1,45
Reiss Nelson,ARS,F,6,2.5,,,,2.5,200,325,0,2,0,0,0,-0.5,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,,4%,1,12
Mike Tresor,BUR,F,6,2.5,,MUN,True,2.5,200,332,0,2,0,0,0,-0.5,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,BUR,2%,1,69
Ola Aina,NOT,D,6,2.5,,MCI,False,2.5,200,293,0,0,0,0,2,-0.0,0,0,0,1,0.5,1,0,2.0,0,0,0,-4,0,NOT,2%,1,74
Pelly Ruddock,LUT,M,6,2.5,,,,2.5,200,302,0,2,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,,1%,1,32
Nathan Collins,BRF,D,6,2.25,,EVE,True,2.25,200,116,0,2,0,0,2,-0.5,0,0,0,2,0.75,1,0,1.0,0,0,0,-6,0,BRF,37%,1,90
Yoane Wissa,BRF,F,6,2.0,,EVE,True,2.0,53,37,0,2,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,BRF,93%,1,90
Richarlison,TOT,F,6,2.0,,,,2.0,80,93,0,0,0,2,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,86%,1,10
Kai Havertz,ARS,F,6,2.0,,,,2.0,120,165,0,0,0,0,1,-0.0,-2,0,0,1,0.0,1,0,1.0,0,0,0,0,0,,82%,1,45
Philip Billing,BOU,M,6,2.0,,,,2.0,139,107,0,0,0,0,2,-1.0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,,72%,1,81
Jordan Ayew,CRY,F,6,2.0,,FUL,True,2.0,117,63,0,0,0,0,2,-1.0,-2,0,0,0,0.0,2,0,1.0,0,0,0,0,0,CRY,70%,1,90
Mohammed Kudus,WHU,M,6,2.0,,,,2.0,39,281,0,0,0,0,1,-0.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,,67%,1,15
Matheus Cunha,WOL,F,6,2.0,,LUT,False,2.0,131,64,0,0,0,0,0,-1.0,0,0,0,0,0.0,2,0,1.0,0,0,0,0,0,WOL,57%,1,70
Leon Bailey,AVL,F,6,2.0,,,,2.0,200,117,0,2,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,56%,1,14
Cole Palmer,CHE,M,6,2.0,,,,2.0,102,284,0,4,0,0,0,-2.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,44%,1,21
Oliver Norwood,SHU,M,6,2.0,,,,2.0,200,166,0,0,0,0,1,-0.0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,,14%,1,61
Emile Smith Rowe,ARS,M,6,2.0,,,,2.0,200,327,0,0,0,0,0,-0.0,0,0,0,0,0.0,2,0,0.0,0,0,0,0,0,,9%,1,1
Chris Wood,NOT,F,6,2.0,,MCI,False,2.0,200,235,0,2,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,NOT,2%,1,14
Albert Sambi Lokonga,LUT,M,6,2.0,,WOL,True,2.0,200,350,0,0,0,2,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,LUT,1%,1,56
Chris Basham,SHU,D,6,2.0,,,,2.0,200,265,0,2,0,0,1,-0.0,0,0,0,0,0.0,1,0,0.0,0,0,0,-2,0,,0%,1,14
Saman Ghoddos,BRF,F,6,2.0,,EVE,True,2.0,200,329,0,2,0,0,1,-0.0,-2,0,1,0,0.0,0,0,0.0,0,0,0,0,0,BRF,0%,1,16
Craig Dawson,WOL,D,6,1.75,,LUT,False,1.75,200,183,0,0,0,0,0,-0.0,0,0,0,0,0.75,0,2,1.0,0,0,0,-2,0,WOL,14%,1,90
Mads Roerslev,BRF,D,6,1.75,,EVE,True,1.75,200,249,0,2,0,0,0,-0.5,0,0,0,0,0.25,1,0,1.0,0,0,0,-2,0,BRF,4%,1,60
Reece Burke,LUT,D,6,1.75,,WOL,True,1.75,200,241,0,0,0,0,0,-0.0,0,0,0,1,0.75,0,0,2.0,0,0,0,-2,0,LUT,3%,1,90
Rasmus Hojlund,MUN,F,6,1.5,,BUR,False,1.5,58,266,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,1.5,0,0,0,0,0,MUN,87%,1,90
Ben Chilwell,CHE,D,6,1.5,,,,1.5,35,115,0,0,0,2,1,-0.0,-2,0,1,1,0.5,0,0,0.0,0,0,0,-2,0,,85%,1,28
Yves Bissouma,TOT,M,6,1.5,,,,1.5,68,74,0,0,0,0,2,-1.0,-2,0,0,0,0.0,1,1,0.5,0,0,0,0,0,,81%,1,90
Odsonne Edouard,CRY,F,6,1.5,,FUL,True,1.5,97,25,0,0,0,0,0,-0.5,0,0,0,0,0.0,1,0,1.0,0,0,0,0,0,CRY,80%,1,88
Raphael Varane,MUN,D,6,1.5,,BUR,False,1.5,200,164,0,0,0,0,0,-0.0,0,0,0,0,0.5,0,1,0.0,0,0,0,0,0,MUN,75%,1,10
Alex Iwobi,FUL,M,6,1.5,,CRY,False,1.5,101,223,0,2,0,0,0,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,FUL,63%,1,14
Manor Solomon,TOT,F,6,1.5,,,,1.5,70,81,0,0,0,0,0,-0.5,0,0,0,1,0.0,1,0,0.0,0,0,0,0,0,,62%,1,26
Sander Berge,BUR,M,6,1.5,,MUN,True,1.5,200,225,0,0,0,0,0,-0.0,0,0,0,0,0.0,1,0,0.5,0,0,0,0,0,BUR,6%,1,16
Carlos Baleba,BHA,M,6,1.5,,,,1.5,200,376,0,0,0,0,2,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,3%,1,15
Frank Onyeka,BRF,M,6,1.5,,EVE,True,1.5,200,227,0,0,0,0,1,-0.5,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,BRF,0%,1,28
Cauley Woodrow,LUT,F,6,1.5,,WOL,True,1.5,200,270,0,2,0,0,0,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,LUT,0%,1,17
Declan Rice,ARS,M,6,1.0,,,,1.0,66,67,0,0,0,0,0,-0.5,0,0,0,0,0.0,0,0,1.5,0,0,0,0,0,,98%,1,45
Pape Sarr,TOT,M,6,1.0,,,,1.0,115,65,0,0,0,0,1,-0.5,-2,0,0,0,0.0,1,1,0.5,0,0,0,0,0,,76%,1,90
Callum Hudson-Odoi,NOT,F,6,1.0,,MCI,False,1.0,107,181,0,0,0,0,0,-0.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,NOT,43%,1,33
Ryan Gravenberch,LIV,M,6,1.0,,,,1.0,200,360,0,0,0,0,1,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,37%,1,12
Hwang Hee-Chan,WOL,F,6,1.0,,,,1.0,200,72,0,0,0,0,0,-0.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,,28%,1,45
Hamed Traore,BOU,M,6,1.0,,,,1.0,200,296,0,0,0,0,0,-0.0,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,,25%,1,7
Ryan Giles,LUT,M,6,1.0,,,,1.0,200,206,0,0,0,0,0,-0.0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,,12%,1,17
David Brooks,BOU,M,6,1.0,,,,1.0,200,185,0,2,0,0,1,-0.0,-2,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,6%,1,7
Jorginho,ARS,M,6,1.0,,,,1.0,200,347,0,0,0,0,0,-1.0,0,0,0,1,0.0,0,1,0.0,0,0,0,0,0,,4%,1,45
Kalvin Phillips,MCI,M,6,1.0,,NOT,True,1.0,200,340,0,0,0,0,1,-1.0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,MCI,2%,1,38
Jay Rodriguez,BUR,F,6,1.0,,MUN,True,1.0,200,374,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,BUR,1%,1,16
Boubacar Traore,WOL,M,6,1.0,,LUT,False,1.0,200,367,0,0,0,0,0,-0.5,0,0,0,0,0.0,0,1,0.5,0,0,0,0,0,WOL,0%,1,18
Leander Dendoncker,AVL,M,6,1.0,,,,1.0,200,383,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,,0%,1,1
Tom Davies,SHU,M,6,1.0,,,,1.0,200,346,0,0,0,0,1,-1.0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,,0%,1,27
Ansu Fati,BHA,F,6,0.5,,,,0.5,112,246,0,0,0,0,1,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,70%,1,45
Arnaut Danjuma Groeneveld,EVE,F,6,0.5,,,,0.5,83,150,0,0,0,0,0,-0.5,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,,36%,1,12
Jordan Beyer,BUR,D,6,0.5,,MUN,True,0.5,200,335,0,0,0,0,0,-0.0,-2,0,0,1,0.5,0,2,1.0,0,0,0,-2,0,BUR,11%,1,90
Elijah Adebayo,LUT,F,6,0.5,,WOL,True,0.5,200,263,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,LUT,7%,1,4
Wataru Endo,LIV,M,6,0.5,,,,0.5,200,359,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,,5%,1,1
Valentino Livramento,NEW,D,6,0.5,,,,0.5,200,391,0,0,0,0,1,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,5%,1,19
Marcos Senesi,BOU,D,6,0.5,,,,0.5,200,285,0,0,0,0,1,-0.0,-2,0,0,0,0.5,0,1,0.0,0,0,0,0,0,,2%,1,6
Keane Lewis-Potter,BRF,F,6,0.5,,EVE,True,0.5,200,300,0,0,0,0,0,-0.5,0,0,0,0,0.0,1,0,0.0,0,0,0,0,0,BRF,2%,1,88
Hugo Bueno,WOL,D,6,0.5,,LUT,False,0.5,200,315,0,0,0,0,0,-0.0,0,0,0,0,0.5,0,0,0.0,0,0,0,0,0,WOL,2%,1,5
William Saliba,ARS,D,6,0.25,,,,0.25,108,98,0,0,0,0,1,-0.0,0,0,0,0,0.25,0,2,1.0,0,0,0,-4,0,,98%,1,90
Oleksandr Zinchenko,ARS,D,6,0.25,,,,0.25,130,158,0,0,0,0,2,-0.0,0,0,0,1,0.25,0,0,1.0,0,0,0,-4,0,,95%,1,90
Nayef Aguerd,WHU,D,6,0.25,,,,0.25,200,105,0,0,0,0,0,-0.0,0,0,0,0,1.25,0,3,2.0,0,0,0,-6,0,,32%,1,90
Matt Doherty,WOL,D,6,0.25,,LUT,False,0.25,200,372,0,0,0,0,0,-0.0,0,0,0,0,1.25,0,0,1.0,0,0,0,-2,0,WOL,17%,1,45
Toti,WOL,D,6,0.25,,,,0.25,200,342,0,0,0,0,1,-0.0,0,0,0,0,0.25,0,1,0.0,0,0,0,-2,0,,0%,1,45
Micky van de Ven,TOT,D,6,0.0,,,,0.0,200,160,0,0,0,0,1,-0.0,0,0,0,1,1.0,0,0,1.0,0,0,0,-4,0,,61%,1,90
Harvey Barnes,NEW,M,6,0.0,,,,0.0,74,193,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,53%,1,11
Fabio Vieira,ARS,M,6,0.0,,,,0.0,147,137,0,0,0,0,1,-1.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,41%,1,45
Sofyan Amrabat,MUN,M,6,0.0,,BUR,False,0.0,200,343,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,MUN,38%,1,1
Nelson Semedo,WOL,D,6,0.0,,LUT,False,0.0,200,195,0,0,0,0,0,-0.0,0,0,0,0,1.0,0,1,0.0,0,0,0,-2,0,WOL,19%,1,83
Pierre-Emile Hojbjerg,TOT,M,6,0.0,,,,0.0,200,385,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,16%,1,11
Tariq Lamptey,BHA,D,6,0.0,,,,0.0,200,261,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,15%,1,2
Carlos Vinicius,FUL,F,6,0.0,,CRY,False,0.0,200,289,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,FUL,9%,1,10
Danny Ings,WHU,F,6,0.0,,,,0.0,200,378,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,8%,1,2
Armando Broja,CHE,F,6,0.0,,,,0.0,200,437,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,7%,1,10
Johann Gudmundsson,BUR,M,6,0.0,,,,0.0,200,228,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,6%,1,19
Kristoffer Ajer,BRF,D,6,0.0,,EVE,True,0.0,200,238,0,0,0,0,1,-0.0,0,0,0,0,0.0,1,0,2.0,0,0,0,-4,0,BRF,2%,1,28
Orel Mangala,NOT,M,6,0.0,,MCI,False,0.0,200,256,0,0,0,0,0,-0.0,-2,0,0,2,0.0,0,0,0.0,0,0,0,0,0,NOT,1%,1,90
Tommy Doyle,WOL,M,6,0.0,,LUT,False,0.0,200,486,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,WOL,1%,1,1
Michael Olakigbe,BRF,F,6,0.0,,EVE,True,0.0,200,364,0,0,0,0,0,-0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,BRF,0%,1,1
Pedro Porro,TOT,D,6,-0.5,,,,-0.5,38,50,0,0,0,0,2,-1.0,0,0,0,1,0.5,1,0,0.0,0,0,0,-4,0,,99%,1,90
Emerson,WHU,D,6,-0.5,,,,-0.5,200,119,0,0,0,0,1,-0.5,0,0,0,3,1.0,1,0,0.0,0,0,0,-6,0,,52%,1,90
Youri Tielemans,AVL,M,6,-0.5,,,,-0.5,200,365,0,0,0,0,0,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,34%,1,8
Illia Zabarnyi,BOU,D,6,-0.5,,,,-0.5,200,213,0,0,0,0,2,-0.0,-2,0,0,3,0.5,1,1,0.0,0,0,0,-6,0,,7%,1,90
Jhon Duran,AVL,F,6,-0.5,,,,-0.5,200,187,0,0,0,0,0,-1.0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,,5%,1,1
Jesurun Rak-Sakyi,CRY,M,6,-0.5,,,,-0.5,200,356,0,0,0,0,0,-0.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,0%,1,1
Morgan Gibbs-White,NOT,M,6,-1.0,,MCI,False,-1.0,19,46,0,0,0,0,1,-1.0,-2,0,0,1,0.0,0,0,0.0,0,0,0,0,0,NOT,99%,1,90
Lewis Hall,NEW,D,6,-1.0,,,,-1.0,200,715,0,0,0,0,0,-1.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,18%,1,8
Ibrahim Sangare,NOT,M,6,-1.0,,MCI,False,-1.0,200,274,0,0,0,0,1,-0.0,-2,0,0,0,0.0,0,0,0.0,0,0,0,0,0,NOT,10%,1,55
Jayden Bogle,SHU,D,6,-1.0,,,,-1.0,200,234,0,2,0,0,0,-0.0,0,0,1,2,0.0,0,0,0.0,0,0,0,-6,0,,6%,1,45
Connor Roberts,BUR,D,6,-1.25,,MUN,True,-1.25,200,731,0,0,0,0,0,-0.0,0,0,0,0,0.75,0,0,0.0,0,0,0,-2,0,BUR,8%,1,90
Iyenoma Destiny Udogie,TOT,D,6,-1.5,,,,-1.5,43,73,0,0,0,0,4,-1.5,-2,0,0,0,1.0,0,1,0.0,0,0,0,-4,0,,98%,1,90
Ashley Young,EVE,D,6,-1.5,,BRF,False,-1.5,200,245,0,0,0,0,1,-0.0,-2,0,0,0,0.5,0,1,0.0,0,0,0,-2,0,EVE,17%,1,90
Moussa Niakhate,NOT,D,6,-1.75,,MCI,False,-1.75,200,725,0,0,0,0,1,-0.0,0,0,0,1,0.25,0,0,0.0,0,0,0,-4,0,NOT,1%,1,90
Anis Ben Slimane,SHU,M,6,-2.0,,,,-2.0,200,720,0,0,0,0,0,-0.0,-2,0,0,0,0.0,0,0,0.0,0,0,0,0,0,,0%,1,23
Jack Grealish,MCI,M,6,-2.5,,NOT,True,-2.5,24,201,0,0,0,0,0,-0.5,-2,0,0,0,0.0,0,0,0.0,0,0,0,0,0,MCI,99%,1,2
Cristian Romero,TOT,D,6,-2.5,,,,-2.5,84,45,0,0,0,0,3,-0.0,-2,0,0,1,1.5,0,0,3.0,0,0,-5,-4,0,,90%,1,90
Divock Origi,NOT,F,6,-3.0,,MCI,False,-3.0,200,626,0,0,0,0,0,-1.0,-2,0,0,0,0.0,0,0,0.0,0,0,0,0,0,NOT,4%,1,14
Malo Gusto,CHE,D,6,-4.0,,,,-4.0,200,124,0,2,0,0,0,-0.0,0,-7,0,0,0.0,0,0,1.0,0,0,0,0,0,,55%,1,57
Serge Aurier,NOT,D,6,-4.25,,MCI,False,-4.25,136,155,0,0,0,0,0,-0.5,0,0,0,0,0.25,0,0,0.0,0,0,0,-4,0,NOT,60%,1,55
Max Aarons,BOU,D,6,-4.25,,,,-4.25,200,292,0,0,0,0,1,-0.5,0,0,0,0,0.25,1,0,0.0,0,0,0,-6,0,,7%,1,90
Jean-Ricner Bellegarde,WOL,M,6,-4.5,,LUT,False,-4.5,200,424,0,0,0,0,2,-0.5,0,-7,0,0,0.0,0,1,0.0,0,0,0,0,0,WOL,6%,1,38
Nuno Tavares,NOT,D,6,-5.0,,MCI,False,-5.0,200,728,0,0,0,0,0,-0.0,-2,0,1,0,0.0,0,0,0.0,0,0,0,-4,0,NOT,3%,1,38
Kurt Zouma,WHU,D,6,-5.5,,,,-5.5,132,89,0,0,0,0,2,-0.0,-2,0,0,0,0.5,0,0,0.0,0,0,0,-6,0,,65%,1,90
Aaron Hickey,BRF,D,6,-5.75,,EVE,True,-5.75,200,384,0,0,0,0,0,-0.0,0,0,0,0,0.25,0,0,0.0,0,0,0,-6,0,BRF,10%,1,72
Rodri,MCI,M,6,-6.5,,NOT,True,-6.5,36,54,0,0,0,0,0,-0.5,0,-7,0,0,0.0,1,0,0.0,0,0,0,0,0,MCI,99%,1,45
Milos Kerkez,BOU,D,6,-7.5,,,,-7.5,200,247,0,0,0,0,1,-1.0,0,0,1,1,0.5,1,0,0.0,0,0,-5,-6,0,,27%,1,90
Luke Thomas,SHU,D,6,-9.25,,,,-9.25,200,722,0,0,0,0,0,-0.0,0,0,0,1,0.75,3,0,2.0,0,0,0,-16,0,,1%,1,90
John Egan,SHU,D,6,-10.25,,,,-10.25,200,304,0,0,0,0,0,-0.0,-2,0,0,5,1.75,0,0,1.0,0,0,0,-16,0,,6%,1,90
Anel Ahmedhodzic,SHU,D,6,-12.75,,,,-12.75,200,319,0,0,0,0,1,-0.0,-2,0,0,1,0.25,2,1,0.0,0,0,0,-16,0,,12%,1,90
Jack Robinson,SHU,D,6,-13.0,,,,-13.0,200,288,0,0,0,0,0,-0.0,-2,0,0,1,2.0,0,0,2.0,0,0,0,-16,0,,2%,1,90
