Player,Team,Position,GW,FPts,started,Opponent,Home,FP/G,ROS Rank,RkOv,G,KP,AT,SOT,TkW,DIS,YC,RC,ACNC,Int,CLR,CoS,BS,AER,PKM,PKD,OG,GAO,CS,Team_long,Ros %,GP,Min,FPts/Start
Arnaut Danjuma Groeneveld,EVE,F,1,4.0,,,,4.0,83,150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,36%,1,90,inf
Justin Kluivert,BOU,M,1,4.0,0.0,WHU,True,4.0,200,229,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Bournemouth,25%,1,26,inf
Josh Cullen,BUR,M,1,4.0,1.0,MCI,True,4.0,200,177,0,0,0,0,1,0,1,0,0,1,3,0,2,4,0,0,0,1,0,Burnley,14%,1,90,4.1
Oliver Norwood,SHU,M,1,4.0,1.0,CRY,True,4.0,200,166,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,Sheffield Utd,14%,1,19,5.0
Sander Berge,BUR,M,1,4.0,1.0,MCI,True,4.0,200,225,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,Burnley,6%,1,25,2.1
Nathan Patterson,EVE,D,1,4.0,1.0,FUL,True,4.0,200,218,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Everton,5%,1,2,3.2
Ola Aina,NOT,D,1,4.0,1.0,ARS,False,4.0,200,293,0,1,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,1,0,Nott'ham Forest,2%,1,90,1.7
Keane Lewis-Potter,BRF,F,1,4.0,,,,4.0,200,300,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,2%,1,7,inf
Casemiro,MUN,M,1,3.5,1.0,WOL,True,3.5,65,71,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,Manchester Utd,98%,1,63,8.5
Diogo Jota,LIV,F,1,3.5,1.0,CHE,False,3.5,41,91,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,Liverpool,98%,1,55,8.9
Rasmus Hojlund,MUN,F,1,3.5,,,,3.5,58,266,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,87%,1,63,inf
Diogo Dalot,MUN,D,1,3.5,,,,3.5,50,196,0,1,0,0,3,1,0,0,0,1,0,4,0,0,0,0,0,3,0,,84%,1,90,inf
Nicolo Zaniolo,AVL,M,1,3.5,,,,3.5,200,236,0,3,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,,38%,1,56,inf
Jeffrey Schlupp,CRY,M,1,3.5,1.0,SHU,False,3.5,138,118,0,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,3,0,Crystal Palace,31%,1,90,6.7
Nathan Collins,BRF,D,1,3.25,1.0,TOT,True,3.25,200,116,0,0,0,0,0,0,1,0,0,2,5,1,0,3,0,0,0,1,0,Brentford,37%,1,90,5.4
Kaoru Mitoma,BHA,M,1,3.0,1.0,LUT,True,3.0,10,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Brighton,100%,1,90,15.5
Michail Antonio,WHU,F,1,3.0,1.0,BOU,False,3.0,129,88,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,West Ham,79%,1,66,6.7
Brennan Johnson,TOT,F,1,3.0,1.0,ARS,False,3.0,89,259,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nott'ham Forest,72%,1,9,2.2
Mohammed Kudus,WHU,M,1,3.0,,,,3.0,39,281,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,,67%,1,22,inf
Lewis Dunk,BHA,D,1,3.0,1.0,LUT,True,3.0,200,309,0,0,0,0,0,1,0,0,0,2,2,1,1,1,0,0,0,1,0,Brighton,49%,1,90,2.5
Elijah Adebayo,LUT,F,1,3.0,1.0,BHA,False,3.0,200,263,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Luton Town,7%,1,15,2.2
Frank Onyeka,BRF,M,1,3.0,,,,3.0,200,227,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0%,1,17,inf
Iyenoma Destiny Udogie,TOT,D,1,2.75,,,,2.75,43,73,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,1,0,,98%,1,90,inf
Amari'i Bell,LUT,D,1,2.75,1.0,BHA,False,2.75,200,297,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,Luton Town,13%,1,90,1.6
Charlie Taylor,BUR,D,1,2.75,,,,2.75,200,341,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,0,1,0,,4%,1,90,inf
Jarrod Bowen,WHU,M,1,2.5,1.0,BOU,False,2.5,16,11,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,3,0,West Ham,100%,1,90,14.4
Son Heung-Min,TOT,F,1,2.5,,,,2.5,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,100%,1,79,inf
Bryan Mbeumo,BRF,F,1,2.5,1.0,TOT,True,2.5,25,22,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,Brentford,100%,1,90,12.3
Darwin Nunez,LIV,F,1,2.5,0.0,CHE,False,2.5,23,70,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool,100%,1,33,inf
Christian Eriksen,MUN,M,1,2.5,0.0,WOL,True,2.5,143,123,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,Manchester Utd,67%,1,90,inf
Rico Henry,BRF,D,1,2.5,1.0,TOT,True,2.5,200,142,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Brentford,30%,1,41,5.8
Bobby De Cordova-Reid,FUL,F,1,2.5,,,,2.5,200,170,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,17%,1,8,inf
Mahmoud Dahoud,BHA,M,1,2.5,1.0,LUT,True,2.5,200,232,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,Brighton,16%,1,76,3.1
Scott McTominay,MUN,M,1,2.5,0.0,WOL,True,2.5,200,262,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,0,Manchester Utd,2%,1,84,inf
Micky van de Ven,TOT,D,1,2.25,1.0,BRF,False,2.25,200,160,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,0,1,0,Tottenham,61%,1,88,5.1
Ben Mee,BRF,D,1,2.25,,,,2.25,100,338,0,0,0,0,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,,58%,1,71,inf
Kurt Zouma,WHU,D,1,2.0,1.0,BOU,False,2.0,132,89,0,0,0,1,0,0,0,0,0,2,4,0,2,1,0,0,0,3,0,West Ham,65%,1,90,5.9
Beto,EVE,F,1,2.0,,,,2.0,106,200,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,41%,1,65,inf
Ryan Gravenberch,LIV,M,1,2.0,,,,2.0,200,360,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,37%,1,1,inf
Oliver McBurnie,SHU,F,1,2.0,,,,2.0,110,190,0,0,0,1,1,3,0,1,0,0,3,0,1,13,0,0,0,2,0,,21%,1,88,inf
Facundo Pellistri,MUN,M,1,2.0,0.0,WOL,True,2.0,200,326,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,Manchester Utd,17%,1,4,inf
Anthony Martial,MUN,F,1,2.0,,,,2.0,200,253,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,13%,1,25,inf
Anel Ahmedhodzic,SHU,D,1,2.0,1.0,CRY,True,2.0,200,319,0,0,0,0,2,1,0,0,0,1,2,0,3,0,0,0,0,2,0,Sheffield Utd,12%,1,90,0.7
David Brooks,BOU,M,1,2.0,1.0,WHU,True,2.0,200,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bournemouth,6%,1,1,4.3
Johann Gudmundsson,BUR,M,1,2.0,,,,2.0,200,228,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,6%,1,62,inf
Fabio Silva,WOL,F,1,2.0,0.0,MUN,False,2.0,200,231,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,Wolves,4%,1,28,inf
Mike Tresor,BUR,F,1,2.0,,,,2.0,200,332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2%,1,13,inf
Orel Mangala,NOT,M,1,2.0,1.0,ARS,False,2.0,200,256,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,Nott'ham Forest,1%,1,70,1.4
Aaron Hickey,BRF,D,1,1.75,1.0,TOT,True,1.75,200,384,0,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,Brentford,10%,1,81,0.9
Jan-Paul van Hecke,BHA,D,1,1.75,,,,1.75,200,239,0,0,0,0,0,0,1,0,0,1,3,0,2,2,0,0,0,1,0,,8%,1,90,inf
Joe Worrall,NOT,D,1,1.75,1.0,ARS,False,1.75,200,224,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,Nott'ham Forest,4%,1,90,3.3
Lucas Paqueta,WHU,M,1,1.5,1.0,BOU,False,1.5,37,40,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,3,0,West Ham,100%,1,90,10.7
Jordan Ayew,CRY,F,1,1.5,1.0,SHU,False,1.5,117,63,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Crystal Palace,70%,1,24,7.8
Christian Norgaard,BRF,M,1,1.5,1.0,TOT,True,1.5,123,56,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,Brentford,55%,1,71,7.2
Billy Gilmour,BHA,M,1,1.5,0.0,LUT,True,1.5,200,69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,49%,1,12,inf
Amadou Onana,EVE,M,1,1.5,1.0,FUL,True,1.5,200,104,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Everton,28%,1,90,5.3
Curtis Jones,LIV,M,1,1.5,0.0,CHE,False,1.5,200,386,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,1,0,Liverpool,21%,1,90,inf
Boubacar Kamara,AVL,M,1,1.5,1.0,NEW,False,1.5,200,109,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Aston Villa,16%,1,57,6.2
Marcos Senesi,BOU,D,1,1.5,1.0,WHU,True,1.5,200,285,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,Bournemouth,2%,1,16,2.5
Albert Sambi Lokonga,LUT,M,1,1.5,,,,1.5,200,350,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,1%,1,73,inf
Takehiro Tomiyasu,ARS,D,1,1.25,0.0,NOT,True,1.25,200,316,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Arsenal,5%,1,9,inf
Nuno Tavares,NOT,D,1,1.25,,,,1.25,200,728,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,3%,1,36,-inf
Evan Ferguson,BHA,F,1,1.0,0.0,LUT,True,1.0,56,51,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,99%,1,4,inf
Said Benrahma,WHU,M,1,1.0,1.0,BOU,False,1.0,88,135,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,West Ham,70%,1,21,5.4
John McGinn,AVL,M,1,1.0,1.0,NEW,False,1.0,200,87,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,Aston Villa,64%,1,70,5.8
Alex Iwobi,FUL,M,1,1.0,1.0,FUL,True,1.0,101,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton,63%,1,27,3.3
Aaron Wan-Bissaka,MUN,D,1,1.0,1.0,WOL,True,1.0,200,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,59%,1,4,5.8
Victor Lindelof,MUN,D,1,1.0,0.0,WOL,True,1.0,200,264,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,Manchester Utd,11%,1,90,inf
Harrison Reed,FUL,M,1,1.0,1.0,EVE,False,1.0,200,152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Fulham,8%,1,61,5.4
Chiedozie Ogbene,LUT,F,1,1.0,0.0,BHA,False,1.0,200,242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Luton Town,6%,1,15,inf
Sergio Gomez,MCI,D,1,1.0,,,,1.0,200,271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1%,1,1,inf
Pelly Ruddock,LUT,M,1,1.0,,,,1.0,200,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1%,1,15,inf
Naouirou Ahamada,CRY,M,1,1.0,,,,1.0,200,334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,,1%,1,1,inf
Chris Basham,SHU,D,1,1.0,1.0,CRY,True,1.0,200,265,0,0,0,0,0,0,1,0,0,1,8,1,0,3,0,0,0,2,0,Sheffield Utd,0%,1,90,1.8
Jordan Beyer,BUR,D,1,0.75,1.0,MCI,True,0.75,200,335,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,1,0,Burnley,11%,1,86,0.7
Miguel Almiron,NEW,M,1,0.5,1.0,AVL,True,0.5,69,96,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Newcastle Utd,95%,1,6,5.1
Nicolas Jackson,CHE,F,1,0.5,1.0,LIV,True,0.5,52,125,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,Chelsea,94%,1,90,6.4
Kai Havertz,ARS,F,1,0.5,1.0,NOT,True,0.5,120,165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsenal,82%,1,9,3.5
James Garner,EVE,M,1,0.5,1.0,FUL,True,0.5,141,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Everton,37%,1,9,7.2
Youri Tielemans,AVL,M,1,0.5,0.0,NEW,False,0.5,200,365,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Aston Villa,34%,1,31,inf
Cameron Archer,SHU,F,1,0.5,,,,0.5,145,219,0,1,0,0,0,4,1,0,0,0,0,1,1,1,0,0,0,2,0,,12%,1,90,inf
Neal Maupay,BRF,F,1,0.5,1.0,FUL,True,0.5,200,283,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Everton,3%,1,17,1.5
Ameen Al Dakhil,BUR,D,1,0.5,,,,0.5,200,726,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,,3%,1,90,-inf
Youssef Ramalho Chermiti,EVE,F,1,0.5,,,,0.5,200,719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0%,1,1,-inf
Tom Cairney,FUL,M,1,0.5,1.0,EVE,False,0.5,200,371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fulham,0%,1,8,0.3
Matty Cash,AVL,D,1,0.25,1.0,NEW,False,0.25,79,66,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,Aston Villa,96%,1,90,7.1
Pau Torres,AVL,D,1,0.25,0.0,NEW,False,0.25,200,209,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Aston Villa,58%,1,90,inf
Sergio Reguilon,MUN,D,1,0.25,,,,0.25,125,328,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,,34%,1,84,inf
Trent Alexander-Arnold,LIV,D,1,0.0,1.0,CHE,False,0.0,8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool,100%,0,0,6.8
Solly March,BHA,M,1,0.0,1.0,LUT,True,0.0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,100%,0,0,11.4
Pervis Estupinan,BHA,D,1,0.0,1.0,LUT,True,0.0,33,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,100%,0,0,11.6
Gabriel Jesus,ARS,F,1,0.0,,,,0.0,14,128,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,,100%,1,23,inf
Alexander Isak,NEW,F,1,0.0,1.0,AVL,True,0.0,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Utd,100%,0,0,7.7
Virgil van Dijk,LIV,D,1,0.0,1.0,CHE,False,0.0,44,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool,100%,0,0,6.2
Jack Grealish,MCI,M,1,0.0,,,,0.0,24,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99%,0,0,inf
Reece James,CHE,D,1,0.0,1.0,LIV,True,0.0,42,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea,98%,0,0,1.3
Kevin De Bruyne,MCI,M,1,0.0,1.0,BUR,False,0.0,49,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,96%,0,0,0.7
Mason Mount,MUN,M,1,0.0,1.0,WOL,True,0.0,64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,96%,0,0,1.3
Alexis Mac Allister,LIV,M,1,0.0,1.0,CHE,False,0.0,76,188,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,Liverpool,95%,1,45,4.3
Nathan Ake,MCI,D,1,0.0,1.0,BUR,False,0.0,200,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,94%,1,1,6.2
Michael Olise,CRY,M,1,0.0,,,,0.0,45,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90%,0,0,
Sandro Tonali,NEW,M,1,0.0,1.0,AVL,True,0.0,200,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Utd,88%,0,0,5.2
Ben Chilwell,CHE,D,1,0.0,1.0,LIV,True,0.0,35,115,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Chelsea,85%,1,9,6.8
Christopher Nkunku,CHE,F,1,0.0,,,,0.0,98,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,85%,0,0,
Joelinton,NEW,M,1,0.0,1.0,AVL,True,0.0,105,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newcastle Utd,82%,0,0,4.3
John Stones,MCI,D,1,0.0,,,,0.0,200,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,82%,0,0,
Luke Shaw,MUN,D,1,0.0,1.0,WOL,True,0.0,87,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,82%,0,0,3.8
Matheus Nunes,MCI,M,1,0.0,1.0,MUN,False,0.0,149,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolves,78%,1,22,4.8
Raphael Varane,MUN,D,1,0.0,1.0,WOL,True,0.0,200,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,75%,0,0,3.8
Mateo Kovacic,MCI,M,1,0.0,0.0,BUR,False,0.0,200,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,74%,0,0,inf
Willy Boly,NOT,D,1,0.0,1.0,ARS,False,0.0,111,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nott'ham Forest,73%,0,0,9.8
Antony,MUN,F,1,0.0,1.0,WOL,True,0.0,200,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,69%,0,0,5.1
Moises Caicedo,CHE,M,1,0.0,,,,0.0,200,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,69%,0,0,inf
Jacob Ramsey,AVL,M,1,0.0,,,,0.0,92,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64%,0,0,inf
Serge Aurier,NOT,D,1,0.0,1.0,ARS,False,0.0,136,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nott'ham Forest,60%,0,0,5.0
Alex Moreno,AVL,D,1,0.0,,,,0.0,77,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59%,0,0,
Ivan Toney,BRF,F,1,0.0,,,,0.0,72,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57%,0,0,
Antonee Robinson,FUL,D,1,0.0,1.0,EVE,False,0.0,200,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fulham,54%,0,0,3.7
Marc Guehi,CRY,D,1,0.0,1.0,SHU,False,0.0,200,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Palace,50%,0,0,5.3
Jefferson Lerma,CRY,M,1,0.0,1.0,SHU,False,0.0,200,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Palace,46%,0,0,6.4
Julio Enciso,BHA,F,1,0.0,,,,0.0,142,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45%,0,0,inf
Alfie Doughty,LUT,M,1,0.0,0.0,BHA,False,0.0,96,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luton Town,42%,1,15,inf
Sofyan Amrabat,MUN,M,1,0.0,,,,0.0,200,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38%,0,0,
Jadon Sancho,MUN,M,1,0.0,0.0,WOL,True,0.0,200,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester Utd,35%,0,0,inf
Thomas Partey,ARS,M,1,0.0,1.0,NOT,True,0.0,200,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsenal,33%,0,0,4.4
Raul Jimenez,FUL,F,1,0.0,1.0,EVE,False,0.0,200,226,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Fulham,33%,1,61,3.2
Jack Harrison,EVE,M,1,0.0,,,,0.0,99,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30%,0,0,
Noni Madueke,CHE,F,1,0.0,,,,0.0,200,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28%,0,0,inf
Marc Cucurella,CHE,D,1,0.0,,,,0.0,200,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27%,0,0,
Joe Willock,NEW,M,1,0.0,,,,0.0,200,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26%,0,0,
Jurrien Timber,ARS,D,1,0.0,1.0,NOT,True,0.0,200,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsenal,25%,0,0,0.0
Hamed Traore,BOU,M,1,0.0,,,,0.0,200,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25%,0,0,inf
Emiliano Buendia,AVL,M,1,0.0,,,,0.0,200,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24%,0,0,
Aleksandar Mitrovic,FUL,F,1,0.0,0.0,EVE,False,0.0,200,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fulham,22%,0,0,inf
Michael Keane,EVE,D,1,0.0,1.0,FUL,True,0.0,200,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton,20%,0,0,0.5
Rodrigo Bentancur,TOT,M,1,0.0,,,,0.0,200,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20%,0,0,
Joao Cancelo,MCI,D,1,0.0,,,,0.0,200,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20%,0,0,
Emerson Royal,TOT,D,1,0.0,,,,0.0,200,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18%,1,1,inf
Anass Zaroury,BUR,F,1,0.0,0.0,MCI,True,0.0,200,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burnley,18%,1,26,-inf
Felipe,NOT,D,1,0.0,,,,0.0,200,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18%,0,0,
Lewis Hall,NEW,D,1,0.0,,,,0.0,200,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18%,0,0,-inf
Aaron Ramsey,BUR,M,1,0.0,,,,0.0,200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17%,0,0,inf
Tyrone Mings,AVL,D,1,0.0,1.0,NEW,False,0.0,200,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aston Villa,16%,0,0,0.0
Pierre-Emile Hojbjerg,TOT,M,1,0.0,,,,0.0,200,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16%,1,1,inf
Antoine Semenyo,BOU,F,1,0.0,0.0,WHU,True,0.0,200,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bournemouth,14%,0,0,inf
Carney Chukwuemeka,CHE,M,1,0.0,1.0,LIV,True,0.0,200,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea,13%,0,0,1.7
Rico Lewis,MCI,D,1,0.0,1.0,BUR,False,0.0,200,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester City,13%,1,1,1.2
Demarai Gray,EVE,M,1,0.0,,,,0.0,200,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12%,0,0,
Ryan Giles,LUT,M,1,0.0,,,,0.0,200,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12%,0,0,inf
Benson Manuel,BUR,F,1,0.0,0.0,MCI,True,0.0,200,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burnley,11%,0,0,inf
Danilo,NOT,M,1,0.0,1.0,ARS,False,0.0,200,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nott'ham Forest,11%,0,0,2.9
Pablo Sarabia,WOL,M,1,0.0,1.0,MUN,False,0.0,200,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolves,11%,0,0,4.7
Benoit Badiashile,CHE,D,1,0.0,,,,0.0,200,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10%,0,0,
Facundo Buonanotte,BHA,M,1,0.0,,,,0.0,200,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9%,0,0,inf
Ian Maatsen,CHE,D,1,0.0,0.0,LIV,True,0.0,200,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea,9%,1,8,inf
