Player,Team,Position,LiveRkOv,Opponent,FPTS,FP/G,ROS %,GP,MIN,G,KP,AT,SOT,TKW,DIS,YC,RC,ACNC,INT,CLR,COS,BS,AER,PKM,PKD,OG,GAO,CS,GW,ros,GS,PTS,DPT,OFF,PKG,Ghost Points,Negative Fpts
Vinicius de Souza Costa,SHU,M,157,TOT,8.0,8.0,3%,1,90,0,0,0,0,1,0,0,0,0,4,4,1,1,2,0,0,0,2,0,5,,1,0,0,0,0,8.0,0.0
James Mcatee,SHU,M,295,TOT,6.5,6.5,6%,1,69,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,,1,0,0,0,0,5.5,-0.5
Oliver Norwood,SHU,M,166,TOT,4.0,4.0,14%,1,19,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,,0,0,0,0,0,4.0,0.0
Oliver McBurnie,SHU,F,190,TOT,2.0,2.0,21%,1,88,0,0,0,1,1,3,0,1,0,0,3,0,1,13,0,0,0,2,0,5,,1,0,9,1,0,2.0,-8.5
Anel Ahmedhodzic,SHU,D,319,TOT,2.0,2.0,12%,1,90,0,0,0,0,2,1,0,0,0,1,2,0,3,0,0,0,0,2,0,5,,1,0,2,0,0,2.0,-4.5
Chris Basham,SHU,D,265,TOT,1.0,1.0,0%,1,90,0,0,0,0,0,0,1,0,0,1,8,1,0,3,0,0,0,2,0,5,,1,0,4,0,0,1.0,-6.0
Cameron Archer,SHU,F,219,TOT,0.5,0.5,12%,1,90,0,1,0,0,0,4,1,0,0,0,0,1,1,1,0,0,0,2,0,5,,1,0,4,1,0,0.5,-4.0
Tom Davies,SHU,M,346,TOT,0.0,0.0,0%,1,8,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,5,,0,0,5,0,0,0.0,-2.0
Auston Trusty,SHU,D,393,TOT,-0.75,-0.75,0%,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,5,,0,0,0,0,0,-0.75,-4.0
Luke Thomas,SHU,D,722,TOT,-1.0,-1.0,1%,1,90,0,0,0,0,1,1,0,0,0,0,6,0,0,1,0,0,0,2,0,5,,1,0,1,0,0,-1.0,-4.5
James Mcatee,SHU,M,295,NEW,5.0,5.0,6%,1,74,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,7,0,6,,1,0,1,0,0,5.0,-1.0
Benie Traore,SHU,F,257,NEW,5.0,5.0,3%,1,45,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,5,0,6,,0,0,1,0,0,5.0,-1.0
Vinicius de Souza Costa,SHU,M,157,NEW,3.5,3.5,3%,1,90,0,0,0,1,1,2,0,0,0,0,2,0,1,1,0,0,0,8,0,6,,1,0,3,0,0,3.5,-1.0
Gustavo Hamer,SHU,M,60,NEW,2.5,2.5,55%,1,65,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,5,0,6,,1,0,2,0,0,2.5,-0.5
Cameron Archer,SHU,F,219,NEW,2.5,2.5,12%,1,90,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,8,0,6,,1,0,1,1,0,2.5,-1.0
Oliver Norwood,SHU,M,166,NEW,2.0,2.0,14%,1,61,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,6,,1,0,0,0,0,2.0,0.0
Chris Basham,SHU,D,265,NEW,2.0,2.0,0%,1,14,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,,0,0,0,2,0,2.0,-2.0
Tom Davies,SHU,M,346,NEW,1.0,1.0,0%,1,27,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,6,,0,0,1,0,0,1.0,-1.0
Jayden Bogle,SHU,D,234,NEW,-1.0,-1.0,6%,1,45,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,6,,1,0,0,0,0,-1.0,-6.0
Anis Ben Slimane,SHU,M,720,NEW,-2.0,-2.0,0%,1,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,,0,0,3,0,0,-2.0,-2.0
Luke Thomas,SHU,D,722,NEW,-9.25,-9.25,1%,1,90,0,0,0,0,0,0,0,0,0,1,3,3,0,2,0,0,0,8,0,6,,1,0,0,0,0,-9.25,-16.0
John Egan,SHU,D,304,NEW,-10.25,-10.25,6%,1,90,0,0,0,0,0,0,1,0,0,5,7,0,0,1,0,0,0,8,0,6,,1,0,4,0,0,-10.25,-18.0
Anel Ahmedhodzic,SHU,D,319,NEW,-12.75,-12.75,12%,1,90,0,0,0,0,1,0,1,0,0,1,1,2,1,0,0,0,0,8,0,6,,1,0,4,0,0,-12.75,-18.0
Jack Robinson,SHU,D,288,NEW,-13.0,-13.0,2%,1,90,0,0,0,0,0,0,1,0,0,1,8,0,0,2,0,0,0,8,0,6,,1,0,4,0,0,-13.0,-18.0
Anel Ahmedhodzic,SHU,D,333,WHU,1.75,1.75,,1,90,0,0,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,2,0,7,12%,1,0,0,0,0,1.75,-4.5
Cameron Archer,SHU,F,219,WHU,4.0,4.0,,1,78,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,7,11%,1,0,0,0,0,4.0,-1.0
Chris Basham,SHU,D,271,WHU,2.25,2.25,,1,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0%,0,0,0,0,0,2.25,0.0
Anis Ben Slimane,SHU,M,721,WHU,1.5,1.5,,1,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0%,0,0,0,0,0,1.5,-0.5
Jayden Bogle,SHU,D,228,WHU,-2.25,-2.25,,1,78,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,7,5%,1,0,2,2,0,-2.25,-4.5
Rhian Brewster,SHU,F,383,WHU,2.0,2.0,,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1%,0,0,0,0,0,2.0,0.0
Tom Davies,SHU,M,361,WHU,2.5,2.5,,1,19,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0%,0,0,1,0,0,2.5,-0.5
Vinicius de Souza Costa,SHU,M,168,WHU,5.5,5.5,,1,90,0,0,0,0,3,1,0,0,0,1,2,0,0,4,0,0,0,2,0,7,4%,1,0,3,0,0,5.5,-0.5
John Egan,SHU,D,321,WHU,-2.25,-2.25,,1,55,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,7,4%,1,0,0,0,0,-2.25,-4.0
Gustavo Hamer,SHU,M,67,WHU,9.0,9.0,,1,78,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,7,60%,1,0,1,0,0,9.0,0.0
James Mcatee,SHU,M,294,WHU,-1.5,-1.5,,1,69,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,2,0,7,4%,1,0,5,0,0,-1.5,-3.5
Oliver McBurnie,SHU,F,190,WHU,3.0,3.0,,1,90,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,2,0,7,21%,1,0,0,1,0,3.0,-0.5
Jack Robinson,SHU,D,315,WHU,8.0,8.0,,1,90,0,2,0,0,3,0,0,0,0,0,8,0,1,2,0,0,0,2,0,7,2%,1,0,0,0,0,8.0,-4.0
Luke Thomas,SHU,D,723,WHU,5.5,5.5,,1,90,0,1,0,0,0,1,0,0,3,0,0,2,2,1,0,0,0,2,0,7,3%,1,0,0,0,0,5.5,-4.5
Auston Trusty,SHU,D,348,WHU,1.25,1.25,,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,1%,0,0,0,0,0,1.25,0.0
Oliver Norwood,SHU,M,150,FUL,7.5,7.5,13%,1,90,0,2,0,0,3,1,1,0,0,1,1,0,0,4,0,0,0,3,0,8,,1,0,4,0,0,7.5,-2.5
Oliver McBurnie,SHU,F,187,FUL,5.5,5.5,21%,1,90,0,0,0,2,0,2,1,0,0,1,1,1,0,5,0,0,0,3,0,8,,1,0,5,0,0,5.5,-3.0
Jayden Bogle,SHU,D,228,FUL,5.5,5.5,5%,1,90,0,0,1,0,0,2,0,0,0,3,2,1,0,1,0,0,0,3,0,8,,1,0,2,0,0,-1.5,-7.0
Gustavo Hamer,SHU,M,67,FUL,5.0,5.0,60%,1,65,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,8,,1,0,2,0,0,5.0,0.0
Cameron Archer,SHU,F,218,FUL,5.0,5.0,11%,1,78,0,2,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,2,0,8,,1,0,0,0,0,5.0,-2.0
Auston Trusty,SHU,D,348,FUL,4.75,4.75,1%,1,90,0,1,0,0,1,1,0,0,0,0,13,0,2,3,0,0,0,3,0,8,,1,0,1,1,0,4.75,-6.5
Vinicius de Souza Costa,SHU,M,164,FUL,4.0,4.0,4%,1,90,0,0,0,0,1,1,0,0,0,1,4,2,0,1,0,0,0,3,0,8,,1,0,0,0,0,4.0,-0.5
Chris Basham,SHU,D,272,FUL,2.5,2.5,0%,1,34,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,8,,1,0,0,0,0,2.5,0.0
James Mcatee,SHU,M,293,FUL,2.0,2.0,4%,1,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,8,,0,0,0,0,0,2.0,0.0
Anel Ahmedhodzic,SHU,D,333,FUL,0.75,0.75,12%,1,90,0,0,0,0,2,0,0,0,0,3,3,0,0,1,0,0,0,3,0,8,,1,0,1,0,0,0.75,-6.0
Rhian Brewster,SHU,F,382,FUL,0.0,0.0,1%,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,,0,0,0,0,0,0.0,0.0
Luke Thomas,SHU,D,723,FUL,-0.25,-0.25,3%,1,65,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,8,,1,0,0,0,0,-0.25,-2.5
Jack Robinson,SHU,D,314,FUL,-1.25,-1.25,2%,1,54,0,0,0,0,2,0,0,0,0,0,3,0,1,1,0,0,0,3,0,8,,0,0,0,0,0,-1.25,-6.0
Yasser Larouci,SHU,D,573,FUL,-4.25,-4.25,1%,1,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,8,,0,0,1,0,0,-4.25,-4.5
James Maddison,TOT,M,4,BRF,25.5,25.5,100%,1,90,0,6,2,1,0,2,1,0,1,1,1,0,0,1,0,0,0,2,0,1,,1,2,6,0,0,13.5,-3.0
Cristian Romero,TOT,D,45,BRF,12.25,12.25,90%,1,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,2.25,0.0
Yves Bissouma,TOT,M,74,BRF,12.0,12.0,81%,1,90,0,1,0,0,1,0,0,0,0,4,2,5,0,0,0,0,0,2,0,1,,1,0,2,0,0,12.0,0.0
Emerson Royal,TOT,D,299,BRF,10.75,10.75,18%,1,90,1,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,2,0,1,,1,1,1,0,0,0.75,-4.0
Dejan Kulusevski,TOT,M,19,BRF,6.0,6.0,100%,1,90,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,,1,0,1,0,0,6.0,0.0
Ivan Perisic,TOT,M,194,BRF,6.0,6.0,23%,1,14,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,,0,0,0,0,0,6.0,0.0
Richarlison,TOT,F,93,BRF,5.5,5.5,86%,1,90,0,1,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,1,,1,0,0,0,0,5.5,-1.5
Micky van de Ven,TOT,D,160,BRF,5.25,5.25,61%,1,90,0,0,0,0,2,0,0,0,0,0,5,2,0,4,0,0,0,2,0,1,,1,0,0,0,0,5.25,-4.0
Iyenoma Destiny Udogie,TOT,D,73,BRF,4.0,4.0,98%,1,90,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,,1,0,2,0,0,4.0,-4.0
Pape Sarr,TOT,M,65,BRF,3.5,3.5,76%,1,14,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,,0,0,0,0,0,3.5,0.0
Son Heung-Min,TOT,F,10,BRF,3.0,3.0,100%,1,74,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,,1,0,1,0,0,3.0,-1.0
Davinson Sanchez,TOT,D,392,BRF,0.5,0.5,0%,1,75,0,0,0,0,0,0,1,0,0,1,2,0,2,3,0,0,0,2,0,1,,0,0,5,0,0,0.5,-6.0
Brennan Johnson,TOT,F,259,BRF,-0.5,-0.5,72%,1,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,,1,0,1,0,0,-0.5,-0.5
Oliver Skipp,TOT,M,713,BRF,-1.5,-1.5,1%,1,74,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,,1,0,4,0,0,-1.5,-2.0
Pape Sarr,TOT,M,65,MUN,18.5,18.5,76%,1,75,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,,1,1,0,0,0,8.5,0.0
Son Heung-Min,TOT,F,10,MUN,13.0,13.0,100%,1,90,0,4,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,1,2,,1,0,0,0,0,13.0,0.0
Pedro Porro,TOT,D,50,MUN,12.75,12.75,99%,1,87,0,1,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,1,2,,1,0,2,0,0,6.75,0.0
Iyenoma Destiny Udogie,TOT,D,73,MUN,11.25,11.25,98%,1,69,0,1,0,1,0,1,1,0,0,0,3,2,0,1,0,0,0,0,1,2,,1,0,6,1,0,5.25,-2.5
Cristian Romero,TOT,D,45,MUN,11.0,11.0,90%,1,90,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,1,2,,1,0,0,0,0,5.0,0.0
Micky van de Ven,TOT,D,160,MUN,10.25,10.25,61%,1,90,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,,1,0,0,0,0,4.25,0.0
Ben Davies,TOT,D,286,MUN,9.75,9.75,8%,1,19,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,,0,0,0,0,0,2.75,-0.5
James Maddison,TOT,M,4,MUN,8.0,8.0,100%,1,90,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,,1,0,0,0,0,7.0,-1.0
Dejan Kulusevski,TOT,M,19,MUN,8.0,8.0,100%,1,87,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,,1,0,0,0,0,7.0,0.0
Yves Bissouma,TOT,M,74,MUN,8.0,8.0,81%,1,90,0,0,0,0,4,1,0,0,0,1,3,1,1,1,0,0,0,0,1,2,,1,0,2,0,0,7.0,-0.5
Ivan Perisic,TOT,M,194,MUN,4.0,4.0,23%,1,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,1,0,0,4.0,0.0
Richarlison,TOT,F,93,MUN,2.5,2.5,86%,1,69,0,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,1,2,,1,0,1,0,0,2.5,-1.5
Pierre-Emile Hojbjerg,TOT,M,385,MUN,2.0,2.0,16%,1,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,,0,0,0,0,0,2.0,0.0
Manor Solomon,TOT,F,81,MUN,1.0,1.0,62%,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,1.0,0.0
Brennan Johnson,TOT,F,259,MUN,0.5,0.5,72%,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,,1,0,0,1,0,0.5,0.0
Emerson Royal,TOT,D,299,MUN,-0.5,-0.5,18%,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,-0.5,-0.5
Dejan Kulusevski,TOT,M,19,BOU,19.0,19.0,100%,1,90,1,2,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,3,,1,1,1,0,0,9.0,-1.0
Iyenoma Destiny Udogie,TOT,D,73,BOU,18.5,18.5,98%,1,81,0,1,1,0,0,1,0,0,0,0,4,1,0,2,0,0,0,0,1,3,,1,1,4,0,0,5.5,-0.5
James Maddison,TOT,M,4,BOU,18.0,18.0,100%,1,72,1,1,0,2,0,4,0,0,1,1,1,2,0,0,0,0,0,0,1,3,,1,1,0,0,0,8.0,-2.0
Cristian Romero,TOT,D,45,BOU,15.5,15.5,90%,1,90,0,0,0,0,3,0,0,0,0,3,6,0,0,2,0,0,0,0,1,3,,1,0,0,0,0,9.5,0.0
Pape Sarr,TOT,M,65,BOU,13.5,13.5,76%,1,58,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,,1,1,2,0,0,7.5,0.0
Yves Bissouma,TOT,M,74,BOU,13.0,13.0,81%,1,73,0,1,0,1,3,1,1,0,0,3,3,3,1,1,0,0,0,0,1,3,,1,0,4,0,0,12.0,-2.5
Micky van de Ven,TOT,D,160,BOU,11.75,11.75,61%,1,90,0,0,0,0,1,0,0,0,0,1,7,1,1,0,0,0,0,0,1,3,,1,0,0,0,0,5.75,0.0
Son Heung-Min,TOT,F,10,BOU,11.0,11.0,100%,1,90,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,,1,0,0,0,0,11.0,0.0
Pedro Porro,TOT,D,50,BOU,10.75,10.75,99%,1,90,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,3,,1,0,1,0,0,4.75,0.0
Brennan Johnson,TOT,F,259,BOU,5.5,5.5,72%,1,69,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,2,0,3,,1,0,0,0,0,5.5,-0.5
Ivan Perisic,TOT,M,194,BOU,2.0,2.0,23%,1,30,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,,0,0,4,0,0,2.0,-2.0
Giovani Lo Celso,TOT,M,373,BOU,2.0,2.0,6%,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,2.0,0.0
Richarlison,TOT,F,93,BOU,1.0,1.0,86%,1,59,0,0,0,1,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,3,,1,0,4,0,0,1.0,-3.0
Pierre-Emile Hojbjerg,TOT,M,385,BOU,1.0,1.0,16%,1,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,,0,0,0,0,0,1.0,0.0
Oliver Skipp,TOT,M,713,BOU,1.0,1.0,1%,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,1.0,0.0
Ben Davies,TOT,D,286,BOU,0.0,0.0,8%,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0.0,0.0
Son Heung-Min,TOT,F,10,BUR,36.0,36.0,100%,1,71,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,,1,3,0,0,0,9.0,0.0
Manor Solomon,TOT,F,81,BUR,28.0,28.0,62%,1,67,0,5,2,0,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0,4,,1,2,0,0,0,16.0,0.0
James Maddison,TOT,M,4,BUR,25.5,25.5,100%,1,85,1,1,0,5,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,4,,1,1,2,0,0,16.5,-0.5
Cristian Romero,TOT,D,45,BUR,14.75,14.75,90%,1,90,1,0,0,1,0,0,0,0,0,0,3,0,2,4,0,0,0,2,0,4,,1,1,0,0,0,4.75,-4.0
Iyenoma Destiny Udogie,TOT,D,73,BUR,12.25,12.25,98%,1,90,0,1,1,0,4,1,0,0,0,2,3,1,0,0,0,0,0,2,0,4,,1,1,0,0,0,5.25,-4.5
Pedro Porro,TOT,D,50,BUR,10.5,10.5,99%,1,90,0,2,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,4,,1,1,1,0,0,3.5,-4.0
Dejan Kulusevski,TOT,M,19,BUR,8.5,8.5,100%,1,85,0,3,0,0,2,5,1,0,0,2,0,3,0,0,0,0,0,1,0,4,,1,0,4,0,0,8.5,-4.5
Yves Bissouma,TOT,M,74,BUR,7.5,7.5,81%,1,90,0,0,0,1,3,5,0,0,0,3,2,2,0,0,0,0,0,2,0,4,,1,0,1,0,0,7.5,-2.5
Ivan Perisic,TOT,M,194,BUR,5.5,5.5,23%,1,21,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,4,,0,0,0,0,0,5.5,0.0
Pape Sarr,TOT,M,65,BUR,4.0,4.0,76%,1,67,0,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,4,,1,0,5,0,0,4.0,-2.0
Richarlison,TOT,F,93,BUR,1.0,1.0,86%,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,,0,0,0,1,0,1.0,0.0
Micky van de Ven,TOT,D,160,BUR,1.0,1.0,61%,1,90,0,0,0,0,0,1,0,0,0,0,2,1,2,2,0,0,0,2,0,4,,1,0,0,0,0,1.0,-4.5
Oliver Skipp,TOT,M,713,BUR,0.0,0.0,1%,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,0,0,0,0,0,0.0,0.0
Emerson Royal,TOT,D,299,BUR,-0.75,-0.75,18%,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,,0,0,1,0,0,-0.75,-2.0
Pierre-Emile Hojbjerg,TOT,M,385,BUR,-2.0,-2.0,16%,1,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,,0,0,4,0,0,-2.0,-2.0
Dejan Kulusevski,TOT,M,19,SHU,25.5,25.5,100%,1,90,1,5,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,5,,1,1,2,0,0,16.5,0.0
Richarlison,TOT,F,93,SHU,18.0,18.0,86%,1,9,1,1,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,5,,0,2,5,0,0,3.0,-2.5
James Maddison,TOT,M,4,SHU,14.5,14.5,100%,1,90,0,4,0,2,2,1,1,0,0,0,0,3,0,0,0,0,0,1,0,5,,1,0,3,0,0,14.5,-2.5
Manor Solomon,TOT,F,81,SHU,12.5,12.5,62%,1,79,0,4,0,1,0,1,1,0,1,0,0,4,0,0,0,0,0,1,0,5,,1,0,5,0,0,12.5,-2.5
Yves Bissouma,TOT,M,74,SHU,10.0,10.0,81%,1,90,0,3,0,1,1,5,1,0,0,1,0,4,0,1,0,0,0,1,0,5,,1,0,3,0,0,10.0,-4.5
Pape Sarr,TOT,M,65,SHU,9.5,9.5,76%,1,79,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5,,1,0,1,0,0,9.5,-0.5
Pedro Porro,TOT,D,50,SHU,8.0,8.0,99%,1,88,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,,1,0,0,0,0,8.0,-2.0
Ivan Perisic,TOT,M,194,SHU,7.0,7.0,23%,1,9,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,,0,1,3,0,0,1.0,-2.0
Cristian Romero,TOT,D,45,SHU,5.5,5.5,90%,1,90,0,1,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,1,0,5,,1,0,1,0,0,5.5,-2.0
Brennan Johnson,TOT,F,259,SHU,3.0,3.0,72%,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,,0,0,2,1,0,3.0,0.0
Iyenoma Destiny Udogie,TOT,D,73,SHU,2.75,2.75,98%,1,90,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,1,0,5,,1,0,0,0,0,2.75,-2.5
Son Heung-Min,TOT,F,10,SHU,2.5,2.5,100%,1,79,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,,1,0,1,1,0,2.5,0.0
Micky van de Ven,TOT,D,160,SHU,2.25,2.25,61%,1,88,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,0,1,0,5,,1,0,5,0,0,2.25,-4.0
Emerson Royal,TOT,D,299,SHU,0.0,0.0,18%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Pierre-Emile Hojbjerg,TOT,M,385,SHU,0.0,0.0,16%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0.0,0.0
Son Heung-Min,TOT,F,10,ARS,26.0,26.0,100%,1,78,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,,1,2,1,2,0,8.0,0.0
James Maddison,TOT,M,4,ARS,20.5,20.5,100%,1,77,0,3,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,6,,1,2,1,0,0,8.5,-0.5
Dejan Kulusevski,TOT,M,19,ARS,7.0,7.0,100%,1,90,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,6,,1,0,3,0,0,7.0,-1.0
Brennan Johnson,TOT,F,259,ARS,5.0,5.0,72%,1,62,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,6,,1,0,0,0,0,5.0,-0.5
Richarlison,TOT,F,93,ARS,2.0,2.0,86%,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,1,1,0,2.0,0.0
Yves Bissouma,TOT,M,74,ARS,1.5,1.5,81%,1,90,0,0,0,0,2,2,1,0,0,0,1,1,1,1,0,0,0,2,0,6,,1,0,4,0,0,1.5,-3.0
Manor Solomon,TOT,F,81,ARS,1.5,1.5,62%,1,26,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,,0,0,0,0,0,1.5,-0.5
Pape Sarr,TOT,M,65,ARS,1.0,1.0,76%,1,90,0,0,0,0,1,1,1,0,0,0,2,1,1,1,0,0,0,2,0,6,,1,0,7,0,0,1.0,-2.5
Micky van de Ven,TOT,D,160,ARS,0.0,0.0,61%,1,90,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,2,0,6,,1,0,0,0,0,0.0,-4.0
Pierre-Emile Hojbjerg,TOT,M,385,ARS,0.0,0.0,16%,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,0.0,0.0
Pedro Porro,TOT,D,50,ARS,-0.5,-0.5,99%,1,90,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,2,0,6,,1,0,0,0,0,-0.5,-5.0
Iyenoma Destiny Udogie,TOT,D,73,ARS,-1.5,-1.5,98%,1,90,0,0,0,0,4,3,1,0,0,0,4,0,1,0,0,0,0,2,0,6,,1,0,7,0,0,-1.5,-7.5
Cristian Romero,TOT,D,45,ARS,-2.5,-2.5,90%,1,90,0,0,0,0,3,0,1,0,0,1,6,0,0,3,0,0,1,2,0,6,,1,0,7,0,0,-2.5,-11.0
Yves Bissouma,TOT,M,110,LIV,1.5,1.5,,1,88,0,0,0,0,3,1,1,0,0,1,2,0,0,0,0,0,0,1,0,7,81%,1,0,5,0,0,1.5,-2.5
