,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
137,Luton Town Player Stats,CB,3,23.08,0.0,1.0,0.0,0.0,5.33,0.0,0.0,0.0,7.67,13.0,1.33,0.0,0.0,0.0,5.67,0.0,0.0,1.0,0.0,0.0,29.67,-2.58,3.67,6.0,9.42,48.75,84.75,-36.0,20.5,4.25,28.25
26,BHA,RB,1,21.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,9.0,0.0,0.0,25.5,-7.5,6.0,6.0,10.5,16.5,13.5,0.0,4.5,12.0,-7.5
92,Crystal Palace Player Stats,RM,1,21.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,-3.0,3.0,3.0,7.75,21.0,19.5,-1.5,0.0,1.5,-1.5
110,FUL,RM,1,20.25,0.0,12.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,3.0,0.0,18.0,0.0,0.0,30.0,-12.75,9.0,9.0,0.0,30.0,39.0,-12.0,-9.75,-9.0,-0.75
127,LUT,LB,1,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.5,-1.5,3.0,3.0,18.25,24.0,24.0,0.0,-6.0,-4.5,-1.5
20,Aston Villa Player Stats,LW,1,17.25,0.0,9.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,21.0,0.0,0.0,39.0,-21.75,9.0,9.0,6.25,22.5,42.0,-19.5,-5.25,-3.0,-2.25
67,Burnley Player Stats,LB,1,16.75,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,13.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,0.0,40.25,-3.5,7.0,7.0,3.75,3.75,40.25,-36.5,13.0,0.0,33.0
149,MUN,FW,2,16.25,0.0,9.5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,5.5,0.0,25.38,-9.12,7.0,11.0,0.0,55.5,68.0,-12.5,-23.0,-17.25,-5.75
105,FUL,CM,1,15.75,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,18.75,-3.0,3.0,3.0,0.0,19.5,19.5,0.0,-3.75,-0.75,-3.0
133,Liverpool Player Stats,LM,2,15.38,0.0,1.5,0.0,1.5,6.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,3.0,1.5,0.0,1.5,1.5,0.0,19.5,-5.62,4.5,6.0,4.25,34.5,37.5,-6.0,-3.75,1.5,-5.25
161,Manchester Utd Player Stats,CB,1,14.75,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,2.0,0.0,39.5,-8.75,11.0,11.0,5.0,0.75,41.75,-41.0,14.0,-2.25,32.25
181,Newcastle Utd Player Stats,LW,1,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,-4.5,3.0,3.0,5.0,12.0,13.5,-4.5,1.5,1.5,0.0
189,SHU,CB,4,12.62,0.0,0.0,0.0,0.75,8.75,5.25,0.0,0.25,17.25,58.0,11.0,0.0,0.0,0.0,32.75,0.0,0.0,25.75,0.0,0.0,71.69,-15.56,11.0,16.0,8.69,-20.0,290.0,-310.0,70.5,-3.25,247.75
195,SHU,RB,1,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,21.75,-3.75,4.0,4.0,8.0,12.0,27.0,-15.0,0.0,-5.25,11.25
102,Everton Player Stats,LM,1,12.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,16.5,-4.5,3.0,3.0,8.25,15.0,16.5,-1.5,-3.0,0.0,-3.0
87,Crystal Palace Player Stats,CM,1,11.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,11.25,-3.0,3.0,3.0,0.0,10.5,9.0,-1.5,0.75,2.25,-1.5
31,BOU,LW,2,11.25,0.0,0.0,0.0,1.5,3.0,0.0,0.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,1.5,0.0,14.62,-3.38,3.0,3.0,0.0,24.0,25.5,-1.5,-1.5,3.75,-5.25
68,Burnley Player Stats,RM,1,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.5,-0.5,1.0,1.0,16.25,14.5,14.5,0.0,-4.5,-4.0,-0.5
125,LUT,CM,3,10.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,15.0,-5.0,4.0,6.0,1.75,34.5,40.5,-6.0,-4.5,4.5,-9.0
196,SHU,WB,1,9.75,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,21.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,24.75,-3.0,6.0,6.0,6.0,2.25,26.25,-24.0,7.5,-1.5,21.0
53,Brentford Player Stats,CB,1,8.25,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.25,-3.0,3.0,3.0,0.0,5.25,20.25,-15.0,3.0,-3.0,12.0
163,Manchester Utd Player Stats,LM,1,8.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,9.75,-4.5,3.0,3.0,0.0,7.5,6.0,-1.5,0.75,3.75,-3.0
164,Manchester Utd Player Stats,RW,1,8.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,-3.75,3.0,3.0,4.25,6.0,9.0,-3.0,2.25,3.0,-0.75
64,Burnley Player Stats,CB,1,8.25,0.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,9.0,12.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,42.0,-3.75,6.0,6.0,0.0,4.5,48.0,-43.5,3.75,-6.0,39.75
80,CRY,FW,1,6.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,-5.25,3.0,3.0,6.75,6.0,10.5,-4.5,0.75,1.5,-0.75
47,BUR,RW,1,6.75,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.25,-7.5,6.0,6.0,2.75,12.0,15.0,-3.0,-5.25,-0.75,-4.5
106,FUL,FW,2,6.38,0.0,4.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.5,1.5,0.0,1.5,6.0,0.0,16.88,-10.5,6.0,9.0,5.5,28.5,40.5,-12.0,-15.75,-6.75,-9.0
179,NOT,RW,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,7.5,-1.5,3.0,3.0,0.0,1.5,1.5,0.0,4.5,6.0,-1.5
176,NOT,LB,1,6.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,22.5,-22.5,4.0,4.0,0.0,7.5,22.5,-21.0,-1.5,0.0,-1.5
66,Burnley Player Stats,FW,1,5.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,6.75,-1.0,1.0,1.0,5.75,7.5,7.5,0.0,-1.75,-0.75,-1.0
220,WOL,AM,1,5.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,9.75,-4.5,3.0,3.0,0.0,13.5,13.5,0.0,-8.25,-3.75,-4.5
51,Bournemouth Player Stats,LW,1,5.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,6.0,0.0,12.0,-6.75,6.0,6.0,7.0,12.0,15.0,-3.0,-6.75,-3.0,-3.75
38,BRF,RB,1,4.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,10.5,-6.0,3.0,3.0,9.0,5.25,12.75,-7.5,-0.75,-2.25,1.5
56,Brentford Player Stats,LW,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,6.0,-1.5,3.0,3.0,3.75,1.5,3.0,-1.5,3.0,3.0,0.0
136,Luton Town Player Stats,AM,1,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.75,-1.75,1.0,1.0,15.5,3.0,3.0,-1.0,0.0,0.75,-0.75
1,ARS,CM,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,4.5,-4.5,3.0,3.0,4.0,-1.5,3.0,-7.5,4.5,1.5,3.0
48,Bournemouth Player Stats,CB,1,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,32.25,-11.25,6.0,6.0,0.0,-4.5,27.0,-31.5,7.5,5.25,20.25
232,Wolves Player Stats,CM,1,2.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,-3.5,2.0,2.0,7.0,1.0,4.0,-3.0,1.5,2.0,-0.5
76,CHE,RW,1,2.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.5,-3.0,2.0,2.0,1.5,8.0,10.0,-2.0,-5.5,-4.5,-1.0
217,WHU,LW,1,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,7.5,-5.25,3.0,3.0,0.0,7.5,9.0,-1.5,-5.25,-1.5,-3.75
194,SHU,LW,1,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.75,-1.5,3.0,3.0,0.0,0.0,0.0,0.0,2.25,3.75,-1.5
113,Fulham Player Stats,FW,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.5,-2.5,1.0,1.0,5.75,4.5,5.0,-0.5,-2.5,-0.5,-2.0
228,West Ham Player Stats,AM,1,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,9.5,-9.0,2.0,2.0,14.5,-3.0,9.0,-12.0,3.5,0.5,3.0
69,CHE,AM,1,-3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,5.25,-8.25,3.0,3.0,0.0,-6.0,3.0,-9.0,3.0,2.25,0.75
201,Sheffield Utd Player Stats,RW,1,-5.25,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,21.0,0.0,0.0,15.75,-21.0,6.0,6.0,0.0,15.0,18.0,-3.0,-20.25,-2.25,-18.0
43,BUR,LB,2,-12.12,0.0,5.0,0.0,0.0,4.5,0.0,0.0,3.0,6.5,16.5,6.5,0.0,0.0,0.0,38.5,0.0,0.0,12.0,0.0,0.0,46.38,-8.5,13.5,16.0,3.5,-77.25,79.25,-156.5,53.0,13.5,139.5
192,SHU,LB,1,-24.75,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,13.0,20.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,0.0,0.0,33.5,-10.25,7.0,7.0,6.75,-31.0,37.0,-68.0,6.25,-3.5,57.75
